id,RecordType.Name,RICE_Supported__c,Lead_Faculty__c,Lead_School__c,Parent_Opportunity__c,Industry,Industry_Sub_Type__c,Business_Type__c,Is_External__c,ParentId,tasks_events,CreatedYear,CreatedMonth,days,RN,f_won_before,RecordType.Name_cat,RICE_Supported__c_cat,Lead_Faculty__c_cat,Lead_School__c_cat,Industry_cat,Industry_Sub_Type__c_cat,Business_Type__c_cat
3711,Competitive Bid,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Services,Environmental,CRC (Co-operative Research Centre),1,0,1,2019,7,362,1,0,1,2,2,14,14,16,0
3868,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,Multinational / Other Large Corporate,1,1,0,2019,1,58,12,1,9,2,8,10,4,10,5
3636,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,University,1,0,0,2017,6,273,1,0,9,1,10,46,14,12,10
2731,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zt1RAAS,NotGiven,0,Public Administration,Public Administration,Government: Australia: Federal,1,0,0,2019,5,41,4,0,3,2,12,46,13,27,1
1400,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt21AAC,0,Health,Pharmaceuticals,Large Australian Corporate,1,0,0,2019,6,0,30,1,9,2,1,42,8,26,4
236,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,University,1,0,0,2016,11,889,1,0,3,2,10,46,14,12,10
911,Panel,RIC-BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2019,1,10,17,1,6,2,5,5,13,27,2
5269,Research Contract,RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,0,2020,5,42,1,0,9,2,10,46,8,21,2
4533,Grants,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2018,12,0,27,1,4,1,1,33,8,21,1
2025,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,9,116,63,1,3,1,7,22,14,12,10
3016,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,NotGiven,0,Public Administration,Public Administration,Government: Australia: Local & State,1,1,1,2019,10,49,35,1,9,2,2,46,13,27,2
5217,Grants,RIC-RE&D,0012e000002ZGfbAAG,0012e000002Zt20AAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2020,4,65,146,1,4,3,1,41,8,21,1
4439,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2017,7,34,7,1,3,1,5,5,13,27,2
5207,Competitive Bid,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Services,Community,Not for profit,1,0,0,2020,4,6,9,1,1,2,1,33,14,7,6
3198,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2016,7,314,1,0,9,1,15,46,8,26,5
4972,Grants,RIC-RE&D,0012e000002ZGfbAAG,0012e000002Zt21AAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2020,1,26,130,1,4,3,1,42,8,21,1
790,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmMXAA0,0,Energy & Utilities,Energy & Utilities,Government: Australia: Local & State,1,1,0,2018,5,80,6,1,9,1,8,4,6,13,2
802,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Services,Education,University,1,0,0,2016,7,0,38,1,3,1,1,33,14,12,10
2475,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Public Administration,Public Administration,Government: Australia: Local & State,1,1,0,2019,8,159,33,1,9,2,2,29,13,27,2
1024,Grants,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: International,1,0,0,2018,5,189,1,0,4,1,2,29,4,10,3
5221,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2020,5,3,235,1,9,2,2,14,4,10,1
2118,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,9,112,68,1,3,1,7,22,14,12,10
3216,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Health,Biotechnology (non-Pharma),Large Australian Corporate,1,0,0,2016,5,19,4,1,9,1,1,37,8,5,4
2241,Consultancy (Non-research),RIC-BD&I,0012e000002Zt1RAAS,NotGiven,0,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,1,2019,10,93,46,1,2,2,12,46,8,21,1
2812,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zt1RAAS,NotGiven,0,Services,Education,University,1,0,0,2019,3,0,237,1,3,2,12,46,14,12,10
3996,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,0,2016,9,192,5,1,9,1,10,46,14,12,6
1180,Grants,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YmMXAA0,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2019,3,309,15,1,4,2,8,4,13,27,1
1163,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Defence,Defence,Government: Australia: Federal,1,0,0,2017,3,46,60,1,9,1,2,46,4,10,1
2156,Consultancy (Non-research),RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Services,Education,Government: Australia: Local & State,1,0,0,2019,10,12,1,0,2,2,9,7,14,12,2
972,Research Contract,Not supported,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Construction & Construction Materials,Construction & Construction Materials,Multinational / Other Large Corporate,1,0,0,2018,5,215,1,0,9,0,2,29,3,8,5
4141,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Health,Biotechnology (non-Pharma),Not for profit,1,0,0,2017,1,0,2,1,9,1,2,46,8,5,6
131,Technology Transfer,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Education,Education,Not for profit,0,1,0,2015,10,1091,1,0,11,1,10,46,5,12,6
2985,Technology Transfer,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,0,2017,7,68,1,0,11,1,10,46,14,12,2
4195,Technology Transfer,RIC RE&D and BD&I,0012e000002ZLgJAAW,0012e000002YlhnAAC,0,Services,Education,University,1,0,0,2018,2,193,189,1,11,1,4,0,14,12,10
4078,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Agriculture & Horticulture,Agriculture & Horticulture,Multinational / Other Large Corporate,1,0,0,2016,10,145,1,0,9,1,8,6,1,2,5
1137,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLgJAAW,0012e000002YoYUAA0,0,Services,Education,SME (small to medium enterprise),1,1,0,2015,11,650,1,0,3,1,4,11,14,12,9
4691,Technology Transfer,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Services,Education,University,1,0,1,2019,9,0,5,1,11,2,1,33,14,12,10
4517,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Large Australian Corporate,1,1,0,2016,9,299,1,0,9,1,2,46,15,30,4
927,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Health,Health Care & Healthy Aging,Not for profit,1,0,0,2018,3,267,3,0,3,1,5,5,8,21,6
3239,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Biotechnology (non-Pharma),Large Australian Corporate,1,0,0,2019,1,1,22,1,9,2,1,33,8,5,4
1211,Co-Location,RIC RE&D and BD&I,NotGiven,NotGiven,0,Services,Financial & Insurance,Large Australian Corporate,1,0,0,2018,9,1,6,1,0,1,15,46,14,17,4
1973,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002Z51eAAC,0,Services,Education,University,1,0,0,2016,9,147,97,1,3,1,7,19,14,12,10
3889,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,Government: Australia: Federal,1,0,0,2017,7,115,82,1,9,1,8,10,4,10,1
4991,Research Contract,RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2020,2,150,171,1,9,2,10,46,14,12,2
1911,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2019,4,80,17,1,3,2,10,46,14,12,2
5098,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Public Administration,Public Administration,Not for profit,1,0,0,2020,3,14,1,0,9,2,5,5,13,27,6
1809,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Community,Not for profit,1,0,0,2017,10,150,3,1,9,1,10,46,14,7,6
2975,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Health,Medical Devices,Multinational / Other Large Corporate,1,0,0,2016,3,273,1,0,9,1,2,46,8,23,5
724,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002Z51eAAC,0,Services,Education,University,1,0,0,2017,2,372,171,1,3,1,7,19,14,12,10
1032,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2018,10,37,148,1,9,1,2,14,4,10,1
40,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Education,Education,Not for profit,0,1,0,2016,6,923,1,0,3,1,5,5,5,12,6
1197,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2016,9,159,2,0,3,1,5,5,13,27,1
1242,Grants,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),1,0,0,2016,10,327,2,0,4,1,8,6,8,5,9
4213,Technology Transfer,RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,0,0,2016,5,823,1,0,11,1,3,46,15,30,9
2107,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,9,154,70,1,3,1,7,22,14,12,10
1567,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2016,6,5,4,1,9,1,15,46,14,12,2
3021,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Services,Financial & Insurance,Large Australian Corporate,1,0,0,2017,9,0,2,0,9,1,2,14,14,17,4
796,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Services,Education,University,1,0,0,2016,8,0,58,1,3,1,1,33,14,12,10
850,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Public Administration,Public Administration,Government: Australia: Local & State,1,1,0,2018,9,90,2,1,9,1,15,46,13,27,2
5288,Competitive Bid,RIC-BD&I,NotGiven,NotGiven,0,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2020,5,5,59,1,1,2,15,46,13,27,1
3216,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Health,Biotechnology (non-Pharma),Large Australian Corporate,1,0,0,2016,5,19,4,1,9,1,1,37,8,5,4
3811,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,0012e000002Z4IxAAK,0,Services,Community,Not for profit,1,0,0,2018,3,452,1,0,9,2,5,15,14,7,6
1201,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Mining & Refining,Mining & Refining,Multinational / Other Large Corporate,1,0,0,2019,4,364,1,0,9,2,8,16,11,24,5
4550,Research Contract,RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Public Administration,Public Administration,Government: International,1,0,0,2018,3,137,2,0,9,1,5,5,13,27,3
4609,Research Contract,RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Services,Community,Government: Australia: Federal,1,0,0,2018,6,70,2,0,9,1,5,5,14,7,1
1459,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Services,Community,Government: Australia: Federal,1,0,0,2017,5,332,5,1,3,1,1,33,14,7,1
4916,Technology Transfer,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,1,2020,1,169,7,1,11,2,1,36,8,26,5
1426,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Health,Health Care & Healthy Aging,SME (small to medium enterprise),1,0,0,2017,11,269,1,0,3,1,1,46,8,21,9
1248,Grants,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmMXAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2018,8,0,2,0,4,1,8,4,1,2,9
1520,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,University,1,0,0,2016,9,133,1,0,3,1,10,46,14,12,10
1499,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,0,2016,7,291,1,0,9,1,10,46,14,12,6
1437,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,1,2019,2,342,1,0,9,2,1,36,8,26,5
633,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2018,4,207,42,1,9,1,1,36,8,26,5
491,Research Contract,RIC-BD&I,NotGiven,NotGiven,0,Services,Education,Government: Australia: Federal,1,1,0,2019,4,63,24,1,9,2,15,46,14,12,1
1961,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,2,76,13,1,3,1,7,22,14,12,10
5194,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2020,4,5,234,1,9,2,2,29,4,10,1
5113,Consultancy (Non-research),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,0,2020,3,42,21,1,2,2,10,46,14,12,2
3796,Grants,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Public Administration,Public Administration,Government: Australia: Federal,1,0,0,2017,5,1020,2,1,4,2,1,33,13,27,1
1452,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Z6AWAA0,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,0,2017,1,60,10,1,3,1,1,21,8,21,2
3473,Research Contract,RIC RE&D and BD&I,0012e000002ZLgJAAW,0012e000002YoYUAA0,0,Services,Financial & Insurance,Large Australian Corporate,1,1,0,2016,10,182,11,1,9,1,4,11,14,17,4
2286,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Manufacturing & R&D,Aerospace,Government: International,1,0,0,2018,6,15,1,0,3,1,8,39,9,1,3
3326,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,1,0,2015,12,319,1,0,9,1,1,46,8,26,5
4658,Research Contract,RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,0,2019,4,176,2,1,9,2,10,46,14,12,6
4815,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Public Administration,Public Administration,Not for profit,1,0,0,2019,12,37,1,0,9,2,5,5,13,27,6
1443,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),1,0,0,2019,6,36,1,0,9,2,1,37,8,5,9
2806,Research Contract,Not supported,0012e000002ZLg7AAG,NotGiven,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Large Australian Corporate,1,0,0,2017,12,512,7,0,9,0,2,46,15,30,4
1390,Research Contract,Not supported,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Defence,Defence,Government: International,1,0,0,2019,9,212,6,1,9,0,5,5,4,10,3
1223,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Services,Engineering and Scientific,Government: Australia: Federal,1,0,0,2017,9,25,2,1,9,1,8,39,14,14,1
4188,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLgJAAW,0012e000002YoYUAA0,0,Services,Education,PFRO (Publicly-Funded Research Organisation),1,0,0,2017,11,372,2,0,3,1,4,11,14,12,7
5175,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YmMXAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2020,4,15,1,0,9,2,8,4,1,2,9
1109,Technology Transfer,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),1,0,0,2016,8,427,1,0,11,1,8,16,8,5,9
4061,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLgJAAW,0012e000002YoYUAA0,0,Services,Education,University,1,0,0,2017,3,40,180,1,3,1,4,11,14,12,10
2215,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Financial & Insurance,Government: International,1,0,0,2019,1,34,4,1,9,2,3,46,14,17,3
4025,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Community,Not for profit,1,0,0,2018,5,81,2,0,9,1,10,46,14,7,6
2822,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Services,Financial & Insurance,Multinational / Other Large Corporate,1,0,0,2018,7,304,1,0,9,2,2,14,14,17,5
4002,Technology Transfer,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2017,6,16,50,1,11,1,10,46,14,12,2
858,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Public Administration,Public Administration,Government: International,1,0,0,2019,3,54,1,0,9,2,5,5,13,27,3
3264,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Services,Education,University,1,0,0,2016,7,0,48,1,3,1,1,33,14,12,10
3591,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,0,2018,5,14,83,1,9,1,10,46,14,12,2
1464,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Services,Education,University,1,0,0,2016,9,799,67,1,3,1,1,33,14,12,10
2338,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YlvyAAC,0,Services,Business & Professional,SME (small to medium enterprise),1,0,0,2016,5,1,1,0,2,1,5,1,14,6,9
2102,Grants,Not supported,0012e000002ZLg7AAG,0012e000002Zt0cAAC,1,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,0,0,2018,9,148,1,0,4,0,2,29,15,30,9
134,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,0,2018,10,18,55,1,3,1,1,46,8,21,2
462,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,Multinational / Other Large Corporate,1,0,0,2017,9,518,1,0,9,2,3,46,3,8,5
546,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Energy & Utilities,Energy & Utilities,Multinational / Other Large Corporate,1,0,0,2016,8,126,3,0,9,1,9,7,6,13,5
1278,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,0,2019,10,72,1,0,3,2,1,37,8,21,2
4520,Grants,RIC-RE&D,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Biotechnology (non-Pharma),PFRO (Publicly-Funded Research Organisation),1,0,0,2019,7,67,16,1,4,3,1,33,8,5,7
2649,Grants,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2017,10,152,15,1,4,1,1,33,8,21,1
5341,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Medical Devices,SME (small to medium enterprise),1,0,0,2020,6,16,1,0,9,2,1,36,8,23,9
4713,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Services,Financial & Insurance,SME (small to medium enterprise),1,0,0,2017,7,44,1,0,9,1,2,29,14,17,9
3503,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Services,Education,University,1,0,0,2019,5,28,1,0,9,2,1,33,14,12,10
5028,Grants,RIC-RE&D,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2020,2,18,133,1,4,3,1,33,8,21,1
1187,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLgJAAW,0012e000002YlhnAAC,0,Services,Financial & Insurance,Multinational / Other Large Corporate,1,0,0,2016,10,22,1,0,3,1,4,0,14,17,5
630,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Health,Research Tools/Consumables,Multinational / Other Large Corporate,1,0,0,2015,12,1041,1,0,9,1,15,46,8,28,5
1960,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,0,2017,3,240,10,1,3,1,10,46,14,12,6
5350,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Transportation & Logistics,Transportation & Logistics,Multinational / Other Large Corporate,1,1,0,2020,6,27,6,1,9,2,1,36,17,32,5
4463,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,University,1,0,0,2016,12,166,3,1,3,1,10,46,14,12,10
4757,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,11,79,210,1,9,2,2,14,4,10,1
1775,Grants,Not supported,NotGiven,NotGiven,0,Services,Engineering and Scientific,Not for profit,1,0,0,2018,7,471,5,1,4,0,15,46,14,14,6
2124,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Z6AWAA0,0,Services,Environmental,Government: Australia: Local & State,1,0,0,2017,8,210,2,1,9,1,1,21,14,16,2
5090,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Medical Devices,SME (small to medium enterprise),1,0,0,2020,3,11,1,0,9,2,1,36,8,23,9
2071,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,10,0,131,1,3,1,7,22,14,12,10
2135,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Large Australian Corporate,1,0,0,2019,11,116,2,0,9,2,3,46,15,30,4
1540,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,9,154,86,1,3,1,7,22,14,12,10
1361,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZGfbAAG,0012e000002Z6AWAA0,0,Health,Health Care & Healthy Aging,Government: International,1,0,0,2019,7,91,1,0,3,2,1,21,8,21,3
1969,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2016,9,116,78,1,3,1,7,22,14,12,10
880,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Services,Community,Not for profit,1,0,0,2019,5,57,1,0,9,2,5,5,14,7,6
4449,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Federal,1,1,0,2017,10,138,15,1,9,1,10,46,14,12,1
2175,Grants,Not supported,0012e000002ZLg7AAG,0012e000002Zt0cAAC,1,Transportation & Logistics,Transportation & Logistics,SME (small to medium enterprise),1,0,0,2018,11,98,3,1,4,0,2,29,17,32,9
3850,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Financial & Insurance,Large Australian Corporate,1,0,0,2016,1,106,1,0,9,1,10,46,14,17,4
4821,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,12,52,216,1,9,2,2,14,4,10,1
4695,Grants,RIC RE&D and BD&I,0012e000002Zt1RAAS,NotGiven,0,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2018,4,114,29,1,4,1,12,46,13,27,1
5294,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Biotechnology (non-Pharma),Multinational / Other Large Corporate,1,0,0,2020,5,28,2,1,9,2,1,36,8,5,5
2147,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,Large Australian Corporate,1,0,0,2017,4,112,10,1,9,1,1,36,8,26,4
106,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zt1RAAS,NotGiven,0,Services,Business & Professional,Not for profit,1,0,0,2019,7,79,1,0,3,2,12,46,14,6,6
3875,Grants,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,1,Defence,Defence,Multinational / Other Large Corporate,1,1,1,2019,8,213,19,1,4,2,8,10,4,10,5
4707,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Energy & Utilities,Energy & Utilities,Multinational / Other Large Corporate,1,0,0,2018,2,39,1,0,9,1,2,46,6,13,5
