Id,StageName,Status_Reason__c,RecordType.Name,RICE_Supported__c,CreatedDate,AccountId,Lead_Faculty__c,Parent_Opportunity__c,RecordType.Name.1,Industry,Business_Type__c,Is_External__c,ParentId,RecordType
0062e000002HG8IAAW,0,Other (Lost),Research Contract,RIC-BD&I,2016,0012e000003A6cyAAC,0012e000002ZGfbAAG,0,Business Organization,Health,Multinational / Other Large Corporate,External,0,Research ContractBusiness Organization
0062e000002HG8jAAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2018,0012e000003A6cOAAS,0012e000002ZGfbAAG,0,Business Organization,Health,Multinational / Other Large Corporate,External,0,Research ContractBusiness Organization
0062e000002HG8JAAW,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2018,0012e000003A6wiAAC,0012e000002ZGfbAAG,0,Business Organization,Health,Multinational / Other Large Corporate,External,0,Research ContractBusiness Organization
0062e000002HG8kAAG,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2019,0012e000003A6osAAC,0012e000002ZmnzAAC,0,Business Organization,Public Administration,Government: Australia: Federal,External,1,Research ContractBusiness Organization
0062e000002HG8KAAW,0,Other (Lost),Research Contract,RIC-BD&I,2017,0012e000003A6xNAAS,0012e000002ZmnzAAC,0,Business Organization,Public Administration,Government: Australia: Local & State,External,0,Research ContractBusiness Organization
0062e000002HG8lAAG,0,Other (Lost),Research Contract,RIC-BD&I,2018,0012e000003A6n9AAC,0012e000002ZmnzAAC,0,Business Organization,Manufacturing & R&D,Large Australian Corporate,External,0,Research ContractBusiness Organization
0062e000002HG8LAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017,0012e000003A6xNAAS,0012e000002ZmnzAAC,0,Business Organization,Public Administration,Government: Australia: Local & State,External,0,Research ContractBusiness Organization
0062e000002HG8mAAG,0,Customer No Longer Interested,Co-Location,RIC-BD&I,2019,0012e000003A6xOAAS,0,0,Business Organization,Services,Not for profit,External,0,Co-LocationBusiness Organization
0062e000002HG8MAAW,0,Customer No Longer Interested,Research Contract,RIC RE&D and BD&I,2017,0012e000003A6jHAAS,0012e000002ZLg7AAG,0,Business Organization,Health,Multinational / Other Large Corporate,External,0,Research ContractBusiness Organization
0062e000002HG8nAAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016,0012e000003A6wyAAC,0012e000002ZmnzAAC,0,Business Organization,Services,Government: Australia: Local & State,External,0,Research ContractBusiness Organization
0062e000002HG8NAAW,0,Other (Lost),Research Contract,RIC-BD&I,2019,0012e000003A6xDAAS,0012e000002ZmnzAAC,0,Business Organization,Public Administration,Government: Australia: Local & State,External,0,Research ContractBusiness Organization
0062e000002HG8oAAG,0,Other (Lost),Technology Transfer,RIC RE&D and BD&I,2016,0012e000003A6xRAAS,0012e000002ZmnzAAC,0,Business Organization,Manufacturing & R&D,Multinational / Other Large Corporate,External,0,Technology TransferBusiness Organization
0062e000002HG8OAAW,0,Other (Lost),Research Contract,RIC-BD&I,2016,0012e000003A6lRAAS,0012e000002ZmnzAAC,0,Business Organization,Materials: Chemicals & Industrial Metals,SME (small to medium enterprise),External,0,Research ContractBusiness Organization
0062e000002HG8pAAG,0,Other (Lost),Research Contract,RIC-BD&I,2018,0012e000003A6wFAAS,0012e000002ZmnzAAC,0,Business Organization,Agriculture & Horticulture,RDC (Rural Research and Development Corporations),External,0,Research ContractBusiness Organization
0062e000002HG8PAAW,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2018,0012e000003A6OmAAK,0012e000002ZGfbAAG,0,Business Organization,Health,Multinational / Other Large Corporate,External,1,Research ContractBusiness Organization
0062e000002HG8qAAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017,0012e000003A6wFAAS,0012e000002ZmnzAAC,0,Business Organization,Agriculture & Horticulture,RDC (Rural Research and Development Corporations),External,0,Research ContractBusiness Organization
0062e000002HG8QAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016,0012e000003A6k5AAC,0012e000002ZmnzAAC,0,Business Organization,Veterinary,Multinational / Other Large Corporate,External,0,Research ContractBusiness Organization
0062e000002HG8rAAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2018,0012e000003A6xGAAS,0012e000002ZmnzAAC,0,Business Organization,Manufacturing & R&D,SME (small to medium enterprise),External,0,Research ContractBusiness Organization
0062e000002HG8RAAW,0,Customer No Longer Interested,Research Contract,RIC RE&D and BD&I,2016,0012e000003A6vVAAS,0012e000002ZmnzAAC,0,Business Organization,Agriculture & Horticulture,Not for profit,External,0,Research ContractBusiness Organization
0062e000002HG8sAAG,0,Customer No Longer Interested,Technology Transfer,RIC RE&D and BD&I,2018,0012e000003A6rKAAS,0012e000002ZGfbAAG,0,Business Organization,Health,SME (small to medium enterprise),External,0,Technology TransferBusiness Organization
0062e000002HG8SAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016,0012e000003A6k5AAC,0012e000002ZmnxAAC,0,Business Organization,Veterinary,Multinational / Other Large Corporate,External,0,Research ContractBusiness Organization
0062e000002HG8tAAG,0,Customer Not Responding,Research Contract,RIC-BD&I,2019,0012e000003A6xHAAS,0012e000002ZmnzAAC,0,Business Organization,Manufacturing & R&D,PFRO (Publicly-Funded Research Organisation),External,0,Research ContractBusiness Organization
0062e000002HG8TAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016,0012e000003A6k5AAC,0012e000002ZmnzAAC,0,Business Organization,Veterinary,Multinational / Other Large Corporate,External,0,Research ContractBusiness Organization
0062e000002HG8uAAG,0,Other (Lost),Consultancy (Non-research),RIC RE&D and BD&I,2017,0012e000003A6xPAAS,0012e000002ZmnzAAC,0,Business Organization,Services,Large Australian Corporate,External,0,Consultancy (Non-research)Business Organization
0062e000002HG8UAAW,0,Customer Not Responding,Technology Transfer,RIC-BD&I,2018,0012e000003A6bfAAC,0012e000002ZGfbAAG,0,Business Organization,Health,Multinational / Other Large Corporate,External,0,Technology TransferBusiness Organization
0062e000002HG8vAAG,0,Other (Lost),Research Contract,Not supported,2018,0012e000003A70YAAS,0012e000002ZmnzAAC,0,Business Organization,Agriculture & Horticulture,SME (small to medium enterprise),External,0,Research ContractBusiness Organization
0062e000002HG8VAAW,0,Customer No Longer Interested,Research Contract,RIC RE&D and BD&I,2015,0,0,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HG8wAAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2015,0,0,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HG8WAAW,0,Other (Lost),Research Contract,Not supported,2016,0,0,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HG8xAAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016,0,0012e000002ZmnzAAC,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HG8XAAW,0,Other (Lost),Technology Transfer,Not supported,2016,0,0,0,Business Organization,Services,Not for profit,,0,Technology TransferBusiness Organization
0062e000002HG8yAAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016,0,0012e000002ZmnzAAC,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HG8YAAW,0,Other (Lost),Research Contract,RIC-BD&I,2018,0,0012e000002ZGfbAAG,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HG8ZAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017,0,0012e000002ZmnzAAC,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HG90AAG,0,Other (Lost),Research Contract,RIC-BD&I,2018,0,0012e000002ZLgJAAW,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HG91AAG,0,Other (Lost),Grants,Not supported,2018,0,0012e000002ZLgJAAW,0,Business Organization,Services,Not for profit,,0,GrantsBusiness Organization
0062e000002HG92AAG,0,Other (Lost),Research Contract,Not supported,2018,0,0012e000002ZLgJAAW,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HG93AAG,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,0,0012e000002ZLgJAAW,0,Business Organization,Services,Not for profit,,0,Custom Education (MSPACE Included)Business Organization
0062e000002HG94AAG,0,Other (Lost),Research Contract,Not supported,2018,0012e000003A6xvAAC,0012e000002ZLgJAAW,0,Business Organization,Services,Multinational / Other Large Corporate,External,1,Research ContractBusiness Organization
0062e000002HG95AAG,0,Customer No Longer Interested,Research Contract,RIC RE&D and BD&I,2016,0,0012e000002ZLgJAAW,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HG96AAG,0,Other (Lost),Technology Transfer,RIC RE&D and BD&I,2016,0,0012e000002ZLgJAAW,0,Business Organization,Services,Not for profit,,0,Technology TransferBusiness Organization
0062e000002HG97AAG,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC-BD&I,2019,0012e000003A6xsAAC,0012e000002ZLgJAAW,0,Business Organization,Services,Multinational / Other Large Corporate,External,1,Custom Education (MSPACE Included)Business Organization
0062e000002HG98AAG,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2017,0012e000003A75PAAS,0012e000002ZLgJAAW,0,Business Organization,Services,Large Australian Corporate,External,0,Research ContractBusiness Organization
0062e000002HG99AAG,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2018,0012e000003A75yAAC,0012e000002ZLgJAAW,0,Business Organization,Services,Multinational / Other Large Corporate,External,1,Research ContractBusiness Organization
0062e000002HG9aAAG,0,Customer No Longer Interested,Sponsorship,RIC-BD&I,2017,0012e000003A77MAAS,0012e000002ZLgJAAW,0,Business Organization,Services,Large Australian Corporate,External,0,SponsorshipBusiness Organization
0062e000002HG9AAAW,0,Academic Capacity (Lost),Research Contract,RIC-BD&I,2019,0012e000003A767AAC,0012e000002ZLgJAAW,0,Business Organization,Technology: IT & Telephone Services,Multinational / Other Large Corporate,External,0,Research ContractBusiness Organization
0062e000002HG9BAAW,1,Won,Research Contract,RIC RE&D and BD&I,2016,0012e000003A6xgAAC,0,0,Business Organization,Services,Large Australian Corporate,External,1,Research ContractBusiness Organization
0062e000002HG9CAAW,0,Other (Lost),Research Contract,RIC-BD&I,2017,0012e000003A6yKAAS,0012e000002ZLgJAAW,0,Business Organization,Services,Not for profit,External,0,Research ContractBusiness Organization
0062e000002HG9dAAG,0,Other (Lost),Research Contract,RIC-BD&I,2019,0012e000003A6xbAAC,0,0,Business Organization,Services,Not for profit,External,0,Research ContractBusiness Organization
0062e000002HG9DAAW,0,Other (Lost),Grants,RIC RE&D and BD&I,2017,0012e000003A79XAAS,0012e000002ZLgJAAW,1,Business Organization,Public Administration,Government: Australia: Federal,External,0,GrantsBusiness Organization
0062e000002HG9eAAG,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2019,0012e000003A6xbAAC,0,0,Business Organization,Services,Not for profit,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HG9EAAW,0,Customer No Longer Interested,Sponsorship,RIC-BD&I,2018,0012e000003A75hAAC,0,0,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,0,SponsorshipBusiness Organization
0062e000002HG9fAAG,0,Other (Lost),Research Contract,RIC-BD&I,2019,0012e000003A6xbAAC,0012e000002ZLg7AAG,0,Business Organization,Services,Not for profit,External,0,Research ContractBusiness Organization
0062e000002HG9FAAW,0,Other (Lost),Research Contract,RIC-BD&I,2018,0012e000003A75mAAC,0012e000002ZLg7AAG,0,Business Organization,Services,Multinational / Other Large Corporate,External,0,Research ContractBusiness Organization
0062e000002HG9gAAG,0,Other (Lost),Research Contract,RIC-BD&I,2019,0012e000003A6xbAAC,0012e000002ZLgJAAW,0,Business Organization,Services,Not for profit,External,0,Research ContractBusiness Organization
0062e000002HG9GAAW,0,Customer Not Responding,Research Contract,RIC-BD&I,2018,0,0012e000002ZLgJAAW,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HG9hAAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2015,0012e000003A6yRAAS,0012e000002ZLgJAAW,0,Business Organization,Services,Large Australian Corporate,External,0,Research ContractBusiness Organization
0062e000002HG9HAAW,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2017,0012e000003A6PeAAK,0012e000002ZLgJAAW,0,Business Organization,Services,Large Australian Corporate,External,1,Research ContractBusiness Organization
0062e000002HG9iAAG,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,0012e000003A6yYAAS,0012e000002ZLgJAAW,0,Business Organization,Services,Multinational / Other Large Corporate,External,1,Custom Education (MSPACE Included)Business Organization
0062e000002HG9IAAW,0,Other (Lost),Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,0012e000003A6yMAAS,0012e000002ZLgJAAW,0,Business Organization,Energy & Utilities,Large Australian Corporate,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HG9jAAG,0,Other (Lost),Research Contract,RIC-BD&I,2018,0012e000003A6yBAAS,0012e000002ZLgJAAW,0,Business Organization,Construction & Construction Materials,Large Australian Corporate,External,0,Research ContractBusiness Organization
0062e000002HG9JAAW,0,Customer No Longer Interested,Research Contract,RIC RE&D and BD&I,2016,0012e000003A75nAAC,0012e000002ZLgJAAW,0,Business Organization,Services,Large Australian Corporate,External,1,Research ContractBusiness Organization
0062e000002HG9KAAW,0,Customer Not Responding,Research Contract,RIC-BD&I,2019,0012e000003A75nAAC,0012e000002ZmnxAAC,0,Business Organization,Services,Large Australian Corporate,External,1,Research ContractBusiness Organization
0062e000002HG9lAAG,0,Other (Lost),Research Contract,RIC-BD&I,2019,0012e000003A6xqAAC,0012e000002ZLgJAAW,0,Business Organization,Technology: IT & Telephone Services,Not for profit,External,0,Research ContractBusiness Organization
0062e000002HG9LAAW,0,Customer No Longer Interested,Research Contract,RIC RE&D and BD&I,2017,0012e000003A75nAAC,0012e000002ZLgJAAW,0,Business Organization,Services,Large Australian Corporate,External,1,Research ContractBusiness Organization
0062e000002HG9MAAW,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2017,0012e000003A6PuAAK,0012e000002ZmnxAAC,0,Business Organization,Services,Large Australian Corporate,External,0,Research ContractBusiness Organization
0062e000002HG9NAAW,0,Other (Lost),Research Contract,RIC-BD&I,2016,0012e000003A75nAAC,0,0,Business Organization,Services,Large Australian Corporate,External,1,Research ContractBusiness Organization
0062e000002HG9OAAW,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2016,0012e000003A75nAAC,0,0,Business Organization,Services,Large Australian Corporate,External,1,Research ContractBusiness Organization
0062e000002HG9PAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016,0012e000003A75nAAC,0,0,Business Organization,Services,Large Australian Corporate,External,1,Research ContractBusiness Organization
0062e000002HG9QAAW,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2016,0012e000003A75nAAC,0,0,Business Organization,Services,Large Australian Corporate,External,1,Research ContractBusiness Organization
0062e000002HG9RAAW,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC-BD&I,2018,0012e000003A75nAAC,0,0,Business Organization,Services,Large Australian Corporate,External,1,Custom Education (MSPACE Included)Business Organization
0062e000002HG9SAAW,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2016,0012e000003A75nAAC,0,0,Business Organization,Services,Large Australian Corporate,External,1,Research ContractBusiness Organization
0062e000002HG9TAAW,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,0012e000003A6xoAAC,0012e000002ZLgJAAW,0,Business Organization,Public Administration,Government: International,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HG9uAAG,0,Other (Lost),Grants,RIC-RE&D,2018,0,0012e000002ZGfbAAG,0,Business Organization,Services,Not for profit,,0,GrantsBusiness Organization
0062e000002HG9UAAW,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2018,0012e000003A6yOAAS,0012e000002ZLgJAAW,0,Business Organization,Services,Large Australian Corporate,External,0,Research ContractBusiness Organization
0062e000002HG9VAAW,0,Customer No Longer Interested,Sponsorship,RIC RE&D and BD&I,2016,0012e000003A6yOAAS,0012e000002ZLgJAAW,0,Business Organization,Services,Large Australian Corporate,External,0,SponsorshipBusiness Organization
0062e000002HG9WAAW,0,Customer Not Responding,Research Contract,RIC-BD&I,2019,0012e000003A6ftAAC,0012e000002ZLgJAAW,0,Business Organization,Public Administration,Government: Australia: Local & State,External,0,Research ContractBusiness Organization
0062e000002HG9xAAG,0,Other (Lost),Grants,RIC-RE&D,2019,0012e000003A6ElAAK,0012e000002ZGfbAAG,1,Business Organization,Public Administration,Government: Australia: Federal,External,1,GrantsBusiness Organization
0062e000002HG9XAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2017,0012e000003A6lcAAC,0012e000002ZLgJAAW,0,Business Organization,Health,Government: Australia: Local & State,External,0,Research ContractBusiness Organization
0062e000002HG9YAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2018,0012e000003A6mKAAS,0012e000002ZLgJAAW,0,Business Organization,Public Administration,Government: Australia: Local & State,External,0,Research ContractBusiness Organization
0062e000002HG9zAAG,0,Other (Lost),Grants,RIC-RE&D,2018,0,0012e000002ZGfbAAG,0,Business Organization,Services,Not for profit,,0,GrantsBusiness Organization
0062e000002HG9ZAAW,0,Other (Lost),Research Contract,RIC-BD&I,2017,0012e000003A75YAAS,0012e000002ZLgJAAW,0,Business Organization,Services,Large Australian Corporate,External,0,Research ContractBusiness Organization
0062e000002HGa0AAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,0012e000003A6qHAAS,0012e000002ZGfbAAG,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HGa1AAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,0012e000003A6qHAAS,0012e000002ZGfbAAG,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HGA1AAO,0,Other (Lost),Grants,RIC-RE&D,2019,0012e000003A6ElAAK,0012e000002ZGfbAAG,1,Business Organization,Public Administration,Government: Australia: Federal,External,1,GrantsBusiness Organization
0062e000002HGa2AAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,0012e000003A6qHAAS,0012e000002ZGfbAAG,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HGA2AAO,0,Other (Lost),Grants,RIC-RE&D,2019,0012e000003A6ElAAK,0012e000002ZGfbAAG,1,Business Organization,Public Administration,Government: Australia: Federal,External,1,GrantsBusiness Organization
0062e000002HGa3AAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,0012e000003A6qHAAS,0012e000002ZGfbAAG,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HGa4AAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,0012e000003A6qHAAS,0012e000002ZGfbAAG,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HGa5AAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,0012e000003A6qHAAS,0012e000002ZGfbAAG,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HGa6AAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,0012e000003A6qHAAS,0012e000002ZGfbAAG,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HGA6AAO,0,Other (Lost),Grants,RIC-RE&D,2018,0,0012e000002ZGfbAAG,0,Business Organization,Services,Not for profit,,0,GrantsBusiness Organization
0062e000002HGa7AAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016,0,0012e000002ZmnzAAC,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HGa8AAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016,0,0012e000002ZmnzAAC,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HGA8AAO,0,Customer No Longer Interested,Grants,RIC-RE&D,2018,0,0012e000002ZGfbAAG,0,Business Organization,Services,Not for profit,,0,GrantsBusiness Organization
0062e000002HGa9AAG,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016,0,0,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HGA9AAO,0,Other (Lost),Grants,RIC-RE&D,2018,0,0012e000002ZGfbAAG,0,Business Organization,Services,Not for profit,,0,GrantsBusiness Organization
0062e000002HGAAAA4,0,Other (Lost),Grants,RIC-RE&D,2018,0,0012e000002ZGfbAAG,0,Business Organization,Services,Not for profit,,0,GrantsBusiness Organization
0062e000002HGaaAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,0012e000003A6qHAAS,0012e000002ZGfbAAG,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HGAaAAO,0,Other (Lost),Grants,RIC-RE&D,2019,0012e000003A6bnAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Government: Australia: Federal,External,0,GrantsBusiness Organization
0062e000002HGaAAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016,0,0012e000002ZmnzAAC,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HGabAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,0012e000003A6qHAAS,0012e000002ZmOZAA0,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HGAbAAO,0,Other (Lost),Grants,RIC-RE&D,2019,0012e000003A6bnAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Government: Australia: Federal,External,0,GrantsBusiness Organization
0062e000002HGaBAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016,0,0012e000002ZmnzAAC,0,Business Organization,Services,Not for profit,,0,Research ContractBusiness Organization
0062e000002HGACAA4,0,Other (Lost),Grants,RIC-RE&D,2018,0,0012e000002ZGfbAAG,0,Business Organization,Services,Not for profit,,0,GrantsBusiness Organization
0062e000002HGacAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,0012e000003A6qHAAS,0012e000002ZmOZAA0,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HGAcAAO,0,Other (Lost),Grants,RIC-RE&D,2019,0012e000003A6bnAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Government: Australia: Federal,External,0,GrantsBusiness Organization
0062e000002HGaCAAW,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,0,0012e000002ZmnzAAC,0,Business Organization,Services,Not for profit,,0,Custom Education (MSPACE Included)Business Organization
0062e000002HGADAA4,0,Other (Lost),Grants,RIC-RE&D,2018,0,0012e000002ZGfbAAG,0,Business Organization,Services,Not for profit,,0,GrantsBusiness Organization
0062e000002HGadAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,0012e000003A6qHAAS,0012e000002ZmOZAA0,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HGaDAAW,1,Won,Consultancy (Non-research),RIC RE&D and BD&I,2016,0,0012e000002ZmnzAAC,0,Business Organization,Services,Not for profit,,0,Consultancy (Non-research)Business Organization
0062e000002HGAEAA4,0,Other (Lost),Grants,RIC-RE&D,2019,0012e000003A6ElAAK,0012e000002ZGfbAAG,1,Business Organization,Public Administration,Government: Australia: Federal,External,1,GrantsBusiness Organization
0062e000002HGaeAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,0012e000003A6qHAAS,0012e000002ZmOZAA0,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HGAeAAO,0,Customer No Longer Interested,Grants,RIC-RE&D,2019,0012e000003A6VZAA0,0012e000002ZLg7AAG,1,Business Organization,Health,PFRO (Publicly-Funded Research Organisation),External,0,GrantsBusiness Organization
0062e000002HGaEAAW,0,Out-Sold,Research Contract,RIC RE&D and BD&I,2016,0012e000003A6vbAAC,0,0,Business Organization,Agriculture & Horticulture,Not for profit,External,0,Research ContractBusiness Organization
0062e000002HGAFAA4,0,Other (Lost),Grants,RIC-RE&D,2019,0012e000003A6ElAAK,0012e000002ZGfbAAG,1,Business Organization,Public Administration,Government: Australia: Federal,External,1,GrantsBusiness Organization
0062e000002HGafAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,0012e000003A6qHAAS,0012e000002ZmOZAA0,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HGAfAAO,0,Other (Lost),Grants,RIC-RE&D,2019,0012e000003A6VZAA0,0012e000002ZGfbAAG,1,Business Organization,Health,PFRO (Publicly-Funded Research Organisation),External,0,GrantsBusiness Organization
0062e000002HGaFAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2015,0012e000002ZmnzAAC,0,0,University Department,Education,Not for profit,Internal,1,Research ContractUniversity Department
0062e000002HGagAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,0012e000003A6qHAAS,0012e000002ZmOZAA0,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HGAgAAO,0,Other (Lost),Grants,RIC-RE&D,2018,0012e000003A6X1AAK,0012e000002ZGfbAAG,0,Business Organization,Health,Not for profit,External,0,GrantsBusiness Organization
0062e000002HGaGAAW,1,Won,Research Contract,RIC RE&D and BD&I,2016,0012e000003A6l5AAC,0012e000002ZmnzAAC,0,Business Organization,Services,University,External,0,Research ContractBusiness Organization
0062e000002HGAHAA4,0,Other (Lost),Grants,RIC-RE&D,2018,0,0012e000002ZGfbAAG,0,Business Organization,Services,Not for profit,,0,GrantsBusiness Organization
0062e000002HGahAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,0012e000003A6qHAAS,0012e000002ZmOZAA0,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HGaHAAW,0,Other (Lost),Research Contract,RIC RE&D and BD&I,2016,0012e000003A6k6AAC,0,0,Business Organization,Agriculture & Horticulture,Not for profit,External,0,Research ContractBusiness Organization
0062e000002HGaiAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,0012e000003A6qHAAS,0012e000002ZmOZAA0,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HGAiAAO,0,Other (Lost),Grants,RIC-RE&D,2018,0,0012e000002ZGfbAAG,1,Business Organization,Services,Not for profit,,0,GrantsBusiness Organization
0062e000002HGaIAAW,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,0012e000003A6vSAAS,0012e000002ZmnzAAC,0,Business Organization,Health,SME (small to medium enterprise),External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HGajAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,0012e000003A6qHAAS,0012e000002ZmOZAA0,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
0062e000002HGAjAAO,0,Other (Lost),Grants,RIC-RE&D,2018,0,0012e000002ZGfbAAG,0,Business Organization,Services,Not for profit,,0,GrantsBusiness Organization
0062e000002HGaJAAW,1,Won,Consultancy (Non-research),RIC RE&D and BD&I,2015,0012e000003A6cHAAS,0012e000002ZGfbAAG,0,Business Organization,Services,University,External,0,Consultancy (Non-research)Business Organization
0062e000002HGakAAG,1,Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,0012e000003A6qHAAS,0012e000002ZmOZAA0,0,Business Organization,Services,University,External,0,Custom Education (MSPACE Included)Business Organization
