outcome,Opptype,Supppoted,days_diff,closeDate_month,createDate_month,closeDate_year,createDate_year,act_amt,act_proj,lead_faculty,f_parent_opp,AccountType,Industry,BusinessType,Country,Internal_External,f_parent
Closed Won,Panel,RIC RE&D and BD&I,8,3,3,2017,2017,0.0,0.0,0012e000002ZLgJAAW,0,Business Organization,Health,Not for profit,New Zealand,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,487,9,5,2019,2018,0.0,0.0,0012e000002ZGfbAAG,0,Business Organization,Health,Multinational / Other Large Corporate,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,269,8,11,2018,2017,0.0,0.0,0012e000002ZGfbAAG,0,Business Organization,Health,SME (small to medium enterprise),Austria,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,190,2,8,2019,2018,0.0,0.0,0012e000002ZGfbAAG,0,Business Organization,Health,SME (small to medium enterprise),Austria,External,0.0
Closed Won,Research Contract,RIC RE&D and BD&I,0,4,4,2018,2018,90000.0,90000.0,0012e000002Zmo0AAC,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,205,5,11,2017,2016,0.0,0.0,0012e000002Zmo0AAC,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Lost,Research Contract,RIC RE&D and BD&I,260,6,9,2018,2017,0.0,0.0,0012e000002Zmo0AAC,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,98,4,1,2016,2016,12500.0,12500.0,0012e000002Zmo0AAC,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,112,2,10,2017,2016,130000.0,130000.0,0012e000002Zmo0AAC,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,240,11,3,2017,2017,429000.0,429000.0,0012e000002Zmo0AAC,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,52,7,5,2018,2018,0.0,0.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Won,Panel,RIC-BD&I,149,10,5,2019,2019,0.0,0.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,106,10,7,2018,2018,25000.0,25000.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,215,8,1,2016,2016,82200.0,82200.0,0012e000002Zmo0AAC,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,210,5,10,2020,2019,14000.0,14000.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,159,6,1,2016,2016,150000.0,150000.0,0012e000002Zmo0AAC,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Lost,Technology Transfer,RIC-BD&I,601,1,5,2020,2018,0.0,0.0,0012e000002ZLg7AAG,0,Business Organization,Services,Government: Australia: Federal,Australia,External,0.0
Closed Lost,Technology Transfer,RIC-BD&I,347,7,7,2019,2018,0.0,0.0,0012e000002ZLg7AAG,0,Business Organization,Services,Government: Australia: Federal,Australia,External,0.0
Closed Lost,Technology Transfer,RIC-BD&I,427,12,10,2019,2018,5000.0,5000.0,0012e000002ZmnxAAC,0,Business Organization,Materials: Chemicals & Industrial Metals,SME (small to medium enterprise),Australia,External,0.0
Closed Lost,Technology Transfer,RIC-BD&I,105,1,10,2019,2018,0.0,0.0,0012e000002ZLg7AAG,0,Business Organization,Materials: Chemicals & Industrial Metals,SME (small to medium enterprise),Australia,External,0.0
Closed Lost,Technology Transfer,RIC RE&D and BD&I,113,11,7,2018,2018,0.0,0.0,0012e000002ZLg7AAG,0,Business Organization,Materials: Chemicals & Industrial Metals,Multinational / Other Large Corporate,United States of America,External,0.0
Closed Lost,Technology Transfer,RIC RE&D and BD&I,64,9,7,2018,2018,0.0,0.0,0012e000002ZmnxAAC,0,Business Organization,Materials: Chemicals & Industrial Metals,Multinational / Other Large Corporate,United States of America,External,0.0
Closed Won,Grants,RIC RE&D and BD&I,0,9,9,2018,2018,170000.0,170000.0,0012e000002ZmnxAAC,1,Business Organization,Aquaculture & Fisheries,SME (small to medium enterprise),Australia,External,0.0
Closed Lost,Grants,Not supported,98,2,11,2019,2018,0.0,0.0,0012e000002ZLg7AAG,1,Business Organization,Transportation & Logistics,SME (small to medium enterprise),Australia,External,0.0
Closed Lost,Grants,Not supported,98,2,11,2019,2018,0.0,0.0,0012e000002ZGfbAAG,1,Business Organization,Health,SME (small to medium enterprise),Australia,External,0.0
Closed Lost,Grants,Not supported,63,1,11,2019,2018,0.0,0.0,0012e000002ZLgJAAW,1,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC-BD&I,255,4,8,2020,2019,296602.5,296602.5,0012e000002Zmo0AAC,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Won,Consultancy (Non-research),RIC RE&D and BD&I,38,9,8,2016,2016,2858.0,2858.0,0012e000002Zmo0AAC,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,155,6,1,2016,2016,10000.0,10000.0,0012e000002Zmo0AAC,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,177,10,4,2018,2018,0.0,0.0,0012e000002Zmo0AAC,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,178,5,11,2018,2017,229635.0,229635.0,0012e000002Zmo0AAC,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC-BD&I,232,6,11,2019,2018,301346.0,301346.0,0012e000002Zmo0AAC,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,329,4,6,2017,2016,565000.0,565000.0,0012e000002Zmo0AAC,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC-BD&I,235,7,11,2019,2018,58896.0,58896.0,0012e000002Zmo0AAC,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Lost,Sponsorship,RIC-BD&I,302,3,5,2020,2019,425475.0,425475.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Consultancy (Non-research),RIC RE&D and BD&I,107,4,1,2016,2016,17078.0,17078.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Lost,Research Contract,RIC RE&D and BD&I,261,7,10,2018,2017,0.0,0.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,78,9,6,2018,2018,1763200.0,1763200.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,8,8,7,2016,2016,10000.0,10000.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,3,10,10,2017,2017,0.0,0.0,0012e000002ZGfbAAG,0,Business Organization,Health,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Technology Transfer,RIC-BD&I,184,4,10,2019,2018,0.0,0.0,0012e000002ZGfbAAG,0,Business Organization,Transportation & Logistics,Large Australian Corporate,Australia,External,0.0
Closed Lost,Grants,RIC-BD&I,227,9,2,2019,2019,0.0,0.0,0012e000002ZGfbAAG,0,Business Organization,Health,SME (small to medium enterprise),Australia,External,0.0
Closed Won,Research Contract,RIC-BD&I,253,3,7,2020,2019,50000.0,50000.0,0012e000002ZGfbAAG,0,Business Organization,Health,Multinational / Other Large Corporate,United States of America,External,0.0
Closed Lost,Research Contract,RIC-BD&I,36,7,6,2019,2019,0.0,0.0,0012e000002ZGfbAAG,0,Business Organization,Health,SME (small to medium enterprise),Germany,External,0.0
Closed Won,Research Contract,RIC-BD&I,51,9,7,2019,2019,80246.8,80246.8,0012e000002ZGfbAAG,0,Business Organization,Health,Not for profit,Australia,External,0.0
Closed Won,Research Contract,RIC-BD&I,8,11,10,2019,2019,0.0,0.0,0012e000002ZGfbAAG,0,Business Organization,Health,SME (small to medium enterprise),New Zealand,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC-BD&I,81,12,9,2019,2019,1965.0,1965.0,0012e000002ZGfbAAG,0,Business Organization,Health,Government: International,Bangladesh,External,0.0
Closed Lost,Research Contract,RIC-BD&I,12,7,6,2019,2019,0.0,0.0,0012e000002ZGfbAAG,0,Business Organization,Health,Large Australian Corporate,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,0,6,6,2019,2019,0.0,0.0,0012e000002ZGfbAAG,0,Business Organization,Health,Large Australian Corporate,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC-BD&I,80,6,4,2019,2019,27400.0,27400.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,92,6,3,2016,2016,30000.0,30000.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,58,12,10,2016,2016,37500.0,37500.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,35,6,5,2017,2017,0.0,0.0,0012e000002Zmo0AAC,0,Business Organization,Services,SME (small to medium enterprise),China,External,0.0
Closed Won,Consultancy (Non-research),RIC-BD&I,23,8,7,2019,2019,9135.0,9135.0,0012e000002Zmo0AAC,0,Business Organization,Services,SME (small to medium enterprise),Australia,External,0.0
Closed Won,Consultancy (Non-research),RIC RE&D and BD&I,15,2,2,2017,2017,3050.0,3050.0,0012e000002Zmo0AAC,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Won,Research Contract,RIC RE&D and BD&I,128,7,3,2018,2018,41700.0,41700.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,26,3,3,2017,2017,22500.0,22500.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Research Contract,RIC RE&D and BD&I,136,1,8,2018,2017,50000.0,50000.0,0012e000002Zmo0AAC,0,Business Organization,Services,Not for profit,United States of America,External,0.0
Closed Won,Research Contract,RIC RE&D and BD&I,0,5,5,2018,2018,90000.0,90000.0,0012e000002Zmo0AAC,0,Business Organization,Services,Not for profit,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,147,6,1,2016,2016,185000.0,185000.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: International,Singapore,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC-BD&I,15,6,6,2019,2019,28800.0,28800.0,0012e000002Zmo0AAC,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Research Contract,RIC RE&D and BD&I,112,4,12,2018,2017,29975.0,29975.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,14,10,10,2016,2016,97500.0,97500.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: International,New Zealand,External,0.0
Closed Lost,Grants,Not supported,148,2,9,2019,2018,0.0,0.0,0012e000002ZmnxAAC,1,Business Organization,Agriculture & Horticulture,SME (small to medium enterprise),Australia,External,0.0
Closed Lost,Grants,Not supported,89,2,11,2019,2018,0.0,0.0,0012e000002ZLg7AAG,1,Business Organization,Construction & Construction Materials,Large Australian Corporate,Australia,External,0.0
Closed Lost,Grants,Not supported,98,2,11,2019,2018,0.0,0.0,0012e000002ZLg7AAG,1,Business Organization,Health,SME (small to medium enterprise),Australia,External,0.0
Closed Lost,Grants,Not supported,148,2,9,2019,2018,0.0,0.0,0012e000002ZLg7AAG,1,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,957,1,6,2020,2017,249000.0,249000.0,0012e000002ZGfbAAG,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Research Contract,RIC-RE&D,0,9,9,2019,2019,349280.0,349280.0,0012e000002ZGfbAAG,0,Business Organization,Health,Government: Australia: Local & State,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC-RE&D,0,5,5,2019,2019,85000.0,85000.0,0012e000002ZGfbAAG,0,Business Organization,Health,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Research Contract,RIC RE&D and BD&I,29,5,4,2018,2018,180000.0,180000.0,0012e000002ZGfbAAG,0,Business Organization,Health,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Sponsorship,RIC-BD&I,52,5,4,2019,2019,0.0,0.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,148,3,10,2017,2016,169000.0,169000.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Consultancy (Non-research),RIC RE&D and BD&I,2,6,6,2016,2016,81000.0,81000.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,115,10,6,2016,2016,7500.0,7500.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,159,6,1,2016,2016,160000.0,160000.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,402,9,8,2017,2016,82700.0,82700.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Lost,Consultancy (Non-research),RIC-BD&I,97,6,3,2019,2019,0.0,0.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Sponsorship,RIC-BD&I,335,4,5,2020,2019,312015.0,312015.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Research Contract,RIC-BD&I,53,4,2,2019,2019,901000.0,901000.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Lost,Research Contract,RIC RE&D and BD&I,387,10,9,2018,2017,0.0,0.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,6,6,6,2017,2017,302500.0,302500.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Lost,Research Contract,RIC-BD&I,112,10,6,2019,2019,0.0,0.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Research Contract,RIC-BD&I,85,2,11,2019,2018,156503.0,156503.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Won,Research Contract,RIC-BD&I,283,6,9,2020,2019,500000.0,500000.0,0012e000002ZGfbAAG,0,Business Organization,Health,Large Australian Corporate,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,0,6,6,2019,2019,0.0,0.0,0012e000002ZGfbAAG,0,Business Organization,Health,Large Australian Corporate,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,0,8,8,2019,2019,0.0,0.0,0012e000002ZGfbAAG,0,Business Organization,Health,Large Australian Corporate,Australia,External,0.0
Closed Won,Research Contract,RIC-BD&I,7,8,7,2019,2019,170040.0,170040.0,0012e000002ZGfbAAG,0,Business Organization,Health,Large Australian Corporate,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,0,6,6,2019,2019,0.0,0.0,0012e000002ZGfbAAG,0,Business Organization,Health,Large Australian Corporate,Australia,External,0.0
Closed Won,Research Contract,RIC-BD&I,65,9,6,2019,2019,0.01,0.01,0012e000002ZGfbAAG,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,238,3,8,2020,2019,1000000.0,1000000.0,0012e000002ZGfbAAG,1,Business Organization,Health,SME (small to medium enterprise),Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,295,12,2,2016,2016,0.0,0.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,-92,7,10,2016,2016,4363.0,4363.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,-183,4,10,2016,2016,0.0,0.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,-93,7,10,2016,2016,3218.0,3218.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,116,1,9,2017,2016,4700.0,4700.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,138,2,9,2017,2016,4912.0,4912.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,76,5,2,2016,2016,134000.0,134000.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,-268,1,10,2016,2016,8647.0,8647.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,-86,7,10,2016,2016,6177.0,6177.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,-184,4,10,2016,2016,0.0,0.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,116,1,9,2017,2016,14454.0,14454.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,-107,6,10,2016,2016,9350.0,9350.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,33,9,8,2016,2016,12218.0,12218.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,147,2,9,2017,2016,22500.0,22500.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,145,2,9,2017,2016,42300.0,42300.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,-100,7,10,2016,2016,5510.0,5510.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,138,2,9,2017,2016,47900.0,47900.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,-24,9,10,2016,2016,2159.0,2159.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Research Contract,RIC RE&D and BD&I,29,5,4,2018,2018,85060.0,85060.0,0012e000002ZGfbAAG,0,Business Organization,Health,Government: Australia: Local & State,Australia,External,1.0
Closed Lost,Research Contract,RIC RE&D and BD&I,210,3,8,2018,2017,0.0,0.0,0012e000002ZGfbAAG,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Won,Panel,RIC-BD&I,244,2,6,2019,2018,0.0,0.0,0012e000002ZLg7AAG,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Grants,RIC-BD&I,5,2,2,2019,2019,117697.0,117697.0,0012e000002ZGfbAAG,0,Business Organization,Health,Multinational / Other Large Corporate,Australia,External,0.0
Closed Won,Research Contract,RIC RE&D and BD&I,1,12,12,2018,2018,907866.0,907866.0,0012e000002ZmnzAAC,0,Business Organization,Agriculture & Horticulture,RDC (Rural Research and Development Corporations),Australia,External,0.0
Closed Won,Research Contract,RIC-BD&I,80,6,3,2019,2019,45000.0,45000.0,0012e000002ZLgIAAW,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,1.0
Closed Lost,Research Contract,RIC RE&D and BD&I,295,10,12,2018,2017,0.0,0.0,0012e000002ZmnxAAC,0,Business Organization,Agriculture & Horticulture,RDC (Rural Research and Development Corporations),Australia,External,0.0
Closed Won,Research Contract,RIC-BD&I,234,1,6,2020,2019,7221.0,7221.0,0012e000002ZNYOAA4,0,Business Organization,Public Administration,Not for profit,France,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,46,5,4,2018,2018,16500.0,16500.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,54,6,4,2017,2017,428655.0,428655.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,171,12,6,2018,2018,0.0,0.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Lost,Consultancy (Non-research),RIC-BD&I,38,10,9,2019,2019,0.0,0.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,166,1,8,2020,2019,0.0,0.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Won,Consultancy (Non-research),RIC RE&D and BD&I,51,10,9,2016,2016,0.0,0.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,44,11,10,2017,2017,820000.0,820000.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,0.0
Closed Won,Research Contract,RIC RE&D and BD&I,88,4,1,2016,2016,559153.0,559153.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Research Contract,RIC RE&D and BD&I,269,10,1,2016,2016,750000.0,750000.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,179,12,6,2018,2018,0.0,0.0,0012e000002Zmo0AAC,0,Business Organization,Services,Government: Australia: Local & State,Australia,External,1.0
Closed Won,Research Contract,RIC-BD&I,266,10,2,2019,2019,0.0,10000.0,0012e000002ZGfbAAG,0,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),Australia,External,0.0
Closed Lost,Grants,RIC RE&D and BD&I,191,4,9,2020,2019,300000.0,300000.0,0012e000002ZGfbAAG,1,Business Organization,Health,PFRO (Publicly-Funded Research Organisation),Australia,External,0.0
Closed Won,Grants,RIC-BD&I,10,2,2,2019,2019,30000.0,30000.0,0012e000002ZGfbAAG,0,Business Organization,Public Administration,Government: Australia: Local & State,Australia,External,0.0
Closed Lost,Grants,RIC-BD&I,227,9,2,2019,2019,0.0,0.0,0012e000002ZGfbAAG,0,Business Organization,Health,SME (small to medium enterprise),Australia,External,0.0
Closed Lost,Research Contract,RIC-BD&I,157,9,4,2019,2019,0.0,0.0,0012e000002ZGfbAAG,0,Business Organization,Services,SME (small to medium enterprise),Australia,External,0.0
Closed Won,Grants,RIC RE&D and BD&I,300,7,9,2020,2019,200000.0,200000.0,0012e000002ZGfbAAG,1,Business Organization,Health,SME (small to medium enterprise),South Africa,External,0.0
Closed Lost,Grants,RIC-BD&I,227,9,2,2019,2019,0.0,0.0,0012e000002ZGfbAAG,0,Business Organization,Health,SME (small to medium enterprise),Singapore,External,0.0
Closed Won,Research Contract,RIC-BD&I,342,2,2,2020,2019,440908.0,609621.0,0012e000002ZGfbAAG,0,Business Organization,Health,Multinational / Other Large Corporate,Switzerland,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,799,11,9,2018,2016,0.0,0.0,0012e000002ZGfbAAG,0,Business Organization,Health,Multinational / Other Large Corporate,China,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,-186,4,10,2016,2016,2654.0,2654.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,24,11,10,2016,2016,8909.0,8909.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,109,1,9,2017,2016,7500.0,0.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,156,3,9,2018,2017,77586.0,77586.0,0012e000002ZLgIAAW,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,66,5,3,2016,2016,18700.0,18700.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,-165,4,10,2016,2016,8698.0,8698.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,-268,1,10,2016,2016,0.0,0.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,-4,10,10,2016,2016,6515.0,6515.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,76,5,2,2016,2016,182000.0,182000.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,64,7,5,2016,2016,25000.0,25000.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,-100,7,10,2016,2016,3800.0,3800.0,0012e000002ZmOZAA0,0,Business Organization,Services,University,Australia,External,0.0
