StageName,RecordType.Name,RICE_Supported__c,CreatedDate,Actual_Close_Date__c,Lead_Faculty__c,Lead_School__c,Parent_Opportunity__c,RecordType.Name.1,Industry,Industry_Sub_Type__c,Business_Type__c,Is_External__c,ParentId,CreatedYear,CreatedMonth
0,Research Contract,RIC RE&D and BD&I,2017-03-27T22:16:16.000Z,1,0012e000002ZLg7AAG,NotGiven,0,Business Organization,Mining & Refining,Mining & Refining,SME (small to medium enterprise),1,0,2017,3
0,Research Contract,RIC RE&D and BD&I,2016-05-30T21:37:25.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Engineering and Scientific,Multinational / Other Large Corporate,1,1,2016,5
0,Research Contract,RIC RE&D and BD&I,2018-02-15T22:04:27.000Z,1,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Construction & Construction Materials,Construction & Construction Materials,Large Australian Corporate,1,0,2018,2
0,Research Contract,RIC RE&D and BD&I,2016-04-12T21:20:56.000Z,1,0012e000002ZLg7AAG,NotGiven,0,Business Organization,Mining & Refining,Mining & Refining,Multinational / Other Large Corporate,1,1,2016,4
0,Research Contract,RIC RE&D and BD&I,2017-02-22T19:55:45.000Z,1,0012e000002ZLg7AAG,NotGiven,0,Business Organization,Services,Community,Not for profit,1,0,2017,2
0,Research Contract,RIC RE&D and BD&I,2017-02-15T22:25:29.000Z,1,0012e000002ZLg7AAG,NotGiven,0,Business Organization,Defence,Defence,Government: Australia: Federal,1,0,2017,2
0,Research Contract,RIC RE&D and BD&I,2016-01-19T03:35:25.000Z,1,NotGiven,NotGiven,0,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Multinational / Other Large Corporate,1,1,2016,1
0,Consultancy (Non-research),RIC RE&D and BD&I,2016-10-19T10:22:57.000Z,1,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,1,0,2016,10
0,Consultancy (Non-research),RIC-BD&I,2019-05-26T21:31:25.000Z,1,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,1,1,2019,5
0,Research Contract,RIC RE&D and BD&I,2017-07-10T20:48:36.000Z,1,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Manufacturing & R&D,"Automobiles, Heavy Vehicles & Industrial Machinery",SME (small to medium enterprise),1,1,2017,7
0,Research Contract,Not supported,2018-05-15T04:06:19.000Z,1,0012e000002ZLg7AAG,NotGiven,0,Business Organization,Manufacturing & R&D,"Automobiles, Heavy Vehicles & Industrial Machinery",SME (small to medium enterprise),1,0,2018,5
0,Research Contract,RIC RE&D and BD&I,2016-08-01T23:24:26.000Z,1,0012e000002ZLg7AAG,NotGiven,0,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,0,2016,8
0,Consultancy (Non-research),RIC-BD&I,2018-10-09T21:45:45.000Z,1,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Business Organization,Services,Education,University,1,0,2018,10
0,Research Contract,RIC RE&D and BD&I,2016-08-29T20:54:24.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Engineering and Scientific,Not for profit,1,0,2016,8
0,Research Contract,Not supported,2018-05-17T05:44:51.000Z,1,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Business Organization,Energy & Utilities,Energy & Utilities,SME (small to medium enterprise),1,0,2018,5
0,Research Contract,RIC RE&D and BD&I,2016-10-04T20:49:11.000Z,1,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Manufacturing & R&D,"Automobiles, Heavy Vehicles & Industrial Machinery",Multinational / Other Large Corporate,1,0,2016,10
0,Research Contract,RIC RE&D and BD&I,2017-10-18T00:21:46.000Z,1,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Services,Financial & Insurance,SME (small to medium enterprise),1,0,2017,10
0,Internship,RIC RE&D and BD&I,2018-08-22T02:28:58.000Z,1,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Transportation & Logistics,Transportation & Logistics,Large Australian Corporate,1,0,2018,8
0,Research Contract,RIC RE&D and BD&I,2018-09-20T21:27:10.000Z,1,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Transportation & Logistics,Transportation & Logistics,Large Australian Corporate,1,0,2018,9
0,Research Contract,RIC RE&D and BD&I,2017-02-21T23:52:49.000Z,1,0012e000002ZLg7AAG,NotGiven,0,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Multinational / Other Large Corporate,1,0,2017,2
0,Research Contract,RIC RE&D and BD&I,2016-11-23T20:48:09.000Z,1,0012e000002ZLg7AAG,NotGiven,0,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Multinational / Other Large Corporate,1,0,2016,11
0,Research Contract,RIC-BD&I,2018-09-08T10:50:47.000Z,1,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Public Administration,Public Administration,Government: Australia: Local & State,1,1,2018,9
0,Research Contract,RIC-BD&I,2019-02-19T10:41:25.000Z,1,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Large Australian Corporate,1,0,2019,2
0,Research Contract,RIC-BD&I,2018-10-29T07:59:09.000Z,1,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Services,Engineering and Scientific,Government: Australia: Federal,1,0,2018,10
0,Research Contract,RIC-BD&I,2018-12-06T20:23:25.000Z,1,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Construction & Construction Materials,Construction & Construction Materials,Multinational / Other Large Corporate,1,0,2018,12
0,Research Contract,RIC RE&D and BD&I,2016-11-24T21:16:40.000Z,1,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Manufacturing & R&D,"Automobiles, Heavy Vehicles & Industrial Machinery",Multinational / Other Large Corporate,1,0,2016,11
0,Grants,RIC-BD&I,2018-08-27T12:32:12.000Z,1,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Construction & Construction Materials,Construction & Construction Materials,Large Australian Corporate,1,0,2018,8
0,Research Contract,RIC-BD&I,2019-07-18T21:46:23.000Z,1,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Energy & Utilities,Energy & Utilities,SME (small to medium enterprise),1,0,2019,7
0,Research Contract,RIC RE&D and BD&I,2017-02-15T22:12:40.000Z,1,0012e000002ZLg7AAG,NotGiven,0,Business Organization,Defence,Defence,Government: Australia: Federal,1,0,2017,2
0,Research Contract,RIC RE&D and BD&I,2018-09-20T22:01:30.000Z,1,NotGiven,NotGiven,0,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Multinational / Other Large Corporate,1,1,2018,9
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2018-07-26T23:45:23.000Z,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,2018,7
0,Grants,RIC-BD&I,2018-08-27T12:45:23.000Z,1,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,0,2018,8
0,Research Contract,RIC RE&D and BD&I,2018-08-23T01:42:08.000Z,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,2018,8
0,Research Contract,RIC RE&D and BD&I,2016-06-08T20:26:09.000Z,1,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Business Organization,Defence,Defence,Government: Australia: Federal,1,0,2016,6
0,Research Contract,RIC RE&D and BD&I,2018-07-26T00:03:30.000Z,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,2018,7
0,Research Contract,RIC RE&D and BD&I,2017-02-15T19:33:42.000Z,1,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Business Organization,Defence,Defence,Government: Australia: Federal,1,0,2017,2
0,Research Contract,RIC RE&D and BD&I,2018-02-22T04:03:25.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Education,Not for profit,1,0,2018,2
0,Research Contract,RIC RE&D and BD&I,2018-08-15T20:32:37.000Z,1,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Business Organization,Defence,Defence,Government: Australia: Federal,1,0,2018,8
0,Research Contract,Not supported,2018-01-17T03:18:28.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Education,Not for profit,1,0,2018,1
0,Research Contract,RIC RE&D and BD&I,2018-04-30T01:46:34.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Community,Government: Australia: Local & State,1,0,2018,4
0,Research Contract,RIC-BD&I,2018-10-22T03:30:09.000Z,1,0012e000002ZmnxAAC,NotGiven,0,Business Organization,Services,Financial & Insurance,Large Australian Corporate,1,0,2018,10
0,Research Contract,RIC RE&D and BD&I,2018-10-18T00:51:14.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Community,Government: Australia: Local & State,1,0,2018,10
0,Research Contract,RIC RE&D and BD&I,2017-02-07T20:27:03.000Z,1,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,0,2017,2
0,Research Contract,Not supported,2018-01-17T04:32:11.000Z,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Not for profit,1,0,2018,1
0,Research Contract,RIC-BD&I,2018-09-03T04:46:59.000Z,1,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Business Organization,Services,Financial & Insurance,Large Australian Corporate,1,0,2018,9
0,Research Contract,RIC RE&D and BD&I,2018-09-06T23:20:54.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Education,University,1,0,2018,9
0,Research Contract,RIC RE&D and BD&I,2018-10-22T03:43:59.000Z,1,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Business Organization,Services,Financial & Insurance,Large Australian Corporate,1,0,2018,10
0,Research Contract,RIC RE&D and BD&I,2018-07-31T23:51:31.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Environmental,Government: Australia: Federal,1,0,2018,7
0,Research Contract,RIC RE&D and BD&I,2016-05-16T23:07:24.000Z,1,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Business Organization,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,2016,5
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2018-07-09T01:45:02.000Z,1,NotGiven,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: Australia: Federal,1,1,2018,7
0,Research Contract,RIC RE&D and BD&I,2018-05-01T12:24:29.000Z,1,0012e000002ZmnxAAC,NotGiven,0,Business Organization,Services,Financial & Insurance,Large Australian Corporate,1,0,2018,5
0,Research Contract,RIC RE&D and BD&I,2018-07-27T00:00:54.000Z,1,NotGiven,NotGiven,0,Business Organization,Agriculture & Horticulture,Agriculture & Horticulture,Government: Australia: Federal,1,0,2018,7
0,Research Contract,RIC-BD&I,2018-10-22T03:34:20.000Z,1,0012e000002ZmnxAAC,NotGiven,0,Business Organization,Health,Pharmaceuticals,Large Australian Corporate,1,0,2018,10
0,Research Contract,RIC-BD&I,2018-10-22T03:38:17.000Z,1,NotGiven,NotGiven,0,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Large Australian Corporate,1,0,2018,10
0,Research Contract,RIC RE&D and BD&I,2018-04-19T00:25:56.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Community,Government: Australia: Local & State,1,0,2018,4
0,Research Contract,Not supported,2018-03-07T01:13:53.000Z,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,2018,3
0,Research Contract,RIC RE&D and BD&I,2018-10-11T03:48:23.000Z,1,NotGiven,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: Australia: Local & State,1,0,2018,10
0,Research Contract,RIC RE&D and BD&I,2018-09-05T23:45:53.000Z,1,NotGiven,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: Australia: Federal,1,1,2018,9
0,Research Contract,Not supported,2018-02-05T23:20:05.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Community,Government: Australia: Federal,1,0,2018,2
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2018-10-19T00:13:23.000Z,1,NotGiven,NotGiven,0,Business Organization,Construction & Construction Materials,Construction & Construction Materials,Government: International,1,0,2018,10
0,Research Contract,RIC RE&D and BD&I,2018-07-09T02:11:11.000Z,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Not for profit,1,0,2018,7
0,Research Contract,RIC-BD&I,2018-12-11T00:02:18.000Z,1,0012e000002Zmo0AAC,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: Australia: Local & State,1,1,2018,12
0,Research Contract,Not supported,2017-12-14T00:04:20.000Z,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Not for profit,1,0,2017,12
0,Research Contract,Not supported,2018-01-18T23:17:47.000Z,1,NotGiven,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: Australia: Federal,1,1,2018,1
0,Research Contract,RIC RE&D and BD&I,2018-08-08T02:17:28.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Education,Government: Australia: Local & State,1,0,2018,8
0,Research Contract,RIC RE&D and BD&I,2018-09-19T00:17:14.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Engineering and Scientific,Government: Australia: Federal,1,0,2018,9
0,Research Contract,RIC RE&D and BD&I,2018-09-12T23:53:06.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Education,Government: Australia: Local & State,1,0,2018,9
0,Research Contract,Not supported,2017-12-14T00:16:46.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Education,Government: Australia: Local & State,1,0,2017,12
0,Research Contract,Not supported,2018-03-07T01:24:26.000Z,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,2018,3
0,Research Contract,RIC RE&D and BD&I,2018-08-02T06:38:47.000Z,1,NotGiven,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: International,1,0,2018,8
0,Research Contract,RIC RE&D and BD&I,2018-07-11T04:45:15.000Z,1,NotGiven,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: International,1,0,2018,7
0,Research Contract,Not supported,2018-04-16T01:10:27.000Z,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2018,4
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2018-10-21T22:56:43.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Business & Professional,Government: Australia: Local & State,1,0,2018,10
0,Research Contract,Not supported,2018-04-09T05:19:03.000Z,1,NotGiven,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: Australia: Federal,1,0,2018,4
0,Research Contract,RIC RE&D and BD&I,2018-08-03T02:20:35.000Z,1,NotGiven,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: Australia: Local & State,1,0,2018,8
0,Research Contract,RIC RE&D and BD&I,2018-08-02T06:00:08.000Z,1,NotGiven,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: International,1,0,2018,8
0,Research Contract,RIC RE&D and BD&I,2018-07-30T02:14:02.000Z,1,NotGiven,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: International,1,0,2018,7
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2018-08-02T04:28:30.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Environmental,Government: International,1,0,2018,8
0,Research Contract,RIC RE&D and BD&I,2018-07-17T01:23:51.000Z,1,NotGiven,NotGiven,0,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Government: Australia: Federal,1,0,2018,7
0,Research Contract,Not supported,2017-12-14T00:33:35.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Environmental,Government: International,1,0,2017,12
0,Research Contract,RIC RE&D and BD&I,2018-04-23T00:43:17.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Community,Not for profit,1,0,2018,4
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2018-10-21T22:39:03.000Z,1,NotGiven,NotGiven,0,Business Organization,Defence,Defence,Government: Australia: Federal,1,0,2018,10
0,Research Contract,RIC RE&D and BD&I,2018-08-23T00:15:31.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Education,University,1,0,2018,8
0,Research Contract,Not supported,2018-03-04T23:04:08.000Z,1,NotGiven,NotGiven,0,Business Organization,Defence,Defence,Government: Australia: Federal,1,0,2018,3
0,Research Contract,RIC RE&D and BD&I,2018-07-09T04:02:48.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Business & Professional,Government: Australia: Local & State,1,0,2018,7
0,Research Contract,Not supported,2018-01-18T00:45:16.000Z,1,NotGiven,NotGiven,0,Business Organization,Defence,Defence,Government: Australia: Federal,1,0,2018,1
0,Research Contract,RIC RE&D and BD&I,2018-05-15T06:35:05.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Business & Professional,Government: Australia: Local & State,1,0,2018,5
0,Research Contract,Not supported,2018-03-06T23:09:28.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Environmental,Government: Australia: Local & State,1,0,2018,3
0,Research Contract,RIC RE&D and BD&I,2018-05-08T06:41:15.000Z,1,NotGiven,NotGiven,0,Business Organization,Energy & Utilities,Energy & Utilities,Government: Australia: Local & State,1,0,2018,5
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2018-10-03T01:29:25.000Z,1,0012e000002ZGfbAAG,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: International,1,1,2018,10
0,Research Contract,RIC RE&D and BD&I,2018-04-19T00:50:40.000Z,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2018,4
0,Research Contract,Not supported,2018-01-18T04:12:53.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Community,Not for profit,1,0,2018,1
0,Research Contract,RIC RE&D and BD&I,2018-05-03T00:01:40.000Z,1,NotGiven,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: Australia: Local & State,1,1,2018,5
0,Research Contract,RIC RE&D and BD&I,2018-08-03T00:01:43.000Z,1,NotGiven,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: Australia: Federal,1,1,2018,8
0,Research Contract,Not supported,2018-01-19T04:01:42.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Community,Government: Australia: Local & State,1,0,2018,1
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2018-07-25T01:12:54.000Z,1,NotGiven,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: Australia: Federal,1,1,2018,7
0,Research Contract,Not supported,2018-03-26T04:40:22.000Z,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,2018,3
0,Research Contract,RIC RE&D and BD&I,2018-07-09T23:59:42.000Z,1,NotGiven,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: Australia: Federal,1,1,2018,7
0,Research Contract,Not supported,2018-02-13T04:33:54.000Z,1,NotGiven,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: Australia: Local & State,1,0,2018,2
0,Research Contract,Not supported,2018-03-25T23:49:52.000Z,1,NotGiven,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: International,1,0,2018,3
0,Research Contract,RIC RE&D and BD&I,2018-08-07T23:39:52.000Z,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Not for profit,1,0,2018,8
0,Research Contract,Not supported,2018-04-05T01:32:26.000Z,1,NotGiven,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: Australia: Local & State,1,0,2018,4
0,Research Contract,RIC RE&D and BD&I,2018-10-04T23:29:41.000Z,1,NotGiven,NotGiven,0,Business Organization,Agriculture & Horticulture,Agriculture & Horticulture,Government: Australia: Federal,1,0,2018,10
0,Research Contract,RIC RE&D and BD&I,2018-08-22T00:19:39.000Z,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2018,8
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2018-07-12T23:35:24.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Community,Not for profit,1,0,2018,7
0,Research Contract,RIC RE&D and BD&I,2018-09-05T04:53:26.000Z,1,NotGiven,NotGiven,0,Business Organization,Transportation & Logistics,Transportation & Logistics,Government: Australia: Local & State,1,0,2018,9
0,Research Contract,Not supported,2017-12-13T23:47:09.000Z,1,NotGiven,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: Australia: Local & State,1,0,2017,12
0,Research Contract,RIC RE&D and BD&I,2018-09-13T01:33:07.000Z,1,NotGiven,NotGiven,0,Business Organization,Transportation & Logistics,Transportation & Logistics,Government: Australia: Local & State,1,0,2018,9
0,Research Contract,RIC RE&D and BD&I,2018-09-14T01:54:03.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Community,Government: Australia: Local & State,1,0,2018,9
0,Consultancy (Non-research),RIC RE&D and BD&I,2018-07-05T01:17:23.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Community,Government: Australia: Local & State,1,0,2018,7
0,Research Contract,Not supported,2018-02-01T00:11:55.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,"Retail, Travel, Hospitality & Leisure",Government: Australia: Federal,1,0,2018,2
0,Research Contract,RIC RE&D and BD&I,2018-11-27T03:35:16.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Entertainment & Creative Industries,Government: Australia: Local & State,1,0,2018,11
0,Research Contract,RIC RE&D and BD&I,2018-08-02T05:35:52.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Community,Government: Australia: Local & State,1,0,2018,8
0,Research Contract,RIC RE&D and BD&I,2018-05-04T03:24:39.000Z,1,0012e000002ZLgIAAW,NotGiven,0,Business Organization,Services,Education,University,1,0,2018,5
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-10-11T01:32:30.000Z,1,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Business Organization,Services,Education,University,1,0,2016,10
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-09-22T02:11:20.000Z,1,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Business Organization,Services,Education,University,1,0,2016,9
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-09-22T02:12:56.000Z,1,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Business Organization,Services,Education,University,1,0,2016,9
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-10-11T01:32:29.000Z,1,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Business Organization,Services,Education,University,1,0,2016,10
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-10-11T01:32:29.000Z,1,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Business Organization,Services,Education,University,1,0,2016,10
0,Consultancy (Non-research),RIC RE&D and BD&I,2017-09-26T01:09:56.000Z,1,0012e000002ZGfbAAG,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,2017,9
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017-01-09T03:39:51.000Z,1,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Business Organization,Services,Education,University,1,0,2017,1
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-09-22T03:25:18.000Z,1,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Business Organization,Services,Education,University,1,0,2016,9
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-10-11T01:32:28.000Z,1,0012e000002ZmOZAA0,0012e000002Z51eAAC,0,Business Organization,Services,Education,University,1,0,2016,10
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-10-11T01:32:25.000Z,1,0012e000002ZmOZAA0,0012e000002Z51eAAC,0,Business Organization,Services,Education,University,1,0,2016,10
0,Co-Location,RIC-RE&D,2019-07-03T06:45:46.000Z,1,NotGiven,NotGiven,0,Business Organization,Services,Business & Professional,Not for profit,1,0,2019,7
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-10-11T01:32:25.000Z,1,0012e000002ZmOZAA0,0012e000002Z51eAAC,0,Business Organization,Services,Education,University,1,0,2016,10
0,Co-Location,RIC-RE&D,2019-10-03T21:15:00.000Z,1,NotGiven,NotGiven,0,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Multinational / Other Large Corporate,1,0,2019,10
0,Research Contract,Not supported,2018-03-02T04:36:55.000Z,1,0012e000002ZLgIAAW,NotGiven,0,Business Organization,Public Administration,Public Administration,Government: Australia: Federal,1,1,2018,3
0,Co-Location,RIC-RE&D,2019-09-05T10:02:11.000Z,1,NotGiven,NotGiven,0,Business Organization,Health,Medical Devices,Multinational / Other Large Corporate,1,0,2019,9
0,Co-Location,RIC-RE&D,2019-07-03T01:50:01.000Z,1,NotGiven,NotGiven,0,Business Organization,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Not for profit,1,0,2019,7
0,Custom Education (MSPACE Included),RIC-BD&I,2019-10-07T07:58:18.000Z,1,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Business Organization,Health,Biotechnology (non-Pharma),Multinational / Other Large Corporate,1,0,2019,10
0,Custom Education (MSPACE Included),RIC-BD&I,2019-10-30T00:37:22.000Z,1,0012e000002ZLgJAAW,0012e000002YoYUAA0,0,Business Organization,Public Administration,Public Administration,Government: International,1,0,2019,10
0,Custom Education (MSPACE Included),Not supported,2019-08-09T03:51:17.000Z,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2019,8
0,Research Contract,RIC RE&D and BD&I,2017-09-27T01:21:56.000Z,1,0012e000002ZLgIAAW,NotGiven,0,Business Organization,Services,Financial & Insurance,Large Australian Corporate,1,0,2017,9
0,Custom Education (MSPACE Included),RIC-BD&I,2019-10-29T03:31:07.000Z,1,0012e000002ZLgJAAW,0012e000002YlhnAAC,0,Business Organization,Services,Financial & Insurance,Large Australian Corporate,1,1,2019,10
0,Research Contract,Not supported,2019-02-01T08:19:26.000Z,1,0012e000002ZLgIAAW,NotGiven,0,Business Organization,Services,Education,University,1,0,2019,2
0,Research Contract,RIC RE&D and BD&I,2017-08-17T06:45:48.000Z,1,0012e000002ZLgIAAW,NotGiven,0,Business Organization,Construction & Construction Materials,Construction & Construction Materials,Multinational / Other Large Corporate,1,0,2017,8
0,Grants,RIC RE&D and BD&I,2017-10-25T09:44:03.000Z,1,0012e000002ZLgIAAW,NotGiven,1,Business Organization,Public Administration,Public Administration,Government: Australia: Federal,1,1,2017,10
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016-10-11T01:32:25.000Z,1,0012e000002ZmOZAA0,0012e000002Z51eAAC,0,Business Organization,Services,Education,University,1,0,2016,10
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017-11-09T05:04:16.000Z,1,0012e000002ZLgIAAW,NotGiven,0,Business Organization,Construction & Construction Materials,Construction & Construction Materials,Government: International,1,0,2017,11
0,Research Contract,Not supported,2019-05-15T05:05:45.000Z,1,0012e000002ZLgIAAW,NotGiven,0,Business Organization,Transportation & Logistics,Transportation & Logistics,SME (small to medium enterprise),1,0,2019,5
0,Consultancy (Non-research),RIC RE&D and BD&I,2017-08-07T01:46:55.000Z,1,0012e000002ZLgIAAW,NotGiven,0,Business Organization,Services,Community,Government: Australia: Local & State,1,1,2017,8
