outcome,Opptype,Supppoted,days_diff,closeDate_month,createDate_month,closeDate_year,createDate_year,act_amt,act_proj,lead_faculty,f_parent_opp,RN,f_won_before,Industry,BusinessType,Internal_External,f_Australia,f_parent,faculty_opptype,opptype_business
1,Research Contract,RIC RE&D and BD&I,199,2,7,2018,2017,325844,325844,0012e000002ZLg7AAG,0,2,1,Services,Large Australian Corporate,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractLarge Australian Corporate
1,Research Contract,RIC-BD&I,471,4,1,2020,2019,175000,400000,0012e000002ZLg7AAG,0,3,1,Construction & Construction Materials,Large Australian Corporate,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractLarge Australian Corporate
1,Grants,RIC-BD&I,76,6,4,2019,2019,644150,644150,0012e000002ZLg7AAG,0,21,1,Public Administration,Government: Australia: Federal,External,1,1,Grants0012e000002ZLg7AAG,GrantsGovernment: Australia: Federal
1,Technology Transfer,RIC-BD&I,624,1,5,2020,2018,0.01,0.01,0012e000002ZLg7AAG,0,3,0,Services,University,External,1,0,Technology Transfer0012e000002ZLg7AAG,Technology TransferUniversity
1,Grants,RIC RE&D and BD&I,403,9,8,2017,2016,1.00E+07,1.30E+08,0012e000002ZLg7AAG,0,1,0,Manufacturing & R&D,CRC (Co-operative Research Centre),External,1,0,Grants0012e000002ZLg7AAG,GrantsCRC (Co-operative Research Centre)
0,Research Contract,RIC RE&D and BD&I,174,8,2,2016,2016,0,0,0012e000002ZmnzAAC,0,0,0,Agriculture & Horticulture,SME (small to medium enterprise),External,1,0,Research Contract0012e000002ZmnzAAC,Research ContractSME (small to medium enterprise)
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,225,8,12,2016,2015,0,0,0012e000002ZmnzAAC,0,0,0,Agriculture & Horticulture,SME (small to medium enterprise),External,1,0,Custom Education (MSPACE Included)0012e000002ZmnzAAC,Custom Education (MSPACE Included)SME (small to medium enterprise)
1,Technology Transfer,RIC RE&D and BD&I,3,3,2,2017,2017,14850,16000,0012e000002ZmnzAAC,0,0,0,Agriculture & Horticulture,SME (small to medium enterprise),External,1,0,Technology Transfer0012e000002ZmnzAAC,Technology TransferSME (small to medium enterprise)
1,Research Contract,RIC RE&D and BD&I,25,9,8,2017,2017,0,0,0012e000002ZGfbAAG,0,0,0,Health,Government: Australia: Federal,External,1,0,Research Contract0012e000002ZGfbAAG,Research ContractGovernment: Australia: Federal
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,120,8,4,2016,2016,0,0,0012e000002ZmnzAAC,0,0,0,Agriculture & Horticulture,SME (small to medium enterprise),External,1,0,Custom Education (MSPACE Included)0012e000002ZmnzAAC,Custom Education (MSPACE Included)SME (small to medium enterprise)
0,Research Contract,RIC RE&D and BD&I,181,8,2,2016,2016,0,0,0012e000002ZmnzAAC,0,0,0,Agriculture & Horticulture,SME (small to medium enterprise),External,1,0,Research Contract0012e000002ZmnzAAC,Research ContractSME (small to medium enterprise)
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,574,7,12,2017,2015,95940,95940,0012e000002ZmnzAAC,0,9,1,Services,University,External,1,0,Custom Education (MSPACE Included)0012e000002ZmnzAAC,Custom Education (MSPACE Included)University
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,580,7,12,2017,2015,208000,208000,0012e000002ZmnzAAC,0,5,1,Services,University,External,1,0,Custom Education (MSPACE Included)0012e000002ZmnzAAC,Custom Education (MSPACE Included)University
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,580,7,12,2017,2015,184000,184000,0012e000002ZmnzAAC,0,6,1,Services,University,External,1,0,Custom Education (MSPACE Included)0012e000002ZmnzAAC,Custom Education (MSPACE Included)University
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,162,8,2,2016,2016,0,0,0012e000002ZmnzAAC,0,15,1,Services,University,External,1,0,Custom Education (MSPACE Included)0012e000002ZmnzAAC,Custom Education (MSPACE Included)University
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,442,3,12,2017,2015,234300,234300,0012e000002ZmnzAAC,0,8,1,Services,University,External,1,0,Custom Education (MSPACE Included)0012e000002ZmnzAAC,Custom Education (MSPACE Included)University
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0,12,12,2016,2016,20563.64,20563.64,0012e000002ZmnzAAC,0,160,1,Services,University,External,1,0,Custom Education (MSPACE Included)0012e000002ZmnzAAC,Custom Education (MSPACE Included)University
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0,12,12,2016,2016,33590.9,33590.9,0012e000002ZmnzAAC,0,161,1,Services,University,External,1,0,Custom Education (MSPACE Included)0012e000002ZmnzAAC,Custom Education (MSPACE Included)University
1,Grants,RIC-BD&I,365,5,5,2020,2019,3527672,3527672,0012e000002ZGfbAAG,1,46,1,Public Administration,Government: Australia: Federal,External,1,1,Grants0012e000002ZGfbAAG,GrantsGovernment: Australia: Federal
0,Grants,Not supported,69,8,5,2019,2019,0,0,0012e000002Zt1RAAS,0,11,1,Services,University,External,1,0,Grants0012e000002Zt1RAAS,GrantsUniversity
0,Grants,Not supported,72,8,5,2019,2019,0,0,0012e000002Zt1RAAS,0,12,1,Services,University,External,1,0,Grants0012e000002Zt1RAAS,GrantsUniversity
0,Grants,Not supported,55,6,4,2019,2019,0,0,0012e000002Zt1RAAS,0,10,1,Services,University,External,1,0,Grants0012e000002Zt1RAAS,GrantsUniversity
0,Grants,RIC-RE&D,322,5,6,2020,2019,497993,497993,0012e000002Zt1RAAS,1,44,1,Public Administration,Government: Australia: Federal,External,1,1,Grants0012e000002Zt1RAAS,GrantsGovernment: Australia: Federal
0,Research Contract,RIC-BD&I,94,2,11,2019,2018,0,0,0012e000002Zt1RAAS,0,3,1,Services,University,External,1,0,Research Contract0012e000002Zt1RAAS,Research ContractUniversity
0,Grants,Not supported,28,4,3,2019,2019,0,0,0012e000002Zt1RAAS,0,5,1,Services,University,External,1,0,Grants0012e000002Zt1RAAS,GrantsUniversity
0,Custom Education (MSPACE Included),RIC-BD&I,245,2,6,2019,2018,0,0,0012e000002Zt1RAAS,0,1,0,Public Administration,Government: International,External,0,0,Custom Education (MSPACE Included)0012e000002Zt1RAAS,Custom Education (MSPACE Included)Government: International
1,Research Contract,RIC-BD&I,3,8,7,2019,2019,26286,26286,0012e000002Zt1RAAS,0,1,0,Services,Multinational / Other Large Corporate,External,0,0,Research Contract0012e000002Zt1RAAS,Research ContractMultinational / Other Large Corporate
1,Custom Education (MSPACE Included),Not supported,0,12,12,2018,2018,19200,19200,0012e000002Zt1RAAS,0,3,1,Public Administration,Government: International,External,0,0,Custom Education (MSPACE Included)0012e000002Zt1RAAS,Custom Education (MSPACE Included)Government: International
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,11,4,3,2018,2018,20000,20000,0012e000002Zt1RAAS,0,1,0,Public Administration,Government: International,External,0,0,Custom Education (MSPACE Included)0012e000002Zt1RAAS,Custom Education (MSPACE Included)Government: International
1,Consultancy (Non-research),RIC-BD&I,29,7,6,2019,2019,22609,22609,0012e000002Zt1RAAS,0,5,0,Services,Government: Australia: Federal,External,1,0,Consultancy (Non-research)0012e000002Zt1RAAS,Consultancy (Non-research)Government: Australia: Federal
0,Consultancy (Non-research),RIC RE&D and BD&I,0,10,10,2018,2018,0,0,0012e000002Zt1RAAS,0,21,1,Public Administration,Government: Australia: Local & State,External,1,1,Consultancy (Non-research)0012e000002Zt1RAAS,Consultancy (Non-research)Government: Australia: Local & State
0,Consultancy (Non-research),RIC RE&D and BD&I,0,10,10,2018,2018,0,0,0012e000002Zt1RAAS,0,22,1,Public Administration,Government: Australia: Local & State,External,1,1,Consultancy (Non-research)0012e000002Zt1RAAS,Consultancy (Non-research)Government: Australia: Local & State
0,Panel,RIC RE&D and BD&I,754,12,11,2018,2016,0,0,0012e000002Zt1RAAS,0,1,0,Services,Government: Australia: Federal,External,1,0,Panel0012e000002Zt1RAAS,PanelGovernment: Australia: Federal
1,Grants,Not supported,0,8,8,2019,2019,13524,13524,0012e000002Zt1RAAS,0,1,0,Public Administration,Government: International,External,0,0,Grants0012e000002Zt1RAAS,GrantsGovernment: International
0,Grants,Not supported,105,7,3,2019,2019,0,0,0012e000002Zt1RAAS,0,1,0,Services,Government: International,External,0,0,Grants0012e000002Zt1RAAS,GrantsGovernment: International
1,Research Contract,RIC RE&D and BD&I,0,9,9,2018,2018,20000,20000,0012e000002ZLg7AAG,0,4,1,Mining & Refining,SME (small to medium enterprise),External,0,0,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
1,Research Contract,RIC RE&D and BD&I,1,12,12,2018,2018,110000,110000,0012e000002ZLg7AAG,0,5,1,Mining & Refining,SME (small to medium enterprise),External,0,0,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
1,Research Contract,RIC RE&D and BD&I,27,5,4,2018,2018,99000,99000,0012e000002ZLg7AAG,0,1,0,Manufacturing & R&D,SME (small to medium enterprise),External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
0,Research Contract,RIC-BD&I,545,2,8,2020,2018,60000,60000,0012e000002ZLg7AAG,0,2,1,Mining & Refining,SME (small to medium enterprise),External,0,0,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
0,Research Contract,RIC-BD&I,374,5,5,2019,2018,0,0,0012e000002ZLg7AAG,0,1,0,Mining Equipment and Technology Services,SME (small to medium enterprise),External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
0,Research Contract,RIC RE&D and BD&I,0,12,12,2018,2018,0,0,0012e000002ZLg7AAG,0,1,0,Agriculture & Horticulture,SME (small to medium enterprise),External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
1,Grants,RIC-BD&I,410,6,5,2019,2018,579000,4599554,0012e000002ZLg7AAG,0,17,1,Energy & Utilities,Government: Australia: Federal,External,1,1,Grants0012e000002ZLg7AAG,GrantsGovernment: Australia: Federal
1,Research Contract,RIC RE&D and BD&I,119,8,4,2018,2018,40000,40000,0012e000002ZLg7AAG,0,7,1,Energy & Utilities,SME (small to medium enterprise),External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
0,Research Contract,RIC RE&D and BD&I,33,12,11,2018,2018,0,0,0012e000002ZLg7AAG,0,2,0,Services,Large Australian Corporate,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractLarge Australian Corporate
1,Research Contract,RIC-BD&I,292,3,5,2020,2019,2300000,8000000,0012e000002ZLg7AAG,0,2,0,Defence,Multinational / Other Large Corporate,External,1,1,Research Contract0012e000002ZLg7AAG,Research ContractMultinational / Other Large Corporate
1,Philanthropic,RIC RE&D and BD&I,119,12,8,2016,2016,135000,135000,0012e000002ZGfbAAG,0,1,0,Health,Multinational / Other Large Corporate,External,0,0,Philanthropic0012e000002ZGfbAAG,PhilanthropicMultinational / Other Large Corporate
1,Research Contract,RIC RE&D and BD&I,28,6,5,2018,2018,128000,2179000,0012e000002ZLg7AAG,0,2,0,Defence,SME (small to medium enterprise),External,1,1,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
1,Philanthropic,RIC RE&D and BD&I,186,9,3,2018,2018,363000,760000,0012e000002ZGfbAAG,0,2,1,Health,Multinational / Other Large Corporate,External,0,0,Philanthropic0012e000002ZGfbAAG,PhilanthropicMultinational / Other Large Corporate
1,Research Contract,RIC RE&D and BD&I,547,7,1,2018,2017,1040157.2,1040157.2,0012e000002ZGfbAAG,0,8,0,Health,Government: Australia: Federal,External,1,0,Research Contract0012e000002ZGfbAAG,Research ContractGovernment: Australia: Federal
1,Research Contract,RIC RE&D and BD&I,23,11,10,2017,2017,430000,430000,0012e000002ZLg7AAG,0,1,0,Energy & Utilities,SME (small to medium enterprise),External,0,0,Research Contract0012e000002ZLg7AAG,Research ContractSME (small to medium enterprise)
1,Consultancy (Non-research),RIC RE&D and BD&I,105,3,11,2016,2015,135500,135500,0012e000002ZLg7AAG,0,1,0,Manufacturing & R&D,Multinational / Other Large Corporate,External,0,0,Consultancy (Non-research)0012e000002ZLg7AAG,Consultancy (Non-research)Multinational / Other Large Corporate
1,Research Contract,RIC RE&D and BD&I,59,9,7,2017,2017,141720,141720,0012e000002ZLg7AAG,0,3,1,Manufacturing & R&D,Multinational / Other Large Corporate,External,0,0,Research Contract0012e000002ZLg7AAG,Research ContractMultinational / Other Large Corporate
1,Research Contract,RIC RE&D and BD&I,92,9,6,2018,2018,304093,304093,0012e000002ZLg7AAG,0,4,1,Manufacturing & R&D,Multinational / Other Large Corporate,External,0,0,Research Contract0012e000002ZLg7AAG,Research ContractMultinational / Other Large Corporate
1,Research Contract,RIC RE&D and BD&I,0,5,5,2016,2016,0,0,0012e000002ZLg7AAG,0,1,0,Construction & Construction Materials,Multinational / Other Large Corporate,External,1,1,Research Contract0012e000002ZLg7AAG,Research ContractMultinational / Other Large Corporate
0,Consultancy (Non-research),RIC RE&D and BD&I,103,8,4,2016,2016,0,0,0012e000002ZmnzAAC,0,1,0,Services,University,External,1,0,Consultancy (Non-research)0012e000002ZmnzAAC,Consultancy (Non-research)University
1,Sponsorship,RIC RE&D and BD&I,0,5,5,2017,2017,13256,13256,0012e000002ZmnzAAC,0,3,0,Health,Multinational / Other Large Corporate,External,0,0,Sponsorship0012e000002ZmnzAAC,SponsorshipMultinational / Other Large Corporate
1,Consultancy (Non-research),RIC-BD&I,53,12,10,2019,2019,23407.02,23407.02,0012e000002ZGfbAAG,0,1,0,Health,SME (small to medium enterprise),External,1,0,Consultancy (Non-research)0012e000002ZGfbAAG,Consultancy (Non-research)SME (small to medium enterprise)
1,Research Contract,RIC-BD&I,588,4,9,2019,2017,54558,54558,0012e000002ZmnzAAC,0,4,0,Health,Multinational / Other Large Corporate,External,0,0,Research Contract0012e000002ZmnzAAC,Research ContractMultinational / Other Large Corporate
0,Research Contract,RIC RE&D and BD&I,176,8,2,2016,2016,0,0,0012e000002ZmnzAAC,0,1,0,Energy & Utilities,Multinational / Other Large Corporate,External,0,0,Research Contract0012e000002ZmnzAAC,Research ContractMultinational / Other Large Corporate
0,Research Contract,RIC RE&D and BD&I,97,8,4,2016,2016,0,0,0012e000002ZmnzAAC,0,1,0,Health,Multinational / Other Large Corporate,External,0,0,Research Contract0012e000002ZmnzAAC,Research ContractMultinational / Other Large Corporate
1,Philanthropic,RIC RE&D and BD&I,0,8,8,2018,2018,0,0,0012e000002ZmnzAAC,0,1,0,Services,Government: Australia: Local & State,External,1,0,Philanthropic0012e000002ZmnzAAC,PhilanthropicGovernment: Australia: Local & State
0,Consultancy (Non-research),RIC RE&D and BD&I,698,5,6,2018,2016,0,0,0012e000002ZGfbAAG,0,1,0,Health,SME (small to medium enterprise),External,1,0,Consultancy (Non-research)0012e000002ZGfbAAG,Consultancy (Non-research)SME (small to medium enterprise)
1,Research Contract,RIC RE&D and BD&I,1,3,3,2018,2018,125000,125000,0012e000002ZGfbAAG,0,2,0,Health,Government: Australia: Local & State,External,1,0,Research Contract0012e000002ZGfbAAG,Research ContractGovernment: Australia: Local & State
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,351,2,3,2018,2017,0,0,0012e000002ZmnzAAC,0,2,0,Agriculture & Horticulture,PFRO (Publicly-Funded Research Organisation),External,1,0,Custom Education (MSPACE Included)0012e000002ZmnzAAC,Custom Education (MSPACE Included)PFRO (Publicly-Funded Research Organisation)
1,Panel,RIC-BD&I,260,7,10,2019,2018,1.46E+07,1.46E+07,0012e000002ZGfbAAG,0,56,1,Health,Government: Australia: Local & State,External,1,0,Panel0012e000002ZGfbAAG,PanelGovernment: Australia: Local & State
1,Panel,RIC RE&D and BD&I,18,8,7,2018,2018,212030,212030,0012e000002ZGfbAAG,0,21,1,Health,Government: Australia: Federal,External,1,0,Panel0012e000002ZGfbAAG,PanelGovernment: Australia: Federal
1,Research Contract,RIC RE&D and BD&I,0,2,2,2018,2018,6712,6712,0012e000002ZmnzAAC,0,1,0,Manufacturing & R&D,Large Australian Corporate,External,1,0,Research Contract0012e000002ZmnzAAC,Research ContractLarge Australian Corporate
0,Research Contract,RIC RE&D and BD&I,40,8,6,2016,2016,0,0,0012e000002ZmnzAAC,0,1,0,Services,Large Australian Corporate,External,1,0,Research Contract0012e000002ZmnzAAC,Research ContractLarge Australian Corporate
0,Custom Education (MSPACE Included),RIC-BD&I,1137,2,1,2019,2016,0,0,0012e000002Zt1RAAS,0,1,0,Energy & Utilities,Multinational / Other Large Corporate,External,0,0,Custom Education (MSPACE Included)0012e000002Zt1RAAS,Custom Education (MSPACE Included)Multinational / Other Large Corporate
0,Custom Education (MSPACE Included),RIC-BD&I,41,7,5,2019,2019,0,0,0012e000002Zt1RAAS,0,4,0,Public Administration,Government: Australia: Federal,External,1,0,Custom Education (MSPACE Included)0012e000002Zt1RAAS,Custom Education (MSPACE Included)Government: Australia: Federal
1,Custom Education (MSPACE Included),RIC-BD&I,61,3,1,2019,2019,288640,288640,0012e000002Zt1RAAS,0,1,0,Public Administration,Government: Australia: Local & State,External,1,0,Custom Education (MSPACE Included)0012e000002Zt1RAAS,Custom Education (MSPACE Included)Government: Australia: Local & State
0,Research Contract,RIC-BD&I,2,5,5,2019,2019,0,0,0012e000002Zt1RAAS,0,3,0,Defence,Government: Australia: Federal,External,1,0,Research Contract0012e000002Zt1RAAS,Research ContractGovernment: Australia: Federal
0,Research Contract,RIC-BD&I,39,4,3,2019,2019,0,0,0012e000002Zt1RAAS,0,7,1,Mining & Refining,Large Australian Corporate,External,1,0,Research Contract0012e000002Zt1RAAS,Research ContractLarge Australian Corporate
1,Research Contract,RIC RE&D and BD&I,67,12,10,2016,2016,4990,4990,0012e000002Zt1RAAS,0,1,0,Services,Government: International,External,0,0,Research Contract0012e000002Zt1RAAS,Research ContractGovernment: International
1,Custom Education (MSPACE Included),RIC-BD&I,202,4,9,2019,2018,1013057,1013057,0012e000002ZLgJAAW,0,1,0,Public Administration,Government: International,External,0,0,Custom Education (MSPACE Included)0012e000002ZLgJAAW,Custom Education (MSPACE Included)Government: International
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,270,4,8,2018,2017,0,0,0012e000002ZNYOAA4,0,1,0,Services,Government: International,External,0,0,Custom Education (MSPACE Included)0012e000002ZNYOAA4,Custom Education (MSPACE Included)Government: International
0,Grants,Not supported,15,5,5,2019,2019,0,0,0012e000002Zt1RAAS,0,1,0,Services,Not for profit,External,1,0,Grants0012e000002Zt1RAAS,GrantsNot for profit
1,Research Contract,RIC-BD&I,-1,9,10,2019,2019,5000,5000,0012e000002Zt1RAAS,0,1,0,Services,Not for profit,External,1,0,Research Contract0012e000002Zt1RAAS,Research ContractNot for profit
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,111,8,4,2018,2018,0,0,0012e000002Zt1RAAS,0,1,0,Public Administration,Government: Australia: Local & State,External,1,0,Custom Education (MSPACE Included)0012e000002Zt1RAAS,Custom Education (MSPACE Included)Government: Australia: Local & State
0,Grants,RIC-RE&D,0,1,1,2020,2020,3000000,0,0012e000002ZGfbAAG,1,165,1,Health,Government: Australia: Federal,External,1,0,Grants0012e000002ZGfbAAG,GrantsGovernment: Australia: Federal
1,Custom Education (MSPACE Included),RIC-BD&I,23,3,2,2020,2020,45000,45000,0012e000002Zmo0AAC,0,26,1,Services,Government: Australia: Local & State,External,1,0,Custom Education (MSPACE Included)0012e000002Zmo0AAC,Custom Education (MSPACE Included)Government: Australia: Local & State
0,Research Contract,RIC-BD&I,113,6,2,2020,2020,500000,500000,0012e000002ZLgJAAW,0,1,0,Services,Multinational / Other Large Corporate,External,1,1,Research Contract0012e000002ZLgJAAW,Research ContractMultinational / Other Large Corporate
0,Grants,RIC-BD&I,138,7,2,2020,2020,1200000,2028000,0012e000002ZmnxAAC,1,2,1,Mining Equipment and Technology Services,SME (small to medium enterprise),External,1,0,Grants0012e000002ZmnxAAC,GrantsSME (small to medium enterprise)
0,Sponsorship,RIC-BD&I,96,6,2,2020,2020,30000,30000,0012e000002ZLgJAAW,0,7,1,Agriculture & Horticulture,Multinational / Other Large Corporate,External,1,0,Sponsorship0012e000002ZLgJAAW,SponsorshipMultinational / Other Large Corporate
1,Research Contract,RIC-BD&I,32,3,2,2020,2020,67322,67322,0012e000002ZLg7AAG,0,234,1,Defence,Government: Australia: Federal,External,1,0,Research Contract0012e000002ZLg7AAG,Research ContractGovernment: Australia: Federal
0,Technology Transfer,RIC-BD&I,75,5,2,2020,2020,0,0,0012e000002ZmnxAAC,0,1,0,Materials: Chemicals & Industrial Metals,Multinational / Other Large Corporate,External,0,0,Technology Transfer0012e000002ZmnxAAC,Technology TransferMultinational / Other Large Corporate
1,Research Contract,RIC-BD&I,30,4,3,2020,2020,406081,406081,0012e000002ZGfbAAG,1,57,1,Health,Government: Australia: Federal,External,1,0,Research Contract0012e000002ZGfbAAG,Research ContractGovernment: Australia: Federal
0,Consultancy (Non-research),RIC-BD&I,259,7,11,2020,2019,0,0,0012e000002ZLg7AAG,0,1,0,Energy & Utilities,Multinational / Other Large Corporate,External,0,0,Consultancy (Non-research)0012e000002ZLg7AAG,Consultancy (Non-research)Multinational / Other Large Corporate
0,Grants,RIC-RE&D,150,5,12,2020,2019,5986325.15,5986325.15,0012e000002ZGfbAAG,1,135,1,Health,Government: Australia: Federal,External,1,0,Grants0012e000002ZGfbAAG,GrantsGovernment: Australia: Federal
1,Grants,RIC-RE&D,201,7,12,2020,2019,2352349.5,2352349.5,0012e000002ZGfbAAG,1,138,1,Health,Government: Australia: Federal,External,1,0,Grants0012e000002ZGfbAAG,GrantsGovernment: Australia: Federal
0,Grants,RIC RE&D and BD&I,190,6,12,2020,2019,1000000,5000000,0012e000002ZLg7AAG,1,70,1,Public Administration,Government: Australia: Federal,External,1,1,Grants0012e000002ZLg7AAG,GrantsGovernment: Australia: Federal
1,Research Contract,Not supported,-49,11,1,2019,2020,43100,43100,0012e000002ZLgJAAW,0,7,1,Services,Multinational / Other Large Corporate,External,0,0,Research Contract0012e000002ZLgJAAW,Research ContractMultinational / Other Large Corporate
0,Research Contract,RIC-BD&I,96,4,1,2020,2020,0,0,0012e000002ZLgIAAW,0,0,0,Services,Government: Australia: Local & State,External,1,0,Research Contract0012e000002ZLgIAAW,Research ContractGovernment: Australia: Local & State
1,Research Contract,RIC-BD&I,88,5,2,2020,2020,33382,33382,0012e000002ZGfbAAG,0,9,1,Transportation & Logistics,Multinational / Other Large Corporate,External,1,1,Research Contract0012e000002ZGfbAAG,Research ContractMultinational / Other Large Corporate
1,Research Contract,RIC-BD&I,85,5,2,2020,2020,0.01,15000,0012e000002ZmnzAAC,0,1,0,Health,SME (small to medium enterprise),External,1,0,Research Contract0012e000002ZmnzAAC,Research ContractSME (small to medium enterprise)
1,Research Contract,RIC-BD&I,59,2,12,2020,2019,20025,20025,0012e000002ZLgJAAW,0,9,1,Services,Large Australian Corporate,External,1,1,Research Contract0012e000002ZLgJAAW,Research ContractLarge Australian Corporate
0,Philanthropic,RIC-BD&I,369,12,12,2020,2019,81000,236000,0012e000002ZLgJAAW,0,0,0,Services,Large Australian Corporate,External,1,0,Philanthropic0012e000002ZLgJAAW,PhilanthropicLarge Australian Corporate
0,Grants,RIC-RE&D,157,6,1,2020,2020,1640332.5,1640332.5,0012e000002ZGfbAAG,1,168,1,Health,Government: Australia: Federal,External,1,0,Grants0012e000002ZGfbAAG,GrantsGovernment: Australia: Federal
0,Custom Education (MSPACE Included),Not supported,78,3,1,2020,2020,0,0,0012e000002Zt1RAAS,0,1,0,Public Administration,Government: International,External,0,0,Custom Education (MSPACE Included)0012e000002Zt1RAAS,Custom Education (MSPACE Included)Government: International
0,Custom Education (MSPACE Included),RIC-BD&I,31,2,1,2020,2020,25000,25000,0012e000002ZLg7AAG,0,4,0,Energy & Utilities,Multinational / Other Large Corporate,External,1,0,Custom Education (MSPACE Included)0012e000002ZLg7AAG,Custom Education (MSPACE Included)Multinational / Other Large Corporate
0,Grants,RIC RE&D and BD&I,1,1,1,2020,2020,1000000,0,0012e000002ZGfbAAG,1,87,1,Public Administration,Government: Australia: Federal,External,1,1,Grants0012e000002ZGfbAAG,GrantsGovernment: Australia: Federal
0,Grants,RIC RE&D and BD&I,90,5,2,2020,2020,0.01,1000000,0012e000002ZmnxAAC,1,94,1,Public Administration,Government: Australia: Federal,External,1,1,Grants0012e000002ZmnxAAC,GrantsGovernment: Australia: Federal
1,Custom Education (MSPACE Included),RIC-BD&I,30,3,2,2020,2020,25949,25949,0012e000002ZGfbAAG,0,2,0,Health,Multinational / Other Large Corporate,External,1,1,Custom Education (MSPACE Included)0012e000002ZGfbAAG,Custom Education (MSPACE Included)Multinational / Other Large Corporate
0,Custom Education (MSPACE Included),RIC-BD&I,181,6,12,2020,2019,18000,32000,0012e000002ZmnxAAC,0,273,1,Services,University,External,1,0,Custom Education (MSPACE Included)0012e000002ZmnxAAC,Custom Education (MSPACE Included)University
0,Research Contract,RIC-BD&I,165,6,12,2020,2019,45000,45000,0012e000002ZLgIAAW,0,2,0,Services,Government: Australia: Local & State,External,1,0,Research Contract0012e000002ZLgIAAW,Research ContractGovernment: Australia: Local & State
0,Grants,RIC-RE&D,37,1,12,2020,2019,3000000,0,0012e000002ZGfbAAG,1,150,1,Health,Government: Australia: Federal,External,1,0,Grants0012e000002ZGfbAAG,GrantsGovernment: Australia: Federal
0,Grants,RIC-RE&D,86,3,1,2020,2020,1000000,1000000,0012e000002ZGfbAAG,1,75,1,Public Administration,Government: Australia: Federal,External,1,1,Grants0012e000002ZGfbAAG,GrantsGovernment: Australia: Federal
1,Custom Education (MSPACE Included),RIC-BD&I,57,3,1,2020,2020,4963,4963,0012e000002ZmOZAA0,0,281,1,Services,University,External,1,0,Custom Education (MSPACE Included)0012e000002ZmOZAA0,Custom Education (MSPACE Included)University
0,Custom Education (MSPACE Included),RIC-BD&I,106,4,1,2020,2020,30250,50000,0012e000002ZmOZAA0,0,282,1,Services,University,External,1,0,Custom Education (MSPACE Included)0012e000002ZmOZAA0,Custom Education (MSPACE Included)University
1,Research Contract,Not supported,47,3,1,2020,2020,59200,59200,0012e000002ZLgJAAW,0,2,0,Services,Government: Australia: Federal,External,1,0,Research Contract0012e000002ZLgJAAW,Research ContractGovernment: Australia: Federal
0,Research Contract,Not supported,14,1,1,2020,2020,83390,0,0012e000002ZLgJAAW,0,0,0,Services,Large Australian Corporate,External,1,0,Research Contract0012e000002ZLgJAAW,Research ContractLarge Australian Corporate
1,Grants,RIC-BD&I,104,5,1,2020,2020,48028.67,48028.67,0012e000002ZmOZAA0,1,15,1,Services,Not for profit,External,1,0,Grants0012e000002ZmOZAA0,GrantsNot for profit
0,Grants,RIC-BD&I,143,6,2,2020,2020,5000000,7000000,0012e000002ZLg7AAG,1,78,1,Public Administration,Government: Australia: Federal,External,1,0,Grants0012e000002ZLg7AAG,GrantsGovernment: Australia: Federal
1,Research Contract,RIC-BD&I,16,3,3,2020,2020,220000,300000,0012e000002ZmnxAAC,0,237,1,Defence,Government: Australia: Federal,External,1,0,Research Contract0012e000002ZmnxAAC,Research ContractGovernment: Australia: Federal
0,Grants,RIC-RE&D,190,6,12,2020,2019,1829620,1829620,0012e000002ZGfbAAG,1,158,1,Health,Government: Australia: Federal,External,1,0,Grants0012e000002ZGfbAAG,GrantsGovernment: Australia: Federal
0,Research Contract,RIC-BD&I,70,3,1,2020,2020,20000,20000,0012e000002ZNYOAA4,0,0,0,Services,Government: Australia: Local & State,External,1,0,Research Contract0012e000002ZNYOAA4,Research ContractGovernment: Australia: Local & State
