Id,StageName,RecordType.Name,RICE_Supported__c,Lead_Faculty__c,Lead_School__c,Parent_Opportunity__c,Industry,Industry_Sub_Type__c,Business_Type__c,Is_External__c,ParentId,tasks_events,CreatedYear,CreatedMonth,days,oppo_busi,fac_oppo,oppo_Industry,RN,f_won_before
0062e000002HH35AAG,Closing,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,RDC (Rural Research and Development Corporations),1,0,1,2018,10,790,Research ContractRDC (Rural Research and Development Corporations),0012e000002ZmnzAACResearch Contract,Research ContractAgriculture & Horticulture,1,0
0062e000002HH3BAAW,Closing,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Manufacturing & R&D,Food & Beverage,SME (small to medium enterprise),1,0,0,2019,7,457,Research ContractSME (small to medium enterprise),0012e000002ZmnzAACResearch Contract,Research ContractManufacturing & R&D,1,0
0062e000002HH3KAAW,Developing,Research Contract,RIC-BD&I,0012e000002ZLgJAAW,0012e000002YoYUAA0,0,Services,Financial & Insurance,Large Australian Corporate,1,1,1,2019,8,283,Research ContractLarge Australian Corporate,0012e000002ZLgJAAWResearch Contract,Research ContractServices,1,0
0062e000002HH3xAAG,Proposing,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,1,Public Administration,Public Administration,Government: Australia: Local & State,1,0,1,2019,10,230,Research ContractGovernment: Australia: Local & State,0012e000002ZLgIAAWResearch Contract,Research ContractPublic Administration,1,0
0062e000002HH3yAAG,Proposing,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,1,Public Administration,Public Administration,Government: Australia: Local & State,1,0,1,2019,10,624,Research ContractGovernment: Australia: Local & State,0012e000002ZLgIAAWResearch Contract,Research ContractPublic Administration,1,0
0062e000002HH3zAAG,Identifying,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Community,Government: Australia: Local & State,1,0,0,2019,7,212,Research ContractGovernment: Australia: Local & State,0012e000002ZLgIAAWResearch Contract,Research ContractServices,1,0
0062e000002HH40AAG,Identifying,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,0,2019,7,212,Research ContractGovernment: Australia: Local & State,0012e000002ZLgIAAWResearch Contract,Research ContractHealth,3,0
0062e000002HH44AAG,Identifying,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Community,Government: Australia: Local & State,1,0,0,2019,7,212,Research ContractGovernment: Australia: Local & State,0012e000002ZLgIAAWResearch Contract,Research ContractServices,1,0
0062e000002HH45AAG,Proposing,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,1,Public Administration,Public Administration,Government: Australia: Local & State,1,0,1,2019,10,230,Research ContractGovernment: Australia: Local & State,0012e000002ZLgIAAWResearch Contract,Research ContractPublic Administration,1,0
0062e000002HH46AAG,Identifying,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Energy & Utilities,Energy & Utilities,Government: Australia: Local & State,1,1,0,2019,7,212,Research ContractGovernment: Australia: Local & State,0012e000002ZLgIAAWResearch Contract,Research ContractEnergy & Utilities,1,0
0062e000002HH47AAG,Identifying,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,Multinational / Other Large Corporate,1,0,0,2019,7,110,Research ContractMultinational / Other Large Corporate,0012e000002ZLgIAAWResearch Contract,Research ContractConstruction & Construction Materials,1,0
0062e000002HH4AAAW,Identifying,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Public Administration,Public Administration,Government: Australia: Local & State,1,1,0,2019,7,212,Research ContractGovernment: Australia: Local & State,0012e000002ZLgIAAWResearch Contract,Research ContractPublic Administration,1,0
0062e000002HH4BAAW,Identifying,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Community,Not for profit,1,0,0,2019,7,212,Research ContractNot for profit,0012e000002ZLgIAAWResearch Contract,Research ContractServices,1,0
0062e000002HH4CAAW,Identifying,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Community,Government: Australia: Local & State,1,0,0,2019,7,212,Research ContractGovernment: Australia: Local & State,0012e000002ZLgIAAWResearch Contract,Research ContractServices,1,0
0062e000002HH4DAAW,Proposing,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,1,Services,Community,Government: Australia: Local & State,1,0,1,2019,10,230,Research ContractGovernment: Australia: Local & State,0012e000002ZLgIAAWResearch Contract,Research ContractServices,1,0
0062e000002HH4fAAG,Identifying,Technology Transfer,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Services,Education,University,1,0,0,2018,10,672,Technology TransferUniversity,0012e000002ZGfbAAGTechnology Transfer,Technology TransferServices,1,0
0062e000002HH4GAAW,Identifying,Grants,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,1,Public Administration,Public Administration,Government: Australia: Federal,1,0,0,2019,5,787,GrantsGovernment: Australia: Federal,0012e000002ZLgIAAWGrants,GrantsPublic Administration,5,0
0062e000002HH4HAAW,Identifying,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Energy & Utilities,Energy & Utilities,Government: Australia: Local & State,1,1,0,2019,7,212,Research ContractGovernment: Australia: Local & State,0012e000002ZLgIAAWResearch Contract,Research ContractEnergy & Utilities,1,0
0062e000002HH4IAAW,Awaiting Results,Grants,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,1,Public Administration,Public Administration,Government: Australia: Federal,1,0,1,2019,5,394,GrantsGovernment: Australia: Federal,0012e000002ZLgIAAWGrants,GrantsPublic Administration,4,0
0062e000002HH4RAAW,Proposing,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,1,2019,5,482,Research ContractSME (small to medium enterprise),0012e000002ZGfbAAGResearch Contract,Research ContractHealth,1,0
0062e000002HH56AAG,Proposing,Technology Transfer,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Diagnostics,SME (small to medium enterprise),1,0,0,2018,10,619,Technology TransferSME (small to medium enterprise),0012e000002ZGfbAAGTechnology Transfer,Technology TransferHealth,1,0
0062e000002HH5NAAW,Proposing,Research Contract,RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,1,2019,10,124,Research ContractGovernment: Australia: Local & State,0012e000002Zmo0AACResearch Contract,Research ContractServices,1,0
0062e000002HH5YAAW,Proposing,Consultancy (Non-research),Not supported,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: International,1,0,0,2019,9,415,Consultancy (Non-research)Government: International,0012e000002Zmo0AACConsultancy (Non-research),Consultancy (Non-research)Services,1,0
0062e000002HH67AAG,Proposing,Competitive Bid,RIC-BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Public Administration,Public Administration,Government: International,1,0,0,2019,10,236,Competitive BidGovernment: International,0012e000002ZmnzAACCompetitive Bid,Competitive BidPublic Administration,1,0
0062e000002HH6aAAG,Identifying,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",Multinational / Other Large Corporate,1,0,0,2019,5,352,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractManufacturing & R&D,2,0
0062e000002HH6bAAG,Identifying,Research Contract,RIC-RE&D,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,9,391,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractDefence,1,0
0062e000002HH6dAAG,Identifying,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,SME (small to medium enterprise),1,1,1,2019,3,438,Research ContractSME (small to medium enterprise),0012e000002ZmnxAACResearch Contract,Research ContractDefence,1,0
0062e000002HH6gAAG,Identifying,Research Contract,RIC-RE&D,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,Government: International,1,0,0,2019,9,117,Research ContractGovernment: International,0012e000002ZmnxAACResearch Contract,Research ContractDefence,1,0
0062e000002HH6XAAW,Identifying,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",Multinational / Other Large Corporate,1,0,0,2019,5,273,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractManufacturing & R&D,1,0
0062e000002HH74AAG,Developing,Consultancy (Non-research),Not supported,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,0,2019,9,357,Consultancy (Non-research)Not for profit,0012e000002Zmo0AACConsultancy (Non-research),Consultancy (Non-research)Services,1,0
0062e000002HH75AAG,Identifying,Consultancy (Non-research),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Public Administration,Public Administration,Government: International,1,0,0,2019,5,352,Consultancy (Non-research)Government: International,0012e000002Zmo0AACConsultancy (Non-research),Consultancy (Non-research)Public Administration,1,0
0062e000002HH7TAAW,Proposing,Consultancy (Non-research),Not supported,0012e000002Zmo0AAC,NotGiven,0,Public Administration,Public Administration,Government: International,1,0,0,2019,9,448,Consultancy (Non-research)Government: International,0012e000002Zmo0AACConsultancy (Non-research),Consultancy (Non-research)Public Administration,1,0
0062e000002HH9NAAW,Proposing,Technology Transfer,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Health,Health Care & Healthy Aging,Government: International,1,0,0,2018,11,735,Technology TransferGovernment: International,0012e000002ZGfbAAGTechnology Transfer,Technology TransferHealth,1,0
0062e000002HH9PAAW,Awaiting Results,Grants,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Services,Community,Not for profit,1,0,0,2017,5,1177,GrantsNot for profit,0012e000002ZGfbAAGGrants,GrantsServices,1,0
0062e000002HH9VAAW,Negotiation / Propose,Co-Location,RIC-BD&I,NotGiven,NotGiven,0,Services,Community,Government: Australia: Local & State,1,0,0,2018,11,1039,Co-LocationGovernment: Australia: Local & State,NotGivenCo-Location,Co-LocationServices,1,0
0062e000002HH9WAAW,Proposing,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,1,2018,11,825,Research ContractGovernment: Australia: Local & State,0012e000002ZGfbAAGResearch Contract,Research ContractPublic Administration,2,0
0062e000002HH9XAAW,Pre-submission,Parent Grant,RIC-BD&I,NotGiven,NotGiven,0,Defence,Defence,Government: International,1,0,0,2017,5,1250,Parent GrantGovernment: International,NotGivenParent Grant,Parent GrantDefence,1,0
0062e000002HH9YAAW,Awaiting Results,Grants,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Defence,Defence,Government: International,1,0,0,2019,7,396,GrantsGovernment: International,0012e000002ZGfbAAGGrants,GrantsDefence,2,0
0062e000002HH9ZAAW,Awaiting Results,Grants,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2019,3,307,GrantsGovernment: Australia: Federal,0012e000002ZGfbAAGGrants,GrantsHealth,1,0
0062e000002HHA9AAO,Proposing,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2019,10,199,Research ContractGovernment: Australia: Local & State,0012e000002ZNYOAA4Research Contract,Research ContractPublic Administration,1,0
0062e000002HHAEAA4,Proposing,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Public Administration,Public Administration,Government: Australia: Federal,1,0,0,2019,9,249,Research ContractGovernment: Australia: Federal,0012e000002ZNYOAA4Research Contract,Research ContractPublic Administration,1,0
0062e000002HHBbAAO,Identifying,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Manufacturing & R&D,Aerospace,Multinational / Other Large Corporate,1,0,0,2018,8,578,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractManufacturing & R&D,1,0
0062e000002HHBFAA4,Identifying,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,Government: Australia: Federal,1,0,0,2018,10,568,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractDefence,1,0
0062e000002HHBGAA4,Identifying,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,8,493,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractDefence,7,0
0062e000002HHBIAA4,Closing,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,Government: Australia: Federal,1,0,1,2019,6,279,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractDefence,5,0
0062e000002HHBRAA4,Identifying,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Ym9QAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,6,334,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractDefence,4,0
0062e000002HHBSAA4,Identifying,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Ym9QAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,3,427,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractDefence,2,0
0062e000002HHBUAA4,Identifying,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,4,404,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractDefence,1,0
0062e000002HHBWAA4,Identifying,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,4,640,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractDefence,3,0
0062e000002HHBXAA4,Identifying,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,9,482,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractDefence,8,0
0062e000002HHBYAA4,Identifying,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Ym9QAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,6,354,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractDefence,6,0
0062e000002HHCKAA4,Developing,Research Contract,RIC-BD&I,0012e000002ZLgJAAW,0012e000002Zt0YAAS,0,Services,Financial & Insurance,Large Australian Corporate,1,1,0,2018,9,731,Research ContractLarge Australian Corporate,0012e000002ZLgJAAWResearch Contract,Research ContractServices,1,0
0062e000002HHCLAA4,Proposing,Research Contract,RIC-BD&I,0012e000002ZLgJAAW,0012e000002Zt0YAAS,0,Services,Financial & Insurance,Large Australian Corporate,1,1,0,2019,6,474,Research ContractLarge Australian Corporate,0012e000002ZLgJAAWResearch Contract,Research ContractServices,2,0
0062e000002HHCpAAO,Proposing,Research Contract,Not supported,0012e000002Zmo0AAC,NotGiven,0,Services,Engineering and Scientific,Not for profit,1,0,0,2019,6,364,Research ContractNot for profit,0012e000002Zmo0AACResearch Contract,Research ContractServices,2,0
0062e000002HHCUAA4,Identifying,Research Contract,RIC-BD&I,0012e000002ZLgJAAW,0012e000002Zt0XAAS,0,Agriculture & Horticulture,Agriculture & Horticulture,Multinational / Other Large Corporate,1,0,0,2019,6,505,Research ContractMultinational / Other Large Corporate,0012e000002ZLgJAAWResearch Contract,Research ContractAgriculture & Horticulture,1,0
0062e000002HHDDAA4,Developing,Research Contract,Not supported,0012e000002Zmo0AAC,NotGiven,0,Public Administration,Public Administration,Government: International,1,0,0,2019,8,449,Research ContractGovernment: International,0012e000002Zmo0AACResearch Contract,Research ContractPublic Administration,1,0
0062e000002HHEFAA4,Closing,Research Contract,RIC-BD&I,0012e000002ZLgJAAW,0012e000002YoYUAA0,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Multinational / Other Large Corporate,1,1,1,2019,10,240,Research ContractMultinational / Other Large Corporate,0012e000002ZLgJAAWResearch Contract,Research ContractTechnology: IT & Telephone Services,1,0
0062e000002HHEJAA4,Identifying,Research Contract,RIC-RE&D,0012e000002ZLgJAAW,0012e000002YneJAAS,0,Services,Business & Professional,Large Australian Corporate,1,0,0,2019,10,199,Research ContractLarge Australian Corporate,0012e000002ZLgJAAWResearch Contract,Research ContractServices,1,0
0062e000002HHEpAAO,Proposing,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),1,1,0,2018,10,703,Research ContractSME (small to medium enterprise),0012e000002ZGfbAAGResearch Contract,Research ContractHealth,1,0
0062e000002HHEWAA4,Application,Grants,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,1,2019,8,538,GrantsGovernment: Australia: Federal,0012e000002ZGfbAAGGrants,GrantsHealth,5,0
0062e000002HHFjAAO,Awaiting Results,Grants,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Ym9QAAS,1,Public Administration,Public Administration,Government: Australia: Federal,1,0,1,2019,8,480,GrantsGovernment: Australia: Federal,0012e000002ZmnxAACGrants,GrantsPublic Administration,9,0
0062e000002HHFpAAO,Developing,Technology Transfer,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2018,3,810,Technology TransferMultinational / Other Large Corporate,0012e000002ZGfbAAGTechnology Transfer,Technology TransferHealth,1,0
0062e000002HHFqAAO,Awaiting Results,Grants,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2019,9,476,GrantsGovernment: Australia: Federal,0012e000002ZGfbAAGGrants,GrantsPublic Administration,17,0
0062e000002HHHfAAO,Execute Contract,Grants,Not supported,0012e000002ZmOZAA0,0012e000002ZLgBAAW,1,Public Administration,Public Administration,Government: Australia: Federal,1,0,0,2019,6,384,GrantsGovernment: Australia: Federal,0012e000002ZmOZAA0Grants,GrantsPublic Administration,8,0
0062e000002HHICAA4,Closing,Research Contract,RIC-BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Education,Education,Not for profit,0,1,0,2019,6,577,Research ContractNot for profit,0012e000002ZmOZAA0Research Contract,Research ContractEducation,1,0
0062e000002HHIGAA4,Identifying,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZmOZAA0,0012e000002Z51eAAC,0,Services,Education,University,1,0,0,2019,2,437,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,2,0
0062e000002HHIJAA4,Closing,Custom Education (MSPACE Included),Not supported,0012e000002ZmOZAA0,0012e000002Z51eAAC,0,Services,Education,University,1,0,0,2018,5,737,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,1,0
0062e000002HHImAAO,Proposing,Research Contract,RIC-BD&I,0012e000002ZLgJAAW,0012e000002Zt0YAAS,0,Services,Financial & Insurance,Large Australian Corporate,1,1,1,2018,9,635,Research ContractLarge Australian Corporate,0012e000002ZLgJAAWResearch Contract,Research ContractServices,1,0
0062e000002HHIwAAO,Identifying,Research Contract,RIC-BD&I,0012e000002ZLgJAAW,0012e000002Zt0XAAS,0,Services,Financial & Insurance,Multinational / Other Large Corporate,1,1,0,2019,9,388,Research ContractMultinational / Other Large Corporate,0012e000002ZLgJAAWResearch Contract,Research ContractServices,1,0
0062e000002HHLlAAO,Proposing,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,0,2019,7,273,Custom Education (MSPACE Included)Not for profit,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services,1,0
0062e000002HHLpAAO,Proposing,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,0,2019,8,414,Custom Education (MSPACE Included)Not for profit,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services,1,0
0062e000002HHO2AAO,Identifying,Consultancy (Non-research),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: International,1,0,0,2019,9,470,Consultancy (Non-research)Government: International,0012e000002Zmo0AACConsultancy (Non-research),Consultancy (Non-research)Services,2,0
0062e000002HHO8AAO,Proposing,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: International,1,0,0,2019,7,525,Custom Education (MSPACE Included)Government: International,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services,1,0
0062e000002HHP0AAO,Application,Grants,RIC-RE&D,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2019,8,594,GrantsGovernment: Australia: Federal,0012e000002ZGfbAAGGrants,GrantsHealth,6,0
0062e000002HHQ4AAO,Proposing,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",SME (small to medium enterprise),1,0,0,2018,1,658,Research ContractSME (small to medium enterprise),0012e000002ZmnxAACResearch Contract,Research ContractManufacturing & R&D,1,0
0062e000002Hk21AAC,Submitting,Parent Grant,RIC-RE&D,NotGiven,NotGiven,1,Health,Biotechnology (non-Pharma),PFRO (Publicly-Funded Research Organisation),1,0,0,2019,11,355,Parent GrantPFRO (Publicly-Funded Research Organisation),NotGivenParent Grant,Parent GrantHealth,3,0
0062e000002Hk3RAAS,Awaiting Results,Grants,RIC-RE&D,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Biotechnology (non-Pharma),PFRO (Publicly-Funded Research Organisation),1,0,0,2019,11,143,GrantsPFRO (Publicly-Funded Research Organisation),0012e000002ZGfbAAGGrants,GrantsHealth,2,0
0062e000002Hk40AAC,Awaiting Results,Grants,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,1,Health,Medical Devices,SME (small to medium enterprise),1,0,0,2019,11,386,GrantsSME (small to medium enterprise),0012e000002ZmnxAACGrants,GrantsHealth,1,0
0062e000002Hk5rAAC,Application,Grants,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Z6AWAA0,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2019,11,448,GrantsGovernment: Australia: Federal,0012e000002ZGfbAAGGrants,GrantsPublic Administration,18,0
0062e000002Hk8RAAS,Closing,Research Contract,RIC-RE&D,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,11,243,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractDefence,9,0
0062e000002HkfZAAS,Identifying,Research Contract,RIC-RE&D,0012e000002ZGfbAAG,0012e000002Z6AWAA0,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,11,324,Research ContractGovernment: Australia: Federal,0012e000002ZGfbAAGResearch Contract,Research ContractDefence,10,0
0062e000002Hn8wAAC,Awaiting Results,Grants,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,1,Health,Biotechnology (non-Pharma),PFRO (Publicly-Funded Research Organisation),1,0,0,2019,11,142,GrantsPFRO (Publicly-Funded Research Organisation),0012e000002ZGfbAAGGrants,GrantsHealth,4,0
0062e000002Hn96AAC,Awaiting Results,Parent Grant,RIC-RE&D,NotGiven,NotGiven,0,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2019,11,385,Parent GrantGovernment: Australia: Federal,NotGivenParent Grant,Parent GrantHealth,8,0
0062e000002HnCPAA0,Application,Grants,RIC-RE&D,0012e000002ZGfbAAG,0012e000002Zt0jAAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2019,11,263,GrantsGovernment: Australia: Federal,0012e000002ZGfbAAGGrants,GrantsHealth,7,0
0062e000002HSYDAA4,Proposing,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2019,11,154,Research ContractGovernment: Australia: Federal,0012e000002ZGfbAAGResearch Contract,Research ContractHealth,4,0
0062e000002HvWMAA0,Identifying,Research Contract,RIC-BD&I,0012e000002Zt1RAAS,0012e000002YnrYAAS,0,Public Administration,Public Administration,Government: Australia: Local & State,1,1,0,2019,11,105,Research ContractGovernment: Australia: Local & State,0012e000002Zt1RAASResearch Contract,Research ContractPublic Administration,3,0
0062e000002HzqAAAS,Developing,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,1,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Not for profit,1,0,1,2019,11,502,Research ContractNot for profit,0012e000002ZLg7AAGResearch Contract,Research ContractTechnology: IT & Telephone Services,2,0
0062e000002I0IAAA0,Identifying,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Services,Engineering and Scientific,SME (small to medium enterprise),1,0,0,2019,11,593,Research ContractSME (small to medium enterprise),0012e000002ZLg7AAGResearch Contract,Research ContractServices,1,0
0062e000002I8IWAA0,Developing,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Mining & Refining,Mining & Refining,Large Australian Corporate,1,0,0,2019,11,377,Research ContractLarge Australian Corporate,0012e000002ZLg7AAGResearch Contract,Research ContractMining & Refining,3,0
0062e000002IAgGAAW,Application,Grants,RIC-RE&D,0012e000002ZGfbAAG,0012e000002Zt20AAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2019,11,1138,GrantsGovernment: Australia: Federal,0012e000002ZGfbAAGGrants,GrantsHealth,10,0
0062e000002IAgkAAG,Application,Grants,RIC-RE&D,0012e000002ZGfbAAG,0012e000002Zt21AAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2019,11,254,GrantsGovernment: Australia: Federal,0012e000002ZGfbAAGGrants,GrantsHealth,9,0
0062e000002IFxHAAW,Negotiation / Propose,Co-Location,RIC-RE&D,NotGiven,NotGiven,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,0,1,2019,11,191,Co-LocationSME (small to medium enterprise),NotGivenCo-Location,Co-LocationTechnology: IT & Telephone Services,1,0
0062e000002IG6OAAW,Awaiting Results,Grants,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Z67WAAS,1,Health,Biotechnology (non-Pharma),PFRO (Publicly-Funded Research Organisation),1,0,0,2019,11,106,GrantsPFRO (Publicly-Funded Research Organisation),0012e000002ZGfbAAGGrants,GrantsHealth,5,0
