StageName,RecordType.Name,RICE_Supported__c,Lead_Faculty__c,Lead_School__c,Parent_Opportunity__c,Industry,Industry_Sub_Type__c,Business_Type__c,Is_External__c,ParentId,tasks_events,CreatedYear,CreatedMonth,days,oppo_busi,fac_oppo,oppo_Industry,RN,f_won_before
1,Grants,RIC-BD&I,0012e000002ZNYOAA4,0012e000002Z4oNAAS,0,Services,Education,University,1,0,0,2019,10,0,GrantsUniversity,0012e000002ZNYOAA4Grants,GrantsServices,1,0
0,Research Contract,RIC-BD&I,0012e000002ZmOZAA0,NotGiven,0,Services,Education,SME (small to medium enterprise),1,0,0,2016,7,1161,Research ContractSME (small to medium enterprise),0012e000002ZmOZAA0Research Contract,Research ContractServices,1,0
0,Grants,Not supported,0012e000002ZLg7AAG,0012e000002Zt0cAAC,1,Construction & Construction Materials,Construction & Construction Materials,Large Australian Corporate,1,0,0,2019,5,19,GrantsLarge Australian Corporate,0012e000002ZLg7AAGGrants,GrantsConstruction & Construction Materials,3,0
1,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2019,6,2,Research ContractGovernment: Australia: Local & State,0012e000002ZNYOAA4Research Contract,Research ContractPublic Administration,2,1
0,Research Contract,RIC-BD&I,NotGiven,NotGiven,0,Services,Community,Government: Australia: Local & State,1,0,0,2019,2,106,Research ContractGovernment: Australia: Local & State,NotGivenResearch Contract,Research ContractServices,5,1
0,Grants,Not supported,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Diagnostics,SME (small to medium enterprise),1,0,0,2019,5,216,GrantsSME (small to medium enterprise),0012e000002ZGfbAAGGrants,GrantsHealth,1,0
1,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,NotGiven,0,Public Administration,Public Administration,Government: Australia: Local & State,1,1,0,2019,5,0,Research ContractGovernment: Australia: Local & State,0012e000002ZNYOAA4Research Contract,Research ContractPublic Administration,28,1
0,Grants,Not supported,0012e000002ZmnxAAC,0012e000002YmMXAA0,1,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2019,5,7,GrantsSME (small to medium enterprise),0012e000002ZmnxAACGrants,GrantsAgriculture & Horticulture,4,0
1,Sponsorship,RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002Z4oNAAS,0,Services,Education,University,1,0,0,2017,11,363,SponsorshipUniversity,0012e000002ZNYOAA4Sponsorship,SponsorshipServices,1,0
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Health,Health Care & Healthy Aging,Not for profit,1,0,0,2018,3,267,Custom Education (MSPACE Included)Not for profit,0012e000002ZNYOAA4Custom Education (MSPACE Included),Custom Education (MSPACE Included)Health,3,0
0,Grants,Not supported,0012e000002ZmnzAAC,0012e000002YnERAA0,1,Agriculture & Horticulture,Agriculture & Horticulture,Large Australian Corporate,1,0,0,2019,5,216,GrantsLarge Australian Corporate,0012e000002ZmnzAACGrants,GrantsAgriculture & Horticulture,1,0
1,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,1,0,2019,5,14,Research ContractGovernment: Australia: Local & State,0012e000002ZNYOAA4Research Contract,Research ContractHealth,6,1
0,Grants,Not supported,0012e000002ZLg7AAG,0012e000002Zt0cAAC,1,Health,Diagnostics,SME (small to medium enterprise),1,0,0,2019,5,216,GrantsSME (small to medium enterprise),0012e000002ZLg7AAGGrants,GrantsHealth,1,0
1,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,1,0,2019,6,29,Research ContractGovernment: Australia: Local & State,0012e000002ZNYOAA4Research Contract,Research ContractHealth,7,1
1,Grants,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2019,6,377,GrantsGovernment: Australia: Federal,0012e000002ZGfbAAGGrants,GrantsPublic Administration,37,1
1,Grants,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Services,Engineering and Scientific,SME (small to medium enterprise),1,0,0,2019,5,0,GrantsSME (small to medium enterprise),0012e000002ZLg7AAGGrants,GrantsServices,1,0
0,Grants,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2019,3,180,GrantsSME (small to medium enterprise),0012e000002ZGfbAAGGrants,GrantsHealth,1,0
0,Consultancy (Non-research),RIC-BD&I,0012e000002ZNYOAA4,0012e000002YlvyAAC,0,Services,Business & Professional,Not for profit,1,0,0,2019,6,50,Consultancy (Non-research)Not for profit,0012e000002ZNYOAA4Consultancy (Non-research),Consultancy (Non-research)Services,1,0
0,Technology Transfer,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2018,5,556,Technology TransferSME (small to medium enterprise),0012e000002ZGfbAAGTechnology Transfer,Technology TransferHealth,20,0
1,Consultancy (Non-research),RIC-BD&I,0012e000002ZNYOAA4,0012e000002YlvyAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,3,49,Consultancy (Non-research)Government: Australia: Federal,0012e000002ZNYOAA4Consultancy (Non-research),Consultancy (Non-research)Defence,1,0
1,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZmOZAA0,0012e000002Z51eAAC,0,Services,Education,University,1,0,0,2019,2,191,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,231,1
1,Research Contract,RIC-BD&I,0012e000002ZNYOAA4,0012e000002Z4oNAAS,0,Public Administration,Public Administration,Not for profit,1,0,0,2019,7,173,Research ContractNot for profit,0012e000002ZNYOAA4Research Contract,Research ContractPublic Administration,1,0
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,NotGiven,0,Services,Education,University,1,0,0,2018,9,0,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,214,1
0,Grants,RIC-BD&I,0012e000002ZNYOAA4,0012e000002YmNRAA0,0,Services,Community,Government: Australia: Local & State,1,0,0,2019,1,122,GrantsGovernment: Australia: Local & State,0012e000002ZNYOAA4Grants,GrantsServices,19,1
1,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2019,2,0,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,220,1
0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,1,Defence,Defence,Government: Australia: Federal,1,0,0,2017,4,915,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,76,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZNYOAA4,0012e000002YlvyAAC,0,Services,Business & Professional,Multinational / Other Large Corporate,1,0,0,2018,7,96,Research ContractMultinational / Other Large Corporate,0012e000002ZNYOAA4Research Contract,Research ContractServices,1,0
0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2019,7,188,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,261,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1MAAS,1,Defence,Defence,Government: Australia: Federal,1,0,0,2016,7,32,Research ContractGovernment: Australia: Federal,0012e000002ZGfbAAGResearch Contract,Research ContractDefence,25,1
1,Research Contract,RIC-RE&D,0012e000002ZLgJAAW,NotGiven,0,Services,Education,Not for profit,1,0,0,2018,7,305,Research ContractNot for profit,0012e000002ZLgJAAWResearch Contract,Research ContractServices,1,0
1,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Education,University,1,0,0,2019,2,8,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services,223,1
0,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Defence,Defence,Government: Australia: Federal,1,0,0,2018,4,57,Research ContractGovernment: Australia: Federal,NotGivenResearch Contract,Research ContractDefence,128,1
1,Grants,RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Community,Government: Australia: Local & State,1,0,0,2018,9,0,GrantsGovernment: Australia: Local & State,0012e000002ZmOZAA0Grants,GrantsServices,18,1
0,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Defence,Defence,Government: Australia: Federal,1,0,0,2016,9,35,Research ContractGovernment: Australia: Federal,NotGivenResearch Contract,Research ContractDefence,42,1
0,Consultancy (Non-research),RIC-RE&D,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Services,Entertainment & Creative Industries,Government: Australia: Local & State,1,0,0,2019,7,227,Consultancy (Non-research)Government: Australia: Local & State,0012e000002ZmOZAA0Consultancy (Non-research),Consultancy (Non-research)Services,4,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),1,0,0,2018,5,107,Research ContractSME (small to medium enterprise),0012e000002ZGfbAAGResearch Contract,Research ContractHealth,4,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,1,Defence,Defence,Government: Australia: Federal,1,0,0,2016,7,32,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,26,1
1,Philanthropic,RIC-RE&D,NotGiven,NotGiven,0,Services,Entertainment & Creative Industries,Not for profit,1,0,0,2018,11,209,PhilanthropicNot for profit,NotGivenPhilanthropic,PhilanthropicServices,2,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2018,11,0,Research ContractSME (small to medium enterprise),0012e000002ZGfbAAGResearch Contract,Research ContractHealth,1,0
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Defence,Defence,Government: Australia: Federal,1,0,0,2017,9,119,Custom Education (MSPACE Included)Government: Australia: Federal,0012e000002ZLg7AAGCustom Education (MSPACE Included),Custom Education (MSPACE Included)Defence,90,1
1,Research Contract,RIC-RE&D,NotGiven,NotGiven,0,Services,Community,Government: Australia: Local & State,1,0,0,2019,7,0,Research ContractGovernment: Australia: Local & State,NotGivenResearch Contract,Research ContractServices,5,0
0,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Defence,Defence,Government: Australia: Federal,1,0,0,2015,11,71,Research ContractGovernment: Australia: Federal,NotGivenResearch Contract,Research ContractDefence,2,1
1,Sponsorship,RIC-RE&D,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,6,0,SponsorshipGovernment: Australia: Federal,0012e000002ZLg7AAGSponsorship,SponsorshipDefence,189,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Health,Medical Devices,SME (small to medium enterprise),1,0,0,2018,7,0,Research ContractSME (small to medium enterprise),0012e000002ZGfbAAGResearch Contract,Research ContractHealth,1,0
0,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Defence,Defence,Government: Australia: Federal,1,0,0,2016,7,117,Research ContractGovernment: Australia: Federal,NotGivenResearch Contract,Research ContractDefence,23,1
0,Grants,RIC-RE&D,0012e000002ZLgIAAW,NotGiven,0,Defence,Defence,Government: International,1,1,0,2019,7,49,GrantsGovernment: International,0012e000002ZLgIAAWGrants,GrantsDefence,2,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2017,2,68,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,58,1
0,Internship,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2018,4,536,InternshipGovernment: Australia: Federal,0012e000002ZLg7AAGInternship,InternshipDefence,131,1
0,Grants,Not supported,0012e000002ZLg7AAG,0012e000002Zt0cAAC,1,Manufacturing & R&D,Aerospace,SME (small to medium enterprise),1,0,0,2019,5,124,GrantsSME (small to medium enterprise),0012e000002ZLg7AAGGrants,GrantsManufacturing & R&D,2,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2016,4,1,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,16,1
1,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Defence,Defence,Government: Australia: Federal,1,0,1,2019,7,199,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,193,1
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Defence,Defence,Government: Australia: Federal,1,0,0,2017,6,1,Custom Education (MSPACE Included)Government: Australia: Federal,0012e000002ZLg7AAGCustom Education (MSPACE Included),Custom Education (MSPACE Included)Defence,79,1
0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Transportation & Logistics,Transportation & Logistics,Large Australian Corporate,1,0,0,2018,8,260,Research ContractLarge Australian Corporate,0012e000002ZLg7AAGResearch Contract,Research ContractTransportation & Logistics,1,0
1,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,3,42,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,171,1
0,Research Contract,Not supported,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Construction & Construction Materials,Construction & Construction Materials,Multinational / Other Large Corporate,1,0,0,2018,5,215,Research ContractMultinational / Other Large Corporate,0012e000002ZLg7AAGResearch Contract,Research ContractConstruction & Construction Materials,1,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Z67WAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2016,9,30,Research ContractGovernment: Australia: Federal,0012e000002ZGfbAAGResearch Contract,Research ContractDefence,41,1
0,Technology Transfer,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Multinational / Other Large Corporate,1,0,0,2016,7,262,Technology TransferMultinational / Other Large Corporate,0012e000002ZLg7AAGTechnology Transfer,Technology TransferTechnology: IT & Telephone Services,1,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Z67WAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2015,11,95,Research ContractGovernment: Australia: Federal,0012e000002ZGfbAAGResearch Contract,Research ContractDefence,4,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2017,3,16,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,66,1
0,Grants,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Biotechnology (non-Pharma),Large Australian Corporate,1,0,0,2016,9,181,GrantsLarge Australian Corporate,0012e000002ZGfbAAGGrants,GrantsHealth,12,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Defence,Defence,Government: Australia: Federal,1,0,0,2016,12,109,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractDefence,49,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2017,6,1,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,80,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Health,Biotechnology (non-Pharma),Large Australian Corporate,1,0,0,2017,9,295,Research ContractLarge Australian Corporate,0012e000002ZGfbAAGResearch Contract,Research ContractHealth,15,1
1,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,5,1,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,184,1
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Health,Biotechnology (non-Pharma),Large Australian Corporate,1,0,1,2019,8,168,Research ContractLarge Australian Corporate,0012e000002ZmnxAACResearch Contract,Research ContractHealth,25,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Z67WAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2018,8,90,Research ContractGovernment: Australia: Federal,0012e000002ZGfbAAGResearch Contract,Research ContractDefence,138,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,SME (small to medium enterprise),1,0,0,2017,8,168,Research ContractSME (small to medium enterprise),0012e000002ZLg7AAGResearch Contract,Research ContractDefence,1,0
0,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Mining & Refining,Mining & Refining,SME (small to medium enterprise),1,0,0,2016,6,75,Consultancy (Non-research)SME (small to medium enterprise),0012e000002ZLg7AAGConsultancy (Non-research),Consultancy (Non-research)Mining & Refining,1,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2018,3,40,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,121,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Defence,Defence,Multinational / Other Large Corporate,1,1,0,2016,9,275,Research ContractMultinational / Other Large Corporate,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,1,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Z67WAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2018,3,23,Research ContractGovernment: Australia: Federal,0012e000002ZGfbAAGResearch Contract,Research ContractDefence,119,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmOUAA0,0012e000002Zt28AAC,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,0,0,2016,5,402,Research ContractSME (small to medium enterprise),0012e000002ZmOUAA0Research Contract,Research ContractTechnology: IT & Telephone Services,1,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2017,11,110,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,102,1
0,Grants,RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Services,Business & Professional,Multinational / Other Large Corporate,1,0,0,2017,7,46,GrantsMultinational / Other Large Corporate,0012e000002ZLg7AAGGrants,GrantsServices,1,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Defence,Defence,Government: Australia: Federal,1,0,0,2017,10,21,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractDefence,94,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Health,Biotechnology (non-Pharma),Large Australian Corporate,1,0,0,2018,6,131,Research ContractLarge Australian Corporate,0012e000002ZLg7AAGResearch Contract,Research ContractHealth,18,1
1,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,3,30,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,170,1
0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Multinational / Other Large Corporate,1,0,0,2018,11,314,Research ContractMultinational / Other Large Corporate,0012e000002ZLg7AAGResearch Contract,Research ContractTechnology: IT & Telephone Services,1,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2016,1,46,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,12,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,0,0,2017,2,135,Research ContractSME (small to medium enterprise),0012e000002ZLg7AAGResearch Contract,Research ContractTechnology: IT & Telephone Services,1,0
1,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,1,10,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,153,1
0,Grants,RIC-BD&I,0012e000002ZLg7AAG,NotGiven,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2018,8,172,GrantsSME (small to medium enterprise),0012e000002ZLg7AAGGrants,GrantsAgriculture & Horticulture,1,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2017,3,58,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,70,1
1,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Services,Entertainment & Creative Industries,SME (small to medium enterprise),1,0,0,2016,3,72,Research ContractSME (small to medium enterprise),NotGivenResearch Contract,Research ContractServices,1,0
1,Technology Transfer,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Services,Education,University,1,0,0,2017,2,28,Technology TransferUniversity,0012e000002ZLg7AAGTechnology Transfer,Technology TransferServices,1,0
0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Multinational / Other Large Corporate,1,1,0,2018,5,655,Research ContractMultinational / Other Large Corporate,0012e000002ZLg7AAGResearch Contract,Research ContractTechnology: IT & Telephone Services,2,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2016,10,0,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,45,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2017,3,154,Research ContractSME (small to medium enterprise),0012e000002ZLg7AAGResearch Contract,Research ContractAgriculture & Horticulture,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2018,3,12,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,125,1
1,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Multinational / Other Large Corporate,1,1,1,2018,4,784,Research ContractMultinational / Other Large Corporate,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,6,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2017,4,42,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractDefence,74,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2017,3,16,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,67,1
0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Multinational / Other Large Corporate,1,1,0,2019,2,317,Research ContractMultinational / Other Large Corporate,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,13,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2018,3,23,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,120,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2018,9,59,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,146,1
0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Multinational / Other Large Corporate,1,1,0,2018,10,629,Research ContractMultinational / Other Large Corporate,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,9,1
1,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: Australia: Federal,1,0,0,2016,1,66,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,7,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Services,Entertainment & Creative Industries,SME (small to medium enterprise),1,0,0,2016,5,933,Research ContractSME (small to medium enterprise),0012e000002ZLg7AAGResearch Contract,Research ContractServices,2,1
1,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,5,0,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,180,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Construction & Construction Materials,Construction & Construction Materials,SME (small to medium enterprise),1,0,0,2018,5,133,Research ContractSME (small to medium enterprise),0012e000002ZLg7AAGResearch Contract,Research ContractConstruction & Construction Materials,1,0
1,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2019,2,48,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,161,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Transportation & Logistics,Transportation & Logistics,Government: International,1,0,0,2016,11,133,Research ContractGovernment: International,0012e000002ZLg7AAGResearch Contract,Research ContractTransportation & Logistics,1,0
1,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2016,12,1,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractDefence,50,1
