StageName,RecordType.Name,RICE_Supported__c,Lead_Faculty__c,Lead_School__c,Parent_Opportunity__c,Industry,Industry_Sub_Type__c,Business_Type__c,Is_External__c,ParentId,tasks_events,CreatedYear,CreatedMonth,year_length,oppo_busi,fac_oppo,oppo_Industry,RN,f_won_before
1,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Energy & Utilities,Energy & Utilities,Government: International,1,0,0,2019,10,1,Research ContractGovernment: International,0012e000002ZLg7AAGResearch Contract,Research ContractEnergy & Utilities,1,0
0,Grants,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,1,Health,Biotechnology (non-Pharma),PFRO (Publicly-Funded Research Organisation),1,0,0,2019,10,1,GrantsPFRO (Publicly-Funded Research Organisation),0012e000002ZLg7AAGGrants,GrantsHealth,25,1
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Manufacturing & R&D,Aerospace,Multinational / Other Large Corporate,1,0,0,2016,12,3,Custom Education (MSPACE Included)Multinational / Other Large Corporate,0012e000002ZLg7AAGCustom Education (MSPACE Included),Custom Education (MSPACE Included)Manufacturing & R&D,1,0
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2017,9,2,Custom Education (MSPACE Included)Government: Australia: Federal,0012e000002ZLg7AAGCustom Education (MSPACE Included),Custom Education (MSPACE Included)Defence,7,1
0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Services,Education,University,1,0,0,2019,6,1,Custom Education (MSPACE Included)University,0012e000002ZLg7AAGCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services,258,1
0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Mining & Refining,Mining & Refining,SME (small to medium enterprise),1,0,0,2018,8,1,Research ContractSME (small to medium enterprise),0012e000002ZLg7AAGResearch Contract,Research ContractMining & Refining,3,1
1,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Public Administration,Public Administration,Government: Australia: Federal,1,0,0,2019,5,1,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractPublic Administration,5,0
1,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Public Administration,Public Administration,Government: Australia: Federal,1,0,0,2019,5,1,Research ContractGovernment: Australia: Federal,0012e000002ZLg7AAGResearch Contract,Research ContractPublic Administration,6,0
0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Manufacturing & R&D,Food & Beverage,Multinational / Other Large Corporate,1,0,0,2018,6,2,Research ContractMultinational / Other Large Corporate,0012e000002ZLg7AAGResearch Contract,Research ContractManufacturing & R&D,1,0
0,Technology Transfer,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Education,Education,Not for profit,0,1,0,2017,1,2,Technology TransferNot for profit,0012e000002ZLg7AAGTechnology Transfer,Technology TransferEducation,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2017,4,2,Research ContractMultinational / Other Large Corporate,0012e000002ZLg7AAGResearch Contract,Research ContractHealth,35,1
1,Grants,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2018,7,2,GrantsGovernment: Australia: Federal,0012e000002ZLg7AAGGrants,GrantsPublic Administration,5,1
0,Grants,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2019,1,1,GrantsGovernment: Australia: Federal,0012e000002ZLg7AAGGrants,GrantsPublic Administration,11,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,1,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2017,11,2,Research ContractGovernment: Australia: Local & State,0012e000002ZLg7AAGResearch Contract,Research ContractPublic Administration,15,1
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Energy & Utilities,Energy & Utilities,Large Australian Corporate,1,0,0,2019,3,1,Research ContractLarge Australian Corporate,0012e000002ZmnxAACResearch Contract,Research ContractEnergy & Utilities,1,0
0,Consultancy (Non-research),RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Services,Engineering and Scientific,Multinational / Other Large Corporate,1,0,0,2019,5,2,Consultancy (Non-research)Multinational / Other Large Corporate,0012e000002ZLg7AAGConsultancy (Non-research),Consultancy (Non-research)Services,1,0
0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Manufacturing & R&D,Food & Beverage,SME (small to medium enterprise),1,0,0,2018,6,2,Research ContractSME (small to medium enterprise),0012e000002ZLg7AAGResearch Contract,Research ContractManufacturing & R&D,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Energy & Utilities,Energy & Utilities,Multinational / Other Large Corporate,1,0,0,2016,5,3,Research ContractMultinational / Other Large Corporate,0012e000002ZmnzAACResearch Contract,Research ContractEnergy & Utilities,2,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Energy & Utilities,Energy & Utilities,Multinational / Other Large Corporate,1,0,0,2016,8,3,Research ContractMultinational / Other Large Corporate,0012e000002ZmnzAACResearch Contract,Research ContractEnergy & Utilities,3,0
0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Construction & Construction Materials,Construction & Construction Materials,SME (small to medium enterprise),1,0,0,2018,12,1,Research ContractSME (small to medium enterprise),0012e000002ZLg7AAGResearch Contract,Research ContractConstruction & Construction Materials,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),1,0,0,2017,11,2,Research ContractSME (small to medium enterprise),0012e000002ZGfbAAGResearch Contract,Research ContractHealth,2,0
0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Manufacturing & R&D,Food & Beverage,Multinational / Other Large Corporate,1,0,0,2018,11,1,Research ContractMultinational / Other Large Corporate,0012e000002ZLg7AAGResearch Contract,Research ContractManufacturing & R&D,1,0
0,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Medical Devices,SME (small to medium enterprise),1,0,0,2017,8,2,Research ContractSME (small to medium enterprise),0012e000002ZGfbAAGResearch Contract,Research ContractHealth,1,0
0,Research Contract,Not supported,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Mining Equipment and Technology Services,Mining Equipment and Technology Services,Multinational / Other Large Corporate,1,0,0,2018,11,1,Research ContractMultinational / Other Large Corporate,0012e000002ZLg7AAGResearch Contract,Research ContractMining Equipment and Technology Services,1,0
0,Grants,RIC-BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Services,Education,University,1,0,0,2018,8,1,GrantsUniversity,0012e000002ZmnzAACGrants,GrantsServices,1,0
0,Research Contract,RIC-BD&I,NotGiven,NotGiven,0,Energy & Utilities,Energy & Utilities,Government: Australia: Local & State,1,0,0,2018,8,1,Research ContractGovernment: Australia: Local & State,NotGivenResearch Contract,Research ContractEnergy & Utilities,1,0
0,Technology Transfer,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Veterinary,Veterinary,SME (small to medium enterprise),1,0,0,2016,6,3,Technology TransferSME (small to medium enterprise),0012e000002ZmnzAACTechnology Transfer,Technology TransferVeterinary,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,Not for profit,1,0,0,2017,3,2,Research ContractNot for profit,0012e000002ZmnzAACResearch Contract,Research ContractAgriculture & Horticulture,5,1
0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Manufacturing & R&D,Food & Beverage,SME (small to medium enterprise),1,0,0,2018,5,2,Research ContractSME (small to medium enterprise),0012e000002ZLg7AAGResearch Contract,Research ContractManufacturing & R&D,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Services,Financial & Insurance,SME (small to medium enterprise),1,0,0,2017,5,2,Research ContractSME (small to medium enterprise),0012e000002ZmnzAACResearch Contract,Research ContractServices,2,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Services,Financial & Insurance,SME (small to medium enterprise),1,0,0,2018,2,1,Research ContractSME (small to medium enterprise),0012e000002ZmnzAACResearch Contract,Research ContractServices,4,1
0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Construction & Construction Materials,Construction & Construction Materials,Multinational / Other Large Corporate,1,0,0,2019,3,1,Research ContractMultinational / Other Large Corporate,0012e000002ZLg7AAGResearch Contract,Research ContractConstruction & Construction Materials,1,0
0,Research Contract,Not supported,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,PFRO (Publicly-Funded Research Organisation),1,0,0,2018,8,1,Research ContractPFRO (Publicly-Funded Research Organisation),0012e000002ZmnzAACResearch Contract,Research ContractAgriculture & Horticulture,1,0
1,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Construction & Construction Materials,Construction & Construction Materials,Large Australian Corporate,1,0,0,2018,10,2,Research ContractLarge Australian Corporate,0012e000002ZLg7AAGResearch Contract,Research ContractConstruction & Construction Materials,1,0
0,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Services,Community,Not for profit,1,0,0,2016,6,3,Consultancy (Non-research)Not for profit,0012e000002ZmnzAACConsultancy (Non-research),Consultancy (Non-research)Services,1,0
0,Technology Transfer,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2016,11,3,Technology TransferSME (small to medium enterprise),0012e000002ZLg7AAGTechnology Transfer,Technology TransferHealth,1,0
0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Transportation & Logistics,Transportation & Logistics,Not for profit,1,0,0,2019,3,1,Research ContractNot for profit,0012e000002ZLg7AAGResearch Contract,Research ContractTransportation & Logistics,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Services,"Retail, Travel, Hospitality & Leisure",SME (small to medium enterprise),1,0,0,2016,8,3,Research ContractSME (small to medium enterprise),0012e000002ZmnzAACResearch Contract,Research ContractServices,2,0
0,Research Contract,RIC-BD&I,NotGiven,0012e000002Z3pPAAS,0,Mining & Refining,Mining & Refining,PFRO (Publicly-Funded Research Organisation),1,0,0,2018,11,1,Research ContractPFRO (Publicly-Funded Research Organisation),NotGivenResearch Contract,Research ContractMining & Refining,1,0
0,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Health,Health Care & Healthy Aging,Not for profit,1,0,0,2016,8,3,Consultancy (Non-research)Not for profit,0012e000002ZmnzAACConsultancy (Non-research),Consultancy (Non-research)Health,2,0
0,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Health,Diagnostics,SME (small to medium enterprise),1,0,0,2017,6,2,Research ContractSME (small to medium enterprise),0012e000002ZGfbAAGResearch Contract,Research ContractHealth,1,0
0,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2017,10,2,Research ContractSME (small to medium enterprise),0012e000002ZmnzAACResearch Contract,Research ContractAgriculture & Horticulture,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Health,Medical Devices,SME (small to medium enterprise),1,0,0,2016,7,3,Research ContractSME (small to medium enterprise),0012e000002ZGfbAAGResearch Contract,Research ContractHealth,1,0
0,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,NotGiven,0,Services,Education,University,1,0,0,2017,9,2,Research ContractUniversity,0012e000002ZGfbAAGResearch Contract,Research ContractServices,2,1
0,Technology Transfer,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2017,6,2,Technology TransferSME (small to medium enterprise),0012e000002ZLg7AAGTechnology Transfer,Technology TransferHealth,14,0
0,Technology Transfer,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2017,6,2,Technology TransferSME (small to medium enterprise),0012e000002ZGfbAAGTechnology Transfer,Technology TransferHealth,16,0
1,Grants,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,1,Public Administration,Public Administration,Government: Australia: Federal,1,0,1,2019,9,1,GrantsGovernment: Australia: Federal,0012e000002ZGfbAAGGrants,GrantsPublic Administration,31,1
0,Grants,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2019,7,0,GrantsGovernment: Australia: Federal,0012e000002ZGfbAAGGrants,GrantsPublic Administration,40,1
0,Technology Transfer,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2017,6,2,Technology TransferSME (small to medium enterprise),0012e000002ZGfbAAGTechnology Transfer,Technology TransferHealth,3,0
0,Technology Transfer,RIC-BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2017,6,2,Technology TransferSME (small to medium enterprise),0012e000002ZmnzAACTechnology Transfer,Technology TransferHealth,15,0
0,Technology Transfer,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,1,2019,5,0,Technology TransferSME (small to medium enterprise),0012e000002ZGfbAAGTechnology Transfer,Technology TransferHealth,28,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Manufacturing & R&D,Food & Beverage,Multinational / Other Large Corporate,1,0,0,2016,9,3,Research ContractMultinational / Other Large Corporate,0012e000002ZmnzAACResearch Contract,Research ContractManufacturing & R&D,1,0
0,Grants,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Public Administration,Public Administration,Government: Australia: Local & State,1,1,0,2018,7,0,GrantsGovernment: Australia: Local & State,0012e000002ZmnzAACGrants,GrantsPublic Administration,19,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Health,Health Care & Healthy Aging,SME (small to medium enterprise),1,0,0,2016,6,3,Research ContractSME (small to medium enterprise),0012e000002ZmnzAACResearch Contract,Research ContractHealth,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,NotGiven,0,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),1,0,0,2016,8,3,Research ContractSME (small to medium enterprise),0012e000002ZmnzAACResearch Contract,Research ContractHealth,2,0
0,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2018,11,1,Research ContractSME (small to medium enterprise),0012e000002ZmnzAACResearch Contract,Research ContractHealth,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Services,Business & Professional,SME (small to medium enterprise),1,0,0,2017,11,2,Research ContractSME (small to medium enterprise),0012e000002ZGfbAAGResearch Contract,Research ContractServices,1,0
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Agriculture & Horticulture,Agriculture & Horticulture,Not for profit,1,0,0,2016,6,3,Custom Education (MSPACE Included)Not for profit,0012e000002ZmnzAACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Agriculture & Horticulture,1,0
1,Research Contract,Not supported,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Services,Community,PFRO (Publicly-Funded Research Organisation),1,0,1,2019,9,1,Research ContractPFRO (Publicly-Funded Research Organisation),0012e000002ZGfbAAGResearch Contract,Research ContractServices,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,RDC (Rural Research and Development Corporations),1,0,0,2017,5,2,Research ContractRDC (Rural Research and Development Corporations),0012e000002ZmnzAACResearch Contract,Research ContractAgriculture & Horticulture,3,0
1,Consultancy (Non-research),RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Materials: Chemicals & Industrial Metals,Materials: Chemicals & Industrial Metals,SME (small to medium enterprise),1,0,1,2019,2,1,Consultancy (Non-research)SME (small to medium enterprise),0012e000002ZGfbAAGConsultancy (Non-research),Consultancy (Non-research)Materials: Chemicals & Industrial Metals,2,0
0,Technology Transfer,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2017,2,2,Technology TransferMultinational / Other Large Corporate,0012e000002ZmnzAACTechnology Transfer,Technology TransferHealth,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,NotGiven,0,Energy & Utilities,Energy & Utilities,SME (small to medium enterprise),1,0,0,2016,3,3,Research ContractSME (small to medium enterprise),0012e000002ZmnzAACResearch Contract,Research ContractEnergy & Utilities,1,0
0,Grants,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2016,11,3,GrantsSME (small to medium enterprise),0012e000002ZmnzAACGrants,GrantsAgriculture & Horticulture,2,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2016,2,3,Research ContractSME (small to medium enterprise),0012e000002ZmnzAACResearch Contract,Research ContractAgriculture & Horticulture,1,0
0,Philanthropic,RIC RE&D and BD&I,NotGiven,NotGiven,0,Health,Biotechnology (non-Pharma),Not for profit,1,0,0,2016,2,3,PhilanthropicNot for profit,NotGivenPhilanthropic,PhilanthropicHealth,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2016,8,3,Research ContractSME (small to medium enterprise),0012e000002ZmnzAACResearch Contract,Research ContractAgriculture & Horticulture,2,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Veterinary,Veterinary,Multinational / Other Large Corporate,1,0,0,2016,8,3,Research ContractMultinational / Other Large Corporate,0012e000002ZmnzAACResearch Contract,Research ContractVeterinary,2,0
0,Consultancy (Non-research),RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Veterinary,Veterinary,SME (small to medium enterprise),1,0,0,2019,4,1,Consultancy (Non-research)SME (small to medium enterprise),0012e000002ZmnzAACConsultancy (Non-research),Consultancy (Non-research)Veterinary,1,0
0,Panel,Not supported,0012e000002ZmnzAAC,NotGiven,0,Agriculture & Horticulture,Agriculture & Horticulture,Government: Australia: Federal,1,0,0,2019,6,0,PanelGovernment: Australia: Federal,0012e000002ZmnzAACPanel,PanelAgriculture & Horticulture,5,1
0,Grants,Not supported,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Agriculture & Horticulture,Agriculture & Horticulture,Multinational / Other Large Corporate,1,0,0,2018,9,1,GrantsMultinational / Other Large Corporate,0012e000002ZmnzAACGrants,GrantsAgriculture & Horticulture,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0rAAC,0,Services,Engineering and Scientific,Not for profit,1,0,0,2017,2,2,Research ContractNot for profit,0012e000002ZGfbAAGResearch Contract,Research ContractServices,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,NotGiven,0,Agriculture & Horticulture,Agriculture & Horticulture,Large Australian Corporate,1,0,0,2016,8,3,Research ContractLarge Australian Corporate,0012e000002ZmnzAACResearch Contract,Research ContractAgriculture & Horticulture,2,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0rAAC,0,Health,Health Care & Healthy Aging,Not for profit,1,0,0,2017,7,2,Research ContractNot for profit,0012e000002ZGfbAAGResearch Contract,Research ContractHealth,2,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2016,12,3,Research ContractMultinational / Other Large Corporate,0012e000002ZLg7AAGResearch Contract,Research ContractHealth,1,0
1,Panel,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0hAAC,0,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2019,1,1,PanelGovernment: Australia: Federal,0012e000002ZGfbAAGPanel,PanelHealth,27,1
0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Research Tools/Consumables,SME (small to medium enterprise),1,0,0,2018,9,0,Research ContractSME (small to medium enterprise),0012e000002ZGfbAAGResearch Contract,Research ContractHealth,1,0
0,Technology Transfer,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2017,11,2,Technology TransferMultinational / Other Large Corporate,0012e000002ZGfbAAGTechnology Transfer,Technology TransferHealth,5,1
0,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Services,Financial & Insurance,Multinational / Other Large Corporate,1,0,0,2017,3,2,Research ContractMultinational / Other Large Corporate,0012e000002ZmnzAACResearch Contract,Research ContractServices,2,1
0,Technology Transfer,Not supported,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2018,3,1,Technology TransferMultinational / Other Large Corporate,0012e000002ZLg7AAGTechnology Transfer,Technology TransferHealth,6,1
0,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Veterinary,Veterinary,Large Australian Corporate,1,0,0,2016,8,3,Consultancy (Non-research)Large Australian Corporate,0012e000002ZmnzAACConsultancy (Non-research),Consultancy (Non-research)Veterinary,2,0
1,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Veterinary,Veterinary,SME (small to medium enterprise),1,0,1,2019,6,1,Research ContractSME (small to medium enterprise),0012e000002ZmnzAACResearch Contract,Research ContractVeterinary,1,0
0,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Services,"Retail, Travel, Hospitality & Leisure",SME (small to medium enterprise),1,0,0,2019,6,1,Research ContractSME (small to medium enterprise),0012e000002ZmnzAACResearch Contract,Research ContractServices,1,0
0,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Services,Financial & Insurance,SME (small to medium enterprise),1,0,0,2018,6,1,Research ContractSME (small to medium enterprise),0012e000002ZmnzAACResearch Contract,Research ContractServices,1,0
0,Grants,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2016,12,3,GrantsGovernment: Australia: Federal,0012e000002ZGfbAAGGrants,GrantsHealth,5,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Agriculture & Horticulture,Agriculture & Horticulture,Multinational / Other Large Corporate,1,0,0,2016,11,3,Research ContractMultinational / Other Large Corporate,0012e000002ZmnzAACResearch Contract,Research ContractAgriculture & Horticulture,2,0
0,Technology Transfer,RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2016,11,3,Technology TransferSME (small to medium enterprise),0012e000002ZmnzAACTechnology Transfer,Technology TransferAgriculture & Horticulture,2,1
0,Technology Transfer,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Services,Financial & Insurance,SME (small to medium enterprise),1,0,0,2016,12,3,Technology TransferSME (small to medium enterprise),0012e000002ZLg7AAGTechnology Transfer,Technology TransferServices,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,NotGiven,0,Agriculture & Horticulture,Agriculture & Horticulture,Multinational / Other Large Corporate,1,0,0,2016,6,3,Research ContractMultinational / Other Large Corporate,0012e000002ZmnzAACResearch Contract,Research ContractAgriculture & Horticulture,1,0
0,Technology Transfer,RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,Multinational / Other Large Corporate,1,0,0,2018,6,1,Technology TransferMultinational / Other Large Corporate,0012e000002ZmnzAACTechnology Transfer,Technology TransferAgriculture & Horticulture,3,0
0,Research Contract,Not supported,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Veterinary,Veterinary,Multinational / Other Large Corporate,1,0,1,2018,8,1,Research ContractMultinational / Other Large Corporate,0012e000002ZmnzAACResearch Contract,Research ContractVeterinary,3,1
0,Research Contract,Not supported,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Services,Engineering and Scientific,SME (small to medium enterprise),1,0,0,2018,4,1,Research ContractSME (small to medium enterprise),0012e000002ZmnzAACResearch Contract,Research ContractServices,1,0
0,Technology Transfer,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2017,4,2,Technology TransferSME (small to medium enterprise),0012e000002ZmnzAACTechnology Transfer,Technology TransferAgriculture & Horticulture,1,0
0,Research Contract,Not supported,0012e000002ZmnzAAC,NotGiven,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2018,2,1,Research ContractSME (small to medium enterprise),0012e000002ZmnzAACResearch Contract,Research ContractAgriculture & Horticulture,2,0
0,Consultancy (Non-research),RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2017,3,2,Consultancy (Non-research)SME (small to medium enterprise),0012e000002ZmnzAACConsultancy (Non-research),Consultancy (Non-research)Agriculture & Horticulture,1,0
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Health,Diagnostics,SME (small to medium enterprise),1,0,0,2017,4,2,Research ContractSME (small to medium enterprise),0012e000002ZmnzAACResearch Contract,Research ContractHealth,1,0
