StageName,RecordType.Name,RICE_Supported__c,Lead_Faculty__c,Lead_School__c,Parent_Opportunity__c,Industry,Industry_Sub_Type__c,Business_Type__c,Is_External__c,ParentId,CreatedYear,CreatedMonth,year_length,oppo_busi,fac_oppo,oppo_Industry
0,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Multinational / Other Large Corporate,1,0,2018,4,1,Consultancy (Non-research)Multinational / Other Large Corporate,0012e000002Zmo0AACConsultancy (Non-research),Consultancy (Non-research)Services
1,Consultancy (Non-research),RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,Large Australian Corporate,1,0,2019,4,0,Consultancy (Non-research)Large Australian Corporate,0012e000002ZLgIAAWConsultancy (Non-research),Consultancy (Non-research)Construction & Construction Materials
0,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,2018,3,1,Research ContractNot for profit,0012e000002Zmo0AACResearch Contract,Research ContractServices
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,Not for profit,1,1,2017,9,2,Custom Education (MSPACE Included)Not for profit,0012e000002ZLgIAAWCustom Education (MSPACE Included),Custom Education (MSPACE Included)Construction & Construction Materials
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,2017,1,2,Custom Education (MSPACE Included)Not for profit,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Community,Not for profit,1,0,2019,7,1,Research ContractNot for profit,0012e000002ZLgIAAWResearch Contract,Research ContractServices
0,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,2016,8,3,Research ContractNot for profit,0012e000002Zmo0AACResearch Contract,Research ContractServices
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Public Administration,Public Administration,Not for profit,1,0,2017,5,2,Research ContractNot for profit,0012e000002ZLgIAAWResearch Contract,Research ContractPublic Administration
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,2016,11,1,Custom Education (MSPACE Included)Not for profit,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Financial & Insurance,Large Australian Corporate,1,0,2017,5,2,Research ContractLarge Australian Corporate,0012e000002ZLgIAAWResearch Contract,Research ContractServices
0,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,2016,6,3,Research ContractGovernment: Australia: Local & State,NotGivenResearch Contract,Research ContractServices
0,Consultancy (Non-research),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Energy & Utilities,Energy & Utilities,Government: Australia: Local & State,1,0,2019,10,1,Consultancy (Non-research)Government: Australia: Local & State,0012e000002Zmo0AACConsultancy (Non-research),Consultancy (Non-research)Energy & Utilities
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Ym9QAAS,0,Defence,Defence,Multinational / Other Large Corporate,1,1,2019,9,1,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractDefence
0,Grants,RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Financial & Insurance,Large Australian Corporate,1,0,2017,8,2,GrantsLarge Australian Corporate,0012e000002ZLgIAAWGrants,GrantsServices
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,"Retail, Travel, Hospitality & Leisure",SME (small to medium enterprise),1,0,2016,10,3,Custom Education (MSPACE Included)SME (small to medium enterprise),0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,University,1,0,2016,2,3,Custom Education (MSPACE Included)University,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,Multinational / Other Large Corporate,1,1,2019,4,1,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractDefence
0,Grants,RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Education,SME (small to medium enterprise),1,0,2017,11,1,GrantsSME (small to medium enterprise),0012e000002ZLgIAAWGrants,GrantsServices
0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,SME (small to medium enterprise),1,0,2019,8,0,Custom Education (MSPACE Included)SME (small to medium enterprise),0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,University,1,0,2018,11,0,Custom Education (MSPACE Included)University,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Ym9QAAS,1,Public Administration,Public Administration,Government: Australia: Federal,1,0,2019,9,2,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractPublic Administration
0,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,Multinational / Other Large Corporate,1,1,2018,10,1,Research ContractMultinational / Other Large Corporate,0012e000002ZLgIAAWResearch Contract,Research ContractConstruction & Construction Materials
0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,2018,3,1,Custom Education (MSPACE Included)Government: Australia: Local & State,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: International,1,1,2018,3,0,Custom Education (MSPACE Included)Government: International,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Construction & Construction Materials,Construction & Construction Materials,Multinational / Other Large Corporate,1,0,2017,7,2,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractConstruction & Construction Materials
0,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,Multinational / Other Large Corporate,1,1,2019,3,0,Research ContractMultinational / Other Large Corporate,0012e000002ZLgIAAWResearch Contract,Research ContractConstruction & Construction Materials
0,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Multinational / Other Large Corporate,1,0,2016,6,3,Research ContractMultinational / Other Large Corporate,0012e000002Zmo0AACResearch Contract,Research ContractServices
1,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,2018,4,1,Research ContractNot for profit,0012e000002Zmo0AACResearch Contract,Research ContractServices
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Ym9QAAS,1,Public Administration,Public Administration,Government: Australia: Federal,1,0,2019,9,2,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractPublic Administration
0,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,2018,3,1,Research ContractNot for profit,0012e000002Zmo0AACResearch Contract,Research ContractServices
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: International,1,1,2018,9,0,Custom Education (MSPACE Included)Government: International,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Services,Business & Professional,Multinational / Other Large Corporate,1,0,2017,7,2,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractServices
1,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,1,Construction & Construction Materials,Construction & Construction Materials,Multinational / Other Large Corporate,1,1,2018,3,2,Research ContractMultinational / Other Large Corporate,0012e000002ZLgIAAWResearch Contract,Research ContractConstruction & Construction Materials
0,Grants,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Community,Government: Australia: Local & State,1,0,2016,9,3,GrantsGovernment: Australia: Local & State,0012e000002Zmo0AACGrants,GrantsServices
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,University,1,0,2016,10,3,Custom Education (MSPACE Included)University,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Defence,Defence,Multinational / Other Large Corporate,1,0,2019,5,1,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractDefence
0,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,Multinational / Other Large Corporate,1,0,2019,7,1,Research ContractMultinational / Other Large Corporate,0012e000002ZLgIAAWResearch Contract,Research ContractConstruction & Construction Materials
0,Grants,Not supported,NotGiven,NotGiven,0,Technology: IT & Telephone Services,Technology: IT & Telephone Services,SME (small to medium enterprise),1,0,2018,8,1,GrantsSME (small to medium enterprise),NotGivenGrants,GrantsTechnology: IT & Telephone Services
1,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,University,1,0,2017,1,2,Research ContractUniversity,0012e000002Zmo0AACResearch Contract,Research ContractServices
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Ym9QAAS,1,Public Administration,Public Administration,Government: Australia: Federal,1,0,2019,9,2,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractPublic Administration
0,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,1,Construction & Construction Materials,Construction & Construction Materials,Multinational / Other Large Corporate,1,0,2018,5,1,Research ContractMultinational / Other Large Corporate,0012e000002ZLgIAAWResearch Contract,Research ContractConstruction & Construction Materials
0,Grants,Not supported,NotGiven,NotGiven,0,Services,Business & Professional,SME (small to medium enterprise),1,0,2018,8,1,GrantsSME (small to medium enterprise),NotGivenGrants,GrantsServices
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,University,1,0,2017,1,2,Custom Education (MSPACE Included)University,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,Multinational / Other Large Corporate,1,1,2018,6,0,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractDefence
0,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Entertainment & Creative Industries,Government: Australia: Local & State,1,0,2019,5,0,Research ContractGovernment: Australia: Local & State,0012e000002ZLgIAAWResearch Contract,Research ContractServices
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,NotGiven,0,Services,Education,University,1,0,2017,11,2,Research ContractUniversity,0012e000002ZmnxAACResearch Contract,Research ContractServices
0,Grants,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,Multinational / Other Large Corporate,1,1,2019,8,0,GrantsMultinational / Other Large Corporate,0012e000002ZmnxAACGrants,GrantsDefence
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,NotGiven,0,Services,Education,University,1,0,2016,5,0,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,Government: International,1,0,2019,7,1,Research ContractGovernment: International,0012e000002ZmnxAACResearch Contract,Research ContractDefence
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Energy & Utilities,Energy & Utilities,CRC (Co-operative Research Centre),1,0,2019,8,1,Research ContractCRC (Co-operative Research Centre),0012e000002ZmnxAACResearch Contract,Research ContractEnergy & Utilities
0,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,SME (small to medium enterprise),1,0,2019,10,1,Research ContractSME (small to medium enterprise),0012e000002ZLgIAAWResearch Contract,Research ContractConstruction & Construction Materials
0,Research Contract,RIC-RE&D,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Government: International,1,0,2019,8,1,Research ContractGovernment: International,0012e000002ZLg7AAGResearch Contract,Research ContractDefence
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Community,Not for profit,1,0,2016,7,3,Custom Education (MSPACE Included)Not for profit,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,NotGiven,0,Agriculture & Horticulture,Agriculture & Horticulture,Multinational / Other Large Corporate,1,0,2018,4,0,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractAgriculture & Horticulture
0,Research Contract,RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Financial & Insurance,SME (small to medium enterprise),1,0,2017,8,2,Research ContractSME (small to medium enterprise),0012e000002ZLgIAAWResearch Contract,Research ContractServices
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Materials: Chemicals & Industrial Metals,Materials: Chemicals & Industrial Metals,Multinational / Other Large Corporate,1,0,2017,6,2,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractMaterials: Chemicals & Industrial Metals
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,0,2016,7,3,Custom Education (MSPACE Included)Government: Australia: Local & State,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Ym9QAAS,1,Technology: IT & Telephone Services,Technology: IT & Telephone Services,Multinational / Other Large Corporate,1,1,2019,7,1,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractTechnology: IT & Telephone Services
0,Grants,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Public Administration,Public Administration,Government: Australia: Federal,1,1,2019,2,0,GrantsGovernment: Australia: Federal,0012e000002ZLgIAAWGrants,GrantsPublic Administration
0,Internship,RIC RE&D and BD&I,0012e000002ZmnxAAC,NotGiven,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,2017,10,2,InternshipGovernment: Australia: Local & State,0012e000002ZmnxAACInternship,InternshipPublic Administration
1,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,2019,8,1,Custom Education (MSPACE Included)Not for profit,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,2019,7,1,Research ContractGovernment: Australia: Local & State,0012e000002ZmnxAACResearch Contract,Research ContractPublic Administration
0,Parent Grant,RIC-BD&I,NotGiven,NotGiven,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,2019,5,1,Parent GrantGovernment: Australia: Federal,NotGivenParent Grant,Parent GrantPublic Administration
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,NotGiven,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,2017,10,2,Research ContractGovernment: Australia: Local & State,0012e000002ZmnxAACResearch Contract,Research ContractPublic Administration
1,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,2016,8,3,Consultancy (Non-research)Not for profit,0012e000002Zmo0AACConsultancy (Non-research),Consultancy (Non-research)Services
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Ym9QAAS,1,Public Administration,Public Administration,Government: Australia: Federal,1,0,2019,9,2,Research ContractGovernment: Australia: Federal,0012e000002ZmnxAACResearch Contract,Research ContractPublic Administration
0,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,SME (small to medium enterprise),1,0,2019,7,1,Research ContractSME (small to medium enterprise),0012e000002ZLgIAAWResearch Contract,Research ContractConstruction & Construction Materials
0,Internship,RIC RE&D and BD&I,0012e000002ZmnxAAC,NotGiven,0,Materials: Chemicals & Industrial Metals,Materials: Chemicals & Industrial Metals,Multinational / Other Large Corporate,1,0,2017,11,2,InternshipMultinational / Other Large Corporate,0012e000002ZmnxAACInternship,InternshipMaterials: Chemicals & Industrial Metals
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,2016,1,0,Custom Education (MSPACE Included)Not for profit,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Defence,Defence,SME (small to medium enterprise),1,1,2019,9,1,Research ContractSME (small to medium enterprise),0012e000002ZmnxAACResearch Contract,Research ContractDefence
0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Construction & Construction Materials,Construction & Construction Materials,Government: International,1,0,2017,5,3,Custom Education (MSPACE Included)Government: International,0012e000002ZLgIAAWCustom Education (MSPACE Included),Custom Education (MSPACE Included)Construction & Construction Materials
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Services,Business & Professional,Multinational / Other Large Corporate,1,0,2018,11,1,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractServices
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Community,Not for profit,1,0,2018,4,0,Custom Education (MSPACE Included)Not for profit,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Research Contract,RIC-BD&I,NotGiven,NotGiven,0,Defence,Defence,SME (small to medium enterprise),1,1,2019,3,0,Research ContractSME (small to medium enterprise),NotGivenResearch Contract,Research ContractDefence
0,Grants,RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Entertainment & Creative Industries,Government: Australia: Local & State,1,0,2018,6,0,GrantsGovernment: Australia: Local & State,0012e000002ZLgIAAWGrants,GrantsServices
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,Government: International,1,0,2019,5,0,Research ContractGovernment: International,0012e000002ZmnxAACResearch Contract,Research ContractDefence
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,2017,11,1,Custom Education (MSPACE Included)Not for profit,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Internship,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Z4JyAAK,0,Defence,Defence,SME (small to medium enterprise),1,1,2019,9,1,InternshipSME (small to medium enterprise),0012e000002ZmnxAACInternship,InternshipDefence
1,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZLgIAAW,NotGiven,0,Services,Financial & Insurance,SME (small to medium enterprise),1,0,2017,8,1,Consultancy (Non-research)SME (small to medium enterprise),0012e000002ZLgIAAWConsultancy (Non-research),Consultancy (Non-research)Services
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,Government: International,1,0,2019,5,1,Research ContractGovernment: International,0012e000002ZmnxAACResearch Contract,Research ContractDefence
1,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,2018,11,1,Custom Education (MSPACE Included)Not for profit,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Internship,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Ym9QAAS,0,Defence,Defence,SME (small to medium enterprise),1,1,2019,2,0,InternshipSME (small to medium enterprise),0012e000002ZmnxAACInternship,InternshipDefence
0,Research Contract,RIC-BD&I,0012e000002ZLgIAAW,NotGiven,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,2018,8,1,Research ContractGovernment: Australia: Local & State,0012e000002ZLgIAAWResearch Contract,Research ContractPublic Administration
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,Government: International,1,0,2019,5,1,Research ContractGovernment: International,0012e000002ZmnxAACResearch Contract,Research ContractDefence
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,2016,6,3,Custom Education (MSPACE Included)Not for profit,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Ym9QAAS,0,Defence,Defence,SME (small to medium enterprise),1,1,2019,3,0,Research ContractSME (small to medium enterprise),0012e000002ZmnxAACResearch Contract,Research ContractDefence
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002Z51eAAC,0,Services,Education,University,1,0,2016,10,1,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Grants,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Health,Research Tools/Consumables,Multinational / Other Large Corporate,1,0,2018,1,1,GrantsMultinational / Other Large Corporate,0012e000002ZmnxAACGrants,GrantsHealth
1,Custom Education (MSPACE Included),RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Not for profit,1,0,2018,11,1,Custom Education (MSPACE Included)Not for profit,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Defence,Defence,Multinational / Other Large Corporate,1,1,2018,4,1,Research ContractMultinational / Other Large Corporate,NotGivenResearch Contract,Research ContractDefence
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002Z51eAAC,0,Services,Education,University,1,0,2016,10,3,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,Multinational / Other Large Corporate,1,0,2017,11,2,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractDefence
0,Sponsorship,RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,2019,5,1,SponsorshipGovernment: Australia: Local & State,0012e000002Zmo0AACSponsorship,SponsorshipServices
0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,Multinational / Other Large Corporate,1,0,2017,11,2,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractDefence
0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmOZAA0,0012e000002Z51eAAC,0,Services,Education,University,1,0,2016,9,1,Custom Education (MSPACE Included)University,0012e000002ZmOZAA0Custom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,NotGiven,0,Defence,Defence,Multinational / Other Large Corporate,1,1,2018,2,1,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractDefence
1,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,2016,1,0,Consultancy (Non-research)Government: Australia: Local & State,0012e000002Zmo0AACConsultancy (Non-research),Consultancy (Non-research)Services
0,Research Contract,RIC-BD&I,NotGiven,NotGiven,0,Defence,Defence,Multinational / Other Large Corporate,1,0,2019,3,0,Research ContractMultinational / Other Large Corporate,NotGivenResearch Contract,Research ContractDefence
0,Internship,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Ym9QAAS,0,Defence,Defence,Multinational / Other Large Corporate,1,1,2018,12,1,InternshipMultinational / Other Large Corporate,0012e000002ZmnxAACInternship,InternshipDefence
0,Research Contract,RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,2017,10,1,Research ContractGovernment: Australia: Local & State,0012e000002Zmo0AACResearch Contract,Research ContractServices
0,Research Contract,Not supported,NotGiven,NotGiven,0,Services,Environmental,Government: Australia: Local & State,1,0,2018,11,1,Research ContractGovernment: Australia: Local & State,NotGivenResearch Contract,Research ContractServices
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,Multinational / Other Large Corporate,1,1,2018,7,0,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractDefence
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,2018,6,0,Custom Education (MSPACE Included)Government: Australia: Local & State,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZmnxAAC,NotGiven,0,Services,Environmental,Government: Australia: Local & State,1,0,2018,5,0,Consultancy (Non-research)Government: Australia: Local & State,0012e000002ZmnxAACConsultancy (Non-research),Consultancy (Non-research)Services
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Defence,Defence,Multinational / Other Large Corporate,1,1,2019,7,1,Research ContractMultinational / Other Large Corporate,0012e000002ZmnxAACResearch Contract,Research ContractDefence
1,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,2016,7,3,Custom Education (MSPACE Included)Government: Australia: Local & State,0012e000002Zmo0AACCustom Education (MSPACE Included),Custom Education (MSPACE Included)Services
0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,NotGiven,0,Services,Environmental,Government: Australia: Local & State,1,0,2018,6,1,Research ContractGovernment: Australia: Local & State,0012e000002ZmnxAACResearch Contract,Research ContractServices
1,Sponsorship,RIC-BD&I,0012e000002Zmo0AAC,NotGiven,0,Services,Education,Government: Australia: Local & State,1,1,2019,4,0,SponsorshipGovernment: Australia: Local & State,0012e000002Zmo0AACSponsorship,SponsorshipServices
