StageName,RecordType.Name,RICE_Supported__c,Actual_Close_Date__c,Lead_Faculty__c,Lead_School__c,Parent_Opportunity__c,RecordType.Name.1,Industry,Industry_Sub_Type__c,Business_Type__c,Is_External__c,ParentId,CloseYear,CloseMonth,CreatedYear,CreatedMonth,time_length
Identifying,Research Contract,RIC-BD&I,1,0012e000002ZmnxAAC,0012e000002Ym9QAAS,0,Business Organization,Defence,,Government: Australia: Federal,1,0,2020,5,2019,6,1
Developing,Research Contract,RIC-BD&I,0,0012e000002ZLgJAAW,0012e000002Zt0YAAS,0,Business Organization,Services,Financial & Insurance,Large Australian Corporate,1,1,2020,9,2018,9,2
Proposing,Research Contract,RIC-BD&I,0,0012e000002ZLgJAAW,0012e000002Zt0YAAS,0,Business Organization,Services,Financial & Insurance,Large Australian Corporate,1,1,2020,9,2019,6,1
Proposing,Research Contract,Not supported,0,0012e000002Zmo0AAC,NotGiven,0,Business Organization,Services,Engineering and Scientific,Not for profit,1,0,2020,6,2019,6,1
Identifying,Research Contract,RIC-BD&I,0,0012e000002ZLgJAAW,0012e000002Zt0XAAS,0,Business Organization,Agriculture & Horticulture,,Multinational / Other Large Corporate,1,0,2020,10,2019,6,1
Developing,Research Contract,Not supported,0,0012e000002Zmo0AAC,NotGiven,0,Business Organization,Public Administration,,Government: International,1,0,2020,10,2019,8,1
Closing,Research Contract,RIC-BD&I,1,0012e000002ZLgJAAW,0012e000002YoYUAA0,0,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,1,1,2020,7,2019,10,1
Identifying,Research Contract,RIC-RE&D,0,0012e000002ZLgJAAW,0012e000002YneJAAS,0,Business Organization,Services,Business & Professional,Large Australian Corporate,1,0,2020,4,2019,10,1
Proposing,Research Contract,RIC-BD&I,0,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Business Organization,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),1,1,2020,9,2018,10,2
Application,Grants,RIC-BD&I,0,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2021,1,2019,8,2
Awaiting Results,Grants,RIC-BD&I,0,0012e000002ZmnxAAC,0012e000002Ym9QAAS,1,Business Organization,Public Administration,,Government: Australia: Federal,1,0,2020,11,2019,8,1
Developing,Technology Transfer,RIC-BD&I,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,2020,12,2018,3,2
Awaiting Results,Grants,RIC RE&D and BD&I,0,0012e000002ZGfbAAG,0012e000002Zt10AAC,1,Business Organization,Public Administration,,Government: Australia: Federal,1,1,2020,12,2019,9,1
Execute Contract,Grants,Not supported,0,0012e000002ZmOZAA0,0012e000002ZLgBAAW,1,Business Organization,Public Administration,,Government: Australia: Federal,1,0,2020,6,2019,6,1
Closing,Research Contract,RIC-BD&I,0,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,University Department,Education,,Not for profit,0,1,2020,12,2019,6,1
Identifying,Custom Education (MSPACE Included),RIC-BD&I,1,0012e000002ZmOZAA0,0012e000002Z51eAAC,0,Business Organization,Services,Education,University,1,0,2020,6,2019,2,1
Closing,Custom Education (MSPACE Included),Not supported,1,0012e000002ZmOZAA0,0012e000002Z51eAAC,0,Business Organization,Services,Education,University,1,0,2021,5,2018,5,3
Proposing,Research Contract,RIC-BD&I,1,0012e000002ZLgJAAW,0012e000002Zt0YAAS,0,Business Organization,Services,Financial & Insurance,Large Australian Corporate,1,1,2020,8,2018,9,2
Identifying,Research Contract,RIC-BD&I,0,0012e000002ZLgJAAW,0012e000002Zt0XAAS,0,Business Organization,Services,Financial & Insurance,Multinational / Other Large Corporate,1,1,2020,9,2019,9,1
Proposing,Custom Education (MSPACE Included),RIC-BD&I,1,0012e000002Zmo0AAC,NotGiven,0,Business Organization,Services,Education,Not for profit,1,0,2020,5,2019,7,1
Proposing,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002Zmo0AAC,NotGiven,0,Business Organization,Services,Education,Not for profit,1,0,2020,10,2019,8,1
Identifying,Consultancy (Non-research),RIC-BD&I,0,0012e000002Zmo0AAC,NotGiven,0,Business Organization,Services,Education,Government: International,1,0,2020,12,2019,9,1
Proposing,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002Zmo0AAC,NotGiven,0,Business Organization,Services,Education,Government: International,1,0,2020,12,2019,7,1
Application,Grants,RIC-RE&D,0,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2021,3,2019,8,2
Proposing,Research Contract,RIC-BD&I,1,0012e000002ZmnxAAC,0012e000002YoY7AAK,0,Business Organization,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",SME (small to medium enterprise),1,0,2019,11,2018,1,1
Submitting,Parent Grant,RIC-RE&D,0,NotGiven,NotGiven,1,Business Organization,Health,Biotechnology (non-Pharma),PFRO (Publicly-Funded Research Organisation),1,0,2020,10,2019,11,1
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Business Organization,Health,Biotechnology (non-Pharma),PFRO (Publicly-Funded Research Organisation),1,0,2020,6,2019,11,1
Awaiting Results,Grants,RIC RE&D and BD&I,0,0012e000002ZmnxAAC,0012e000002YoY7AAK,1,Business Organization,Health,Medical Devices,SME (small to medium enterprise),1,0,2020,11,2019,11,1
Application,Grants,RIC RE&D and BD&I,0,0012e000002ZGfbAAG,0012e000002Z6AWAA0,1,Business Organization,Public Administration,,Government: Australia: Federal,1,1,2021,1,2019,11,2
Closing,Research Contract,RIC-RE&D,0,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Business Organization,Defence,,Government: Australia: Federal,1,0,2020,7,2019,11,1
Identifying,Research Contract,RIC-RE&D,0,0012e000002ZGfbAAG,0012e000002Z6AWAA0,0,Business Organization,Defence,,Government: Australia: Federal,1,0,2020,9,2019,11,1
Awaiting Results,Grants,RIC RE&D and BD&I,1,0012e000002ZGfbAAG,0012e000002Zt1FAAS,1,Business Organization,Health,Biotechnology (non-Pharma),PFRO (Publicly-Funded Research Organisation),1,0,2020,6,2019,11,1
Awaiting Results,Parent Grant,RIC-RE&D,0,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,11,2019,11,1
Application,Grants,RIC-RE&D,0,0012e000002ZGfbAAG,0012e000002Zt0jAAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,7,2019,11,1
Proposing,Research Contract,RIC-BD&I,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,4,2019,11,1
Identifying,Research Contract,RIC-BD&I,1,0012e000002Zt1RAAS,0012e000002YnrYAAS,0,Business Organization,Public Administration,,Government: Australia: Local & State,1,1,2020,5,2019,11,1
Developing,Research Contract,RIC-BD&I,0,0012e000002ZLg7AAG,0012e000002Z3pPAAS,1,Business Organization,Technology: IT & Telephone Services,,Not for profit,1,0,2021,3,2019,11,2
Identifying,Research Contract,RIC-BD&I,0,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Services,Engineering and Scientific,SME (small to medium enterprise),1,0,2021,6,2019,11,2
Developing,Research Contract,RIC-BD&I,0,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Business Organization,Mining & Refining,,Large Australian Corporate,1,0,2020,11,2019,11,1
Application,Grants,RIC-RE&D,0,0012e000002ZGfbAAG,0012e000002Zt20AAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2022,12,2019,11,3
Application,Grants,RIC-RE&D,0,0012e000002ZGfbAAG,0012e000002Zt21AAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,7,2019,11,1
Negotiation / Propose,Co-Location,RIC-RE&D,0,NotGiven,NotGiven,0,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),1,0,2020,5,2019,11,1
Awaiting Results,Grants,RIC RE&D and BD&I,1,0012e000002ZGfbAAG,0012e000002Z67WAAS,1,Business Organization,Health,Biotechnology (non-Pharma),PFRO (Publicly-Funded Research Organisation),1,0,2020,6,2019,11,1
Pre-submission,Parent Grant,RIC-BD&I,0,NotGiven,NotGiven,0,Business Organization,Public Administration,,Government: Australia: Federal,1,0,2030,1,2019,11,11
Application,Grants,RIC-BD&I,0,0012e000002ZLgIAAW,NotGiven,1,Business Organization,Public Administration,,Government: Australia: Federal,1,0,2021,6,2019,11,2
Awaiting Results,Grants,RIC-BD&I,0,0012e000002ZGfbAAG,0012e000002Zt0nAAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2021,1,2019,11,2
Awaiting Results,Grants,RIC-BD&I,0,0012e000002ZGfbAAG,0012e000002Z6AWAA0,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2021,1,2019,11,2
Awaiting Results,Grants,RIC-BD&I,0,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2021,1,2019,11,2
Closing,Custom Education (MSPACE Included),Not supported,1,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Business Organization,Veterinary,,Not for profit,1,0,2020,3,2019,12,1
Closing,Custom Education (MSPACE Included),Not supported,0,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Business Organization,Veterinary,,SME (small to medium enterprise),1,0,2020,11,2019,12,1
Developing,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Business Organization,Agriculture & Horticulture,,RDC (Rural Research and Development Corporations),1,0,2020,10,2019,12,1
Developing,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Business Organization,Veterinary,,SME (small to medium enterprise),1,0,2020,9,2019,12,1
Awaiting Results,Parent Grant,RIC-RE&D,1,NotGiven,NotGiven,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,6,2019,12,1
Awaiting Results,Parent Grant,RIC-RE&D,0,NotGiven,NotGiven,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,6,2019,12,1
Closed,Parent Grant,RIC-RE&D,1,NotGiven,NotGiven,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,6,2019,12,1
Awaiting Results,Parent Grant,RIC-RE&D,1,NotGiven,NotGiven,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,6,2019,12,1
Awaiting Results,Parent Grant,RIC-RE&D,1,NotGiven,NotGiven,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,6,2019,12,1
Awaiting Results,Parent Grant,RIC-RE&D,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,6,2019,12,1
Pre-submission,Parent Grant,RIC-RE&D,0,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,8,2019,12,1
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Zt1MAAS,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,6,2019,12,1
Proposing,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002Zmo0AAC,NotGiven,0,Business Organization,Services,Education,Government: Australia: Local & State,1,0,2021,1,2019,11,2
Proposing,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002Zmo0AAC,NotGiven,0,Business Organization,Services,Education,Government: Australia: Local & State,1,0,2021,1,2019,11,2
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Zt20AAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,6,2019,12,1
Proposing,Competitive Bid,RIC-BD&I,1,0012e000002Zmo0AAC,NotGiven,0,Business Organization,Services,Community,Not for profit,1,0,2020,7,2019,12,1
Negotiation / Propose,Co-Location,RIC-RE&D,1,NotGiven,NotGiven,0,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),1,0,2020,9,2019,11,1
Developing,Custom Education (MSPACE Included),RIC-BD&I,1,0012e000002Zt1RAAS,0012e000002YnrYAAS,0,Business Organization,Public Administration,,Government: Australia: Local & State,1,1,2020,10,2019,11,1
Awaiting Results,Parent Grant,RIC-RE&D,1,NotGiven,NotGiven,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,6,2019,12,1
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Zt0jAAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,6,2019,12,1
Closing,Consultancy (Non-research),RIC-BD&I,1,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Business Organization,Manufacturing & R&D,Food & Beverage,SME (small to medium enterprise),1,0,2020,1,2019,11,1
Awaiting Results,Grants,RIC RE&D and BD&I,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Business Organization,Health,Biotechnology (non-Pharma),PFRO (Publicly-Funded Research Organisation),1,0,2020,9,2019,11,1
Awaiting Results,Grants,RIC RE&D and BD&I,0,0012e000002ZGfbAAG,0012e000002Zt0nAAC,1,Business Organization,Health,Medical Devices,SME (small to medium enterprise),1,0,2020,9,2019,11,1
Awaiting Results,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Services,Community,Not for profit,1,0,2020,12,2019,12,1
Identifying,Research Contract,RIC-BD&I,0,0012e000002ZLgIAAW,NotGiven,0,Business Organization,Services,Business & Professional,SME (small to medium enterprise),1,0,2020,12,2019,12,1
Proposing,Research Contract,RIC-BD&I,1,0012e000002ZLgJAAW,0012e000002YoYUAA0,0,Business Organization,Technology: IT & Telephone Services,,Not for profit,1,0,2020,3,2019,12,1
Closed,Parent Grant,RIC-BD&I,1,NotGiven,NotGiven,0,Business Organization,Public Administration,,Government: International,1,0,2020,9,2019,12,1
Awaiting Results,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Services,Community,Not for profit,1,0,2020,12,2019,12,1
Proposing,Research Contract,RIC-RE&D,0,0012e000002ZGfbAAG,0012e000002Zt0rAAC,0,Business Organization,Public Administration,,Government: Australia: Local & State,1,0,2020,8,2019,12,1
Proposing,Custom Education (MSPACE Included),RIC-BD&I,1,0012e000002Zmo0AAC,NotGiven,0,Business Organization,Services,Education,Government: International,1,1,2021,3,2019,12,2
Developing,Consultancy (Non-research),RIC-BD&I,1,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Business Organization,Manufacturing & R&D,Food & Beverage,SME (small to medium enterprise),1,0,2020,3,2019,12,1
Pre-submission,Parent Grant,RIC-RE&D,0,NotGiven,NotGiven,0,Business Organization,Public Administration,,Government: Australia: Federal,1,1,2025,12,2019,12,6
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZLg7AAG,0012e000002Zt0bAAC,1,Business Organization,Health,Medical Devices,SME (small to medium enterprise),1,0,2021,2,2019,12,2
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Zt20AAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,6,2019,12,1
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Business Organization,Health,Biotechnology (non-Pharma),PFRO (Publicly-Funded Research Organisation),1,0,2020,6,2019,12,1
Application,Grants,RIC-BD&I,0,0012e000002ZmnxAAC,0012e000002YmBqAAK,1,Business Organization,Public Administration,,Government: Australia: Federal,1,0,2022,3,2019,12,3
Pre-submission,Parent Grant,RIC-BD&I,0,NotGiven,NotGiven,0,Business Organization,Public Administration,,Government: Australia: Federal,1,0,2021,12,2019,12,2
Developing,Custom Education (MSPACE Included),RIC-BD&I,1,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,1,0,2020,3,2019,12,1
Proposing,Research Contract,RIC-BD&I,0,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Business Organization,Mining & Refining,,Large Australian Corporate,1,0,2020,10,2019,12,1
Submitting,Parent Grant,RIC-RE&D,1,NotGiven,NotGiven,0,Business Organization,Public Administration,,Government: Australia: Federal,1,1,2020,6,2019,12,1
Application,Grants,RIC RE&D and BD&I,1,0012e000002ZLg7AAG,0012e000002Z3pPAAS,1,Business Organization,Public Administration,,Government: Australia: Federal,1,1,2020,12,2019,12,1
Awaiting Results,Grants,RIC RE&D and BD&I,1,0012e000002ZGfbAAG,0012e000002Zt10AAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,12,2019,12,1
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,12,2019,12,1
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Business Organization,Health,Biotechnology (non-Pharma),PFRO (Publicly-Funded Research Organisation),1,0,2020,6,2019,12,1
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,7,2019,12,1
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Zt0jAAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,7,2019,12,1
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,7,2019,12,1
Awaiting Results,Parent Grant,RIC-RE&D,1,NotGiven,NotGiven,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,6,2019,12,1
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Zt21AAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,6,2019,12,1
Awaiting Results,Parent Grant,RIC-RE&D,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,6,2019,12,1
Awaiting Results,Parent Grant,RIC-RE&D,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,6,2019,12,1
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Z6AWAA0,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,6,2019,12,1
Awaiting Results,Parent Grant,RIC-RE&D,0,NotGiven,NotGiven,0,Business Organization,Public Administration,,Government: Australia: Federal,1,1,2020,12,2019,12,1
Closed,Parent Grant,RIC-BD&I,1,NotGiven,NotGiven,0,Business Organization,Health,Pharmaceuticals,Large Australian Corporate,1,0,2020,3,2019,12,1
Proposing,Research Contract,RIC-BD&I,0,0012e000002ZmnxAAC,0012e000002Z4JyAAK,1,Business Organization,Agriculture & Horticulture,,Multinational / Other Large Corporate,1,0,2021,2,2019,12,2
Developing,Custom Education (MSPACE Included),RIC-BD&I,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Business Organization,Services,Education,Government: International,1,0,2021,2,2019,12,2
Developing,Panel,RIC-BD&I,0,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Business Organization,Services,Environmental,Government: Australia: Federal,1,0,2020,9,2019,12,1
Developing,Research Contract,RIC-BD&I,1,NotGiven,NotGiven,0,Business Organization,Services,Community,Not for profit,1,0,2019,12,2019,12,0
Pre-submission,Parent Grant,RIC-RE&D,0,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2030,7,2019,12,11
Awaiting Results,Parent Grant,RIC-RE&D,1,NotGiven,NotGiven,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,7,2019,12,1
Awaiting Results,Parent Grant,RIC-RE&D,1,NotGiven,NotGiven,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,7,2019,12,1
Closed,Parent Grant,RIC-BD&I,1,NotGiven,NotGiven,0,Business Organization,Health,Biotechnology (non-Pharma),PFRO (Publicly-Funded Research Organisation),1,0,2020,7,2019,12,1
Developing,Research Contract,RIC-BD&I,0,0012e000002ZmnxAAC,0012e000002YmVtAAK,0,Business Organization,Services,Community,Government: Australia: Local & State,1,0,2020,9,2019,12,1
Pre-submission,Parent Grant,RIC-BD&I,0,NotGiven,NotGiven,0,Business Organization,Public Administration,,Government: Australia: Federal,1,0,2021,4,2019,12,2
Closed,Parent Grant,RIC-BD&I,1,NotGiven,NotGiven,0,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,2020,2,2019,12,1
Identifying,Custom Education (MSPACE Included),RIC-BD&I,1,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Business Organization,Services,Business & Professional,Multinational / Other Large Corporate,1,0,2020,8,2019,12,1
Identifying,Custom Education (MSPACE Included),RIC-BD&I,1,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Business Organization,Services,Financial & Insurance,Government: International,1,0,2020,8,2019,12,1
Developing,Custom Education (MSPACE Included),RIC-BD&I,1,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Business Organization,Services,Education,University,1,0,2020,10,2019,12,1
Identifying,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Business Organization,Services,Education,University,1,0,2021,3,2019,12,2
Identifying,Consultancy (Non-research),RIC-BD&I,1,NotGiven,NotGiven,0,Business Organization,Public Administration,,Government: Australia: Local & State,1,1,2020,7,2019,12,1
Identifying,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Business Organization,Mining & Refining,,SME (small to medium enterprise),1,0,2020,12,2019,12,1
Developing,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002ZmOZAA0,0012e000002ZLgBAAW,0,Business Organization,Services,Education,University,1,0,2021,12,2019,12,2
Identifying,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000003hllpAAA,0012e000002Zt25AAC,0,Business Organization,Services,Education,University,1,0,2020,7,2019,12,1
Awaiting Results,Parent Grant,RIC-BD&I,0,NotGiven,NotGiven,0,Business Organization,Public Administration,,Government: Australia: Federal,1,1,2020,9,2019,12,1
Awaiting Results,Grants,RIC-BD&I,0,0012e000002ZGfbAAG,0012e000002Zt20AAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2021,2,2019,12,2
Pre-submission,Parent Grant,RIC-BD&I,0,NotGiven,NotGiven,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2021,5,2019,12,2
Pre-submission,Parent Grant,RIC-BD&I,0,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2049,12,2019,12,30
Closed,Parent Grant,RIC-BD&I,1,NotGiven,NotGiven,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,6,2019,12,1
Developing,Custom Education (MSPACE Included),RIC-BD&I,1,0012e000002ZGfbAAG,0012e000002Zt0jAAC,0,Business Organization,Services,Education,University,1,0,2021,2,2019,12,2
Proposing,Consultancy (Non-research),RIC-BD&I,1,0012e000002Zmo0AAC,NotGiven,0,Business Organization,Services,Education,Government: Australia: Local & State,1,1,2020,3,2019,12,1
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Zt1FAAS,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,6,2020,1,0
Proposing,Custom Education (MSPACE Included),RIC-BD&I,0,0012e000002ZLgJAAW,0012e000002YlhnAAC,0,Business Organization,Public Administration,,Government: Australia: Local & State,1,0,2020,10,2020,1,0
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,12,2020,1,0
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,7,2020,1,0
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,7,2020,1,0
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,NotGiven,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,7,2020,1,0
Awaiting Results,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,12,2020,1,0
Pre-submission,Parent Grant,RIC-BD&I,0,NotGiven,NotGiven,0,Business Organization,Defence,,Government: Australia: Federal,1,0,2020,12,2020,1,0
Closed,Parent Grant,RIC-BD&I,1,NotGiven,NotGiven,0,Business Organization,Aquaculture & Fisheries,,Government: Australia: Federal,1,0,2020,6,2020,1,0
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Z6AWAA0,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,12,2020,1,0
Awaiting Results,Parent Grant,RIC-RE&D,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,6,2020,1,0
Submitting,Parent Grant,RIC-RE&D,0,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2050,12,2020,1,30
Awaiting Results,Parent Grant,RIC-RE&D,1,NotGiven,NotGiven,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,7,2020,1,0
Closed,Parent Grant,Not supported,1,NotGiven,NotGiven,0,Business Organization,Public Administration,,Government: Australia: Federal,1,0,2020,1,2020,1,0
Closed,Parent Grant,Not supported,1,NotGiven,NotGiven,0,Business Organization,Health,Health Care & Healthy Aging,Not for profit,1,0,2020,1,2020,1,0
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,12,2020,1,0
Pre-submission,Parent Grant,RIC-RE&D,0,NotGiven,NotGiven,0,Business Organization,Public Administration,,Government: Australia: Federal,1,1,2025,12,2020,1,5
Awaiting Results,Grants,RIC-RE&D,1,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,2020,6,2020,1,0
Application,Grants,RIC-RE&D,0,0012e000002ZGfbAAG,0012e000002Zt10AAC,1,Business Organization,Public Administration,,Government: Australia: Federal,1,1,2020,6,2020,1,0
Awaiting Results,Parent Grant,Not supported,0,NotGiven,NotGiven,0,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,1,0,2020,12,2020,1,0
Closed,Parent Grant,RIC-BD&I,1,NotGiven,NotGiven,0,Business Organization,Services,Education,University,1,0,2020,2,2020,1,0
