Id,StageName,RecordType.Name,RICE_Supported__c,Created_year,Crated_month,Close_year,Close_month,AccountId,Lead_Faculty__c,Parent_Opportunity__c,RecordType.Name.1,Industry,Business_Type__c,Is_External__c,ParentId
0062e000002HGKaAAO,Closed Lost,Research Contract,RIC RE&D and BD&I,2017,08,2001,11,0012e000003A6W0AAK,0012e000002ZmnxAAC,,Business Organization,Health,Government: Australia: Federal,External,
0062e000002HGkAAAW,Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,06,2001,11,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKBAA4,Closed Lost,Research Contract,RIC-BD&I,2017,08,2001,11,,0012e000002ZmnxAAC,,,,,,
0062e000002HGkbAAG,Closed Lost,Consultancy (Non-research),RIC-BD&I,2019,09,2013,11,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGkBAAW,Closed Lost,Research Contract,RIC-BD&I,2019,06,2029,8,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKCAA4,Closed Lost,Research Contract,RIC RE&D and BD&I,2017,09,2001,11,,0012e000002ZmnxAAC,,,,,,
0062e000002HGkcAAG,Closed Lost,Research Contract,RIC RE&D and BD&I,2018,06,1931,8,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKcAAO,Closed Lost,Internship,RIC RE&D and BD&I,2017,09,2001,11,0012e000003A76lAAC,0012e000002ZmnxAAC,,Business Organization,Technology: IT & Telephone Services,Multinational / Other Large Corporate,External,
0062e000002HGkCAAW,Closed Won,Research Contract,RIC-BD&I,2018,11,2013,12,0012e000003A6qTAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,
0062e000002HGKDAA4,Closed Lost,Grants,RIC RE&D and BD&I,2017,09,2001,11,,0012e000002ZmnxAAC,,,,,,
0062e000002HGkdAAG,Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,12,2001,11,0012e000003A6qTAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,
0062e000002HGKdAAO,Closed Lost,Research Contract,RIC RE&D and BD&I,2017,07,2001,11,0012e000003A76lAAC,0012e000002ZmnxAAC,,Business Organization,Technology: IT & Telephone Services,Multinational / Other Large Corporate,External,
0062e000002HGkDAAW,Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2018,04,1931,5,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKEAA4,Closed Lost,Research Contract,RIC RE&D and BD&I,2017,08,2001,11,,0012e000002ZmnxAAC,,,,,,
0062e000002HGkeAAG,Closed Won,Research Contract,RIC-BD&I,2018,11,1930,1,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKeAAO,Closed Lost,Research Contract,RIC RE&D and BD&I,2017,09,2001,11,0012e000003A78yAAC,0012e000002ZmnxAAC,,Business Organization,Public Administration,Government: Australia: Local & State,External,
0062e000002HGkEAAW,Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,04,2001,11,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKFAA4,Closed Lost,Research Contract,RIC RE&D and BD&I,2018,02,2001,11,0012e000003A716AAC,0012e000002ZmnxAAC,0062e000002HGQ3AAO,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HGkfAAG,Closed Won,Research Contract,RIC-BD&I,2019,02,2005,2,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKfAAO,Closed Lost,Research Contract,RIC RE&D and BD&I,2015,11,2001,11,,,,,,,,
0062e000002HGkFAAW,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2018,06,1931,1,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKGAA4,Closed Lost,Research Contract,RIC-BD&I,2019,05,1931,5,0012e000003A716AAC,0012e000002ZmnxAAC,,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HGkgAAG,Closed Won,Consultancy (Non-research),RIC RE&D and BD&I,2018,03,2001,11,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKgAAO,Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,2016,05,2001,11,,0012e000002ZmnzAAC,,,,,,
0062e000002HGkGAAW,Closed Lost,Consultancy (Non-research),RIC-BD&I,2019,09,2028,11,0012e000003A6qTAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,
0062e000002HGKHAA4,Closed Lost,Research Contract,RIC-BD&I,2018,09,1931,12,0012e000003A716AAC,0012e000002ZmnxAAC,,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HGkhAAG,Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,06,2001,11,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKhAAO,Closed Lost,Grants,RIC-BD&I,2017,11,2001,11,,0012e000002ZmnzAAC,,,,,,
0062e000002HGkHAAW,Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,2019,08,2023,12,0012e000003A6qTAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,
0062e000002HGKIAA4,Closed Lost,Research Contract,RIC-BD&I,2018,11,1930,6,0012e000003A716AAC,0012e000002ZLg7AAG,,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HGkiAAG,Closed Lost,Research Contract,RIC-BD&I,2018,12,2028,2,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKiAAO,Closed Lost,Research Contract,RIC-BD&I,2017,11,2001,11,,0012e000002ZmnzAAC,,,,,,
0062e000002HGkIAAW,Closed Won,Consultancy (Non-research),RIC RE&D and BD&I,2016,09,2003,12,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKJAA4,Closed Lost,Research Contract,RIC-BD&I,2019,05,1931,12,0012e000003A716AAC,0012e000002ZmnxAAC,,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HGkjAAG,Closed Lost,Research Contract,RIC RE&D and BD&I,2016,06,2016,9,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKjAAO,Closed Lost,Research Contract,RIC RE&D and BD&I,2016,11,2001,11,,0012e000002ZmnzAAC,,,,,,
0062e000002HGkJAAW,Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,10,2001,11,0012e000003A6qTAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,
0062e000002HGKKAA4,Closed Lost,Research Contract,RIC-BD&I,2019,04,1931,5,0012e000003A716AAC,0012e000002ZmnxAAC,,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HGkkAAG,Closed Lost,Research Contract,RIC RE&D and BD&I,2016,01,2001,11,0012e000003A6qZAAS,,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKkAAO,Closed Lost,Research Contract,Not supported,2018,08,2001,11,,0012e000002ZGfbAAG,,,,,,
0062e000002HGkKAAW,Closed Won,Research Contract,RIC RE&D and BD&I,2016,01,1931,3,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKLAA4,Closed Lost,Research Contract,RIC-BD&I,2019,03,1930,6,0012e000003A716AAC,0012e000002ZLg7AAG,,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HGklAAG,Closed Lost,Research Contract,RIC RE&D and BD&I,2016,04,2015,4,0012e000003A6qZAAS,,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKlAAO,Closed Lost,Research Contract,RIC RE&D and BD&I,2017,11,2001,11,,0012e000002ZmnxAAC,,,,,,
0062e000002HGkLAAW,Closed Won,Research Contract,RIC RE&D and BD&I,2016,01,2027,5,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKMAA4,Closed Lost,Research Contract,RIC-BD&I,2019,09,1930,6,0012e000003A79XAAS,0012e000002ZmnxAAC,0062e000002HHFjAAO,Business Organization,Public Administration,Government: Australia: Federal,External,
0062e000002HGkmAAG,Closed Lost,Research Contract,RIC RE&D and BD&I,2016,04,1930,6,0012e000003A6qZAAS,,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKmAAO,Closed Lost,Research Contract,RIC RE&D and BD&I,2016,10,2001,11,,0012e000002ZmnxAAC,,,,,,
0062e000002HGkMAAW,Closed Lost,Consultancy (Non-research),RIC RE&D and BD&I,2018,06,1930,11,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKNAA4,Closed Lost,Research Contract,RIC RE&D and BD&I,2018,04,1930,6,0012e000003A716AAC,0012e000002ZmnxAAC,,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HGknAAG,Closed Lost,Research Contract,RIC RE&D and BD&I,2016,09,2001,11,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKnAAO,Closed Lost,Research Contract,Not supported,2017,12,2001,11,,0012e000002ZGfbAAG,,,,,,
0062e000002HGkNAAW,Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2018,02,2001,11,0012e000003A6twAAC,0012e000002Zmo0AAC,,Business Organization,Services,Not for profit,External,
0062e000002HGKOAA4,Closed Lost,Research Contract,RIC RE&D and BD&I,2017,10,2001,11,0012e000003A716AAC,0012e000002ZmnxAAC,,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HGkoAAG,Closed Won,Research Contract,RIC RE&D and BD&I,2018,08,2001,11,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKoAAO,Closed Lost,Grants,RIC-BD&I,2019,08,1930,4,0012e000003A6FnAAK,0012e000002ZGfbAAG,0062e000002O6jrAAC,Business Organization,Health,Not for profit,External,
0062e000002HGkOAAW,Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2018,04,2028,6,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKPAA4,Developing,Research Contract,RIC-BD&I,2019,09,2027,4,0012e000003A716AAC,0012e000002ZmnxAAC,,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HGkpAAG,Closed Won,Research Contract,RIC RE&D and BD&I,2017,03,2001,11,0012e000003A6qZAAS,0012e000002Zmo0AAC,0062e000002HGkLAAW,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKpAAO,Closed Won,Research Contract,RIC RE&D and BD&I,2016,06,2001,11,,,,,,,,
0062e000002HGkPAAW,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,09,2001,11,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKQAA4,Closed Lost,Research Contract,RIC RE&D and BD&I,2018,02,2001,11,0012e000003A716AAC,0012e000002ZmnxAAC,0062e000002HGKRAA4,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HGkqAAG,Closed Won,Research Contract,RIC-BD&I,2018,07,1930,11,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKqAAO,Closed Won,Research Contract,RIC RE&D and BD&I,2016,03,2001,11,,,,,,,,
0062e000002HGkQAAW,Closed Lost,Research Contract,RIC RE&D and BD&I,2017,02,2001,11,0012e000003A6qTAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,
0062e000002HGKRAA4,Closed Lost,Research Contract,RIC RE&D and BD&I,2018,01,1931,5,0012e000003A716AAC,0012e000002ZmnxAAC,,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HGkrAAG,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,03,2001,11,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKrAAO,Closed Lost,Research Contract,RIC RE&D and BD&I,2017,03,2001,11,,0012e000002ZGfbAAG,,,,,,
0062e000002HGkRAAW,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,03,2001,11,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKSAA4,Closed Lost,Research Contract,RIC-BD&I,2019,06,1930,6,0012e000003A716AAC,0012e000002ZmnxAAC,,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HGksAAG,Closed Lost,Research Contract,RIC RE&D and BD&I,2016,06,2001,11,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKsAAO,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,08,2001,11,,0012e000002ZmnzAAC,,,,,,
0062e000002HGkSAAW,Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2018,01,2001,11,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKTAA4,Closed Lost,Research Contract,RIC-BD&I,2018,09,1931,12,0012e000003A716AAC,0012e000002ZmnxAAC,,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HGktAAG,Closed Won,Consultancy (Non-research),RIC RE&D and BD&I,2016,02,2028,4,0012e000003A6tqAAC,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,
0062e000002HGKtAAO,Closed Lost,Technology Transfer,RIC RE&D and BD&I,2016,04,2001,11,,0012e000002ZGfbAAG,,,,,,
0062e000002HGkTAAW,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,08,2015,8,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKUAA4,Closed Lost,Research Contract,RIC-BD&I,2019,04,1931,12,0012e000003A716AAC,0012e000002ZmnxAAC,,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HGkuAAG,Closed Lost,Research Contract,RIC RE&D and BD&I,2016,11,2009,12,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKuAAO,Closed Lost,Technology Transfer,RIC RE&D and BD&I,2016,08,2001,11,,0012e000002ZmnzAAC,,,,,,
0062e000002HGkUAAW,Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,11,2001,11,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKVAA4,Closed Lost,Research Contract,RIC-BD&I,2019,04,1931,7,0012e000003A716AAC,0012e000002ZmnxAAC,,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HGkvAAG,Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,07,2001,11,0012e000003A6qTAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,
0062e000002HGKvAAO,Closed Lost,Grants,Not supported,2018,08,2001,11,0012e000003A6uGAAS,,,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,
0062e000002HGkVAAW,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,09,2001,11,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKWAA4,Closed Lost,Research Contract,RIC-BD&I,2019,03,1930,6,0012e000003A716AAC,0012e000002ZmnxAAC,,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HGkwAAG,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2018,01,2001,11,0012e000003A6qTAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,
0062e000002HGKwAAO,Closed Lost,Grants,Not supported,2018,10,2001,11,0012e000003A6uNAAS,,,Business Organization,Services,SME (small to medium enterprise),External,
0062e000002HGkWAAW,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,12,2001,11,0012e000003A6p6AAC,0012e000002Zmo0AAC,,Business Organization,Services,Government: International,External,
0062e000002HGKXAA4,Closed Lost,Research Contract,RIC-BD&I,2019,04,1930,9,0012e000003A716AAC,0012e000002ZmnxAAC,,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HGkxAAG,Closed Won,Custom Education (MSPACE Included),RIC-BD&I,2018,11,2029,3,0012e000003A6qTAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,
0062e000002HGKxAAO,Closed Lost,Grants,Not supported,2018,08,2001,11,0012e000003A6uSAAS,,,Business Organization,Health,SME (small to medium enterprise),External,
0062e000002HGkXAAW,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,12,2001,11,0012e000003A6p6AAC,0012e000002Zmo0AAC,,Business Organization,Services,Government: International,External,
0062e000002HGKYAA4,Closed Lost,Research Contract,RIC-BD&I,2018,09,1931,12,0012e000003A716AAC,0012e000002ZmnxAAC,,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HGkyAAG,Closed Won,Research Contract,RIC-BD&I,2019,06,2028,6,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKyAAO,Closed Lost,Grants,Not supported,2018,08,2001,11,0012e000003A6uVAAS,,,Business Organization,Services,SME (small to medium enterprise),External,
0062e000002HGkYAAW,Closed Lost,Research Contract,RIC RE&D and BD&I,2017,07,2001,11,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKZAA4,Closed Lost,Research Contract,RIC-BD&I,2019,07,1930,6,0012e000003A716AAC,0012e000002ZmnxAAC,,Business Organization,Defence,Government: Australia: Federal,External,
0062e000002HGkzAAG,Closed Lost,Research Contract,RIC RE&D and BD&I,2018,09,2028,11,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGKzAAO,Closed Lost,Grants,Not supported,2018,08,2001,11,0012e000003A6u2AAC,,,Business Organization,Services,SME (small to medium enterprise),External,
0062e000002HGkZAAW,Closed Won,Research Contract,RIC RE&D and BD&I,2018,05,2008,6,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGl0AAG,Closed Lost,Research Contract,RIC-BD&I,2019,06,2028,6,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGL0AAO,Closed Lost,Grants,Not supported,2018,08,2001,11,0012e000003A6u7AAC,,,Business Organization,Manufacturing & R&D,SME (small to medium enterprise),External,
0062e000002HGl1AAG,Closed Lost,Research Contract,RIC RE&D and BD&I,2017,11,2001,11,0012e000003A6qTAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,
0062e000002HGL1AAO,Closed Lost,Grants,Not supported,2018,08,2001,11,0012e000003A6uLAAS,,,Business Organization,Services,SME (small to medium enterprise),External,
0062e000002HGl2AAG,Closed Won,Technology Transfer,RIC RE&D and BD&I,2018,07,2006,8,0012e000003A6qZAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,0012e000003A78yAAC
0062e000002HGL2AAO,Closed Lost,Grants,Not supported,2018,08,2001,11,0012e000003A6uXAAS,,,Business Organization,Health,SME (small to medium enterprise),External,
0062e000002HGl3AAG,Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,2018,08,2029,11,0012e000003A6kLAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: International,External,
0062e000002HGL3AAO,Closed Lost,Grants,Not supported,2018,07,2001,11,0012e000003A704AAC,,,Business Organization,Services,Not for profit,External,
0062e000002HGl4AAG,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,07,2001,11,0012e000003A77EAAS,0012e000002Zmo0AAC,,Business Organization,Services,Government: International,External,
0062e000002HGL4AAO,Closed Lost,Grants,Not supported,2018,08,2001,11,0012e000003A6OpAAK,,,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,
0062e000002HGl5AAG,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,07,2001,11,0012e000003A6pTAAS,0012e000002Zmo0AAC,,Business Organization,Services,Not for profit,External,
0062e000002HGL5AAO,Closed Lost,Grants,Not supported,2018,08,2001,11,0012e000003A6OsAAK,,,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,
0062e000002HGl6AAG,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,08,2014,8,0012e000003A6m6AAC,0012e000002Zmo0AAC,,Business Organization,Services,Multinational / Other Large Corporate,External,
0062e000002HGL6AAO,Closed Lost,Grants,Not supported,2018,08,2001,11,0012e000003A6OWAA0,,,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,
0062e000002HGl7AAG,Closed Lost,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,07,2001,11,0012e000003A6p5AAC,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,
0062e000002HGL7AAO,Closed Lost,Grants,Not supported,2018,08,2001,11,0012e000003A6OPAA0,,,Business Organization,Technology: IT & Telephone Services,Multinational / Other Large Corporate,External,
0062e000002HGl8AAG,Closed Won,Research Contract,RIC RE&D and BD&I,2018,03,2001,11,0012e000003A6q1AAC,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,
0062e000002HGL8AAO,Closed Lost,Grants,Not supported,2018,08,2001,11,0012e000003A6OcAAK,,,Business Organization,Technology: IT & Telephone Services,Large Australian Corporate,External,
0062e000002HGl9AAG,Closed Won,Consultancy (Non-research),RIC RE&D and BD&I,2016,12,2001,11,0012e000003A6q1AAC,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,
0062e000002HGL9AAO,Closed Lost,Grants,Not supported,2018,07,2001,11,0012e000003A6uEAAS,,,Business Organization,Manufacturing & R&D,SME (small to medium enterprise),External,
0062e000002HGLAAA4,Closed Lost,Grants,Not supported,2018,08,2001,11,0012e000003A6uYAAS,,,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,
0062e000002HGlaAAG,Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,08,2001,11,0012e000003A6pzAAC,0012e000002Zmo0AAC,,Business Organization,Services,Not for profit,External,
0062e000002HGLaAAO,Closed Lost,Grants,Not supported,2018,08,2001,11,0012e000003A6NuAAK,,,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,
0062e000002HGlAAAW,Closed Won,Research Contract,RIC-BD&I,2019,05,2026,7,0012e000003A781AAC,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Federal,External,0012e000003A6FfAAK
0062e000002HGLBAA4,Closed Lost,Grants,Not supported,2018,07,2001,11,0012e000003A6u0AAC,,,Business Organization,Manufacturing & R&D,Not for profit,External,
0062e000002HGlbAAG,Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2016,07,2001,11,0012e000003A6q3AAC,0012e000002Zmo0AAC,,Business Organization,Services,Government: Australia: Local & State,External,
0062e000002HGLbAAO,Closed Lost,Grants,Not supported,2018,08,2001,11,0012e000003A6PYAA0,,,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,
0062e000002HGlBAAW,Closed Lost,Custom Education (MSPACE Included),RIC-BD&I,2019,02,1930,6,0012e000003A6pPAAS,0012e000002Zmo0AAC,,Business Organization,Services,Not for profit,External,
0062e000002HGLCAA4,Closed Lost,Grants,Not supported,2018,08,2001,11,0012e000003A6u5AAC,,,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,
0062e000002HGlcAAG,Closed Won,Consultancy (Non-research),RIC-BD&I,2018,11,2025,4,0012e000003A6qLAAS,0012e000002Zmo0AAC,,Business Organization,Services,Not for profit,External,
0062e000002HGLcAAO,Closed Lost,Grants,Not supported,2018,08,2001,11,0012e000003A6u3AAC,,,Business Organization,Manufacturing & R&D,SME (small to medium enterprise),External,
0062e000002HGlCAAW,Closed Won,Research Contract,RIC RE&D and BD&I,2018,04,2001,11,0012e000003A6X6AAK,0012e000002Zmo0AAC,,Business Organization,Services,Not for profit,External,
0062e000002HGLDAA4,Closed Lost,Grants,Not supported,2018,08,2001,11,0012e000003A6u8AAC,,,Business Organization,Health,SME (small to medium enterprise),External,
0062e000002HGldAAG,Closed Won,Research Contract,RIC RE&D and BD&I,2017,10,2001,11,0012e000003A6r5AAC,0012e000002Zmo0AAC,,Business Organization,Services,Not for profit,External,
0062e000002HGLdAAO,Closed Lost,Grants,Not supported,2018,08,2001,11,0012e000003A6OQAA0,,,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,
0062e000002HGlDAAW,Closed Won,Custom Education (MSPACE Included),RIC RE&D and BD&I,2017,02,2001,11,0012e000003A6qQAAS,0012e000002Zmo0AAC,,Business Organization,Services,University,External,
0062e000002HGLEAA4,Closed Lost,Grants,Not supported,2018,07,2001,11,0012e000003A6uFAAS,,,Business Organization,Manufacturing & R&D,SME (small to medium enterprise),External,
0062e000002HGleAAG,Closed Won,Research Contract,RIC RE&D and BD&I,2017,10,2001,11,0012e000003A6r5AAC,0012e000002Zmo0AAC,,Business Organization,Services,Not for profit,External,
0062e000002HGLeAAO,Closed Lost,Grants,Not supported,2018,08,2001,11,0012e000003A6OiAAK,,,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,
0062e000002HGlEAAW,Closed Won,Research Contract,RIC-BD&I,2018,11,1931,1,0012e000003A6aRAAS,0012e000002ZGfbAAG,,Business Organization,Services,Government: Australia: Local & State,External,
0062e000002HGLFAA4,Closed Lost,Grants,Not supported,2018,08,2001,11,0012e000003A6NlAAK,,,Business Organization,Construction & Construction Materials,Multinational / Other Large Corporate,External,0012e000003A6PoAAK
0062e000002HGlfAAG,Closed Won,Research Contract,RIC RE&D and BD&I,2017,10,2001,11,0012e000003A6r5AAC,0012e000002Zmo0AAC,,Business Organization,Services,Not for profit,External,
