,StageName,RecordType.Name,RICE_Supported__c,Lead_Faculty__c,Lead_School__c,Parent_Opportunity__c,Industry,Industry_Sub_Type__c,Business_Type__c,Is_External__c,ParentId,tasks_events,CreatedYear,CreatedMonth,year_length,RN,f_won_before
509,0,Consultancy (Non-research),RIC-BD&I,NotGiven,NotGiven,0,Services,Financial & Insurance,Government: Australia: Local & State,1,0,0,2019,8,0,3,0
510,0,Custom Education (MSPACE Included),Not supported,0012e000002ZmnxAAC,NotGiven,0,Services,Education,University,1,0,0,2018,4,1,194,1
511,0,Panel,RIC-BD&I,0012e000002ZFZYAA4,NotGiven,0,Agriculture & Horticulture,Agriculture & Horticulture,Government: Australia: Federal,1,0,0,2019,6,0,4,1
512,0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Education,Education,Not for profit,0,1,0,2018,6,0,1,0
513,0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Z6AWAA0,0,Public Administration,Public Administration,Government: Australia: Federal,1,0,0,2017,5,2,4,0
514,0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Public Administration,Public Administration,Government: International,1,1,0,2017,9,2,2,0
515,0,Consultancy (Non-research),RIC RE&D and BD&I,NotGiven,NotGiven,0,Services,Education,Government: Australia: Federal,1,0,0,2016,6,3,1,0
516,0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLgJAAW,NotGiven,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2018,11,1,5,1
517,0,Research Contract,RIC-BD&I,NotGiven,NotGiven,0,Public Administration,Public Administration,Government: International,1,0,0,2019,8,0,1,0
518,0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLgJAAW,NotGiven,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2018,11,1,6,1
519,0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZLg7AAG,NotGiven,0,Services,Engineering and Scientific,Large Australian Corporate,1,0,0,2019,4,1,1,0
520,0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Agriculture & Horticulture,Agriculture & Horticulture,Multinational / Other Large Corporate,1,0,0,2019,5,0,5,1
521,0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Mining & Refining,Mining & Refining,Multinational / Other Large Corporate,1,0,0,2016,12,3,2,0
522,0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Materials: Chemicals & Industrial Metals,Materials: Chemicals & Industrial Metals,Large Australian Corporate,1,0,0,2017,9,1,2,0
523,0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Defence,Defence,Multinational / Other Large Corporate,1,1,0,2018,8,1,2,0
524,0,Research Contract,Not supported,0012e000002ZLgJAAW,0012e000002YoYUAA0,0,Services,Education,University,1,0,0,2019,6,1,3,1
525,0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmnxAAC,0012e000002YmMXAA0,0,Services,Business & Professional,SME (small to medium enterprise),1,0,0,2018,7,0,2,0
526,0,Custom Education (MSPACE Included),RIC RE&D and BD&I,NotGiven,NotGiven,0,Manufacturing & R&D,Food & Beverage,Not for profit,1,0,0,2018,4,0,1,0
527,0,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002Zmo0AAC,NotGiven,0,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2016,6,3,2,0
528,1,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Energy & Utilities,Energy & Utilities,Government: International,1,0,0,2019,10,1,1,0
529,0,Grants,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,1,Health,Biotechnology (non-Pharma),PFRO (Publicly-Funded Research Organisation),1,0,0,2019,10,1,25,1
530,0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLg7AAG,NotGiven,0,Manufacturing & R&D,Aerospace,Multinational / Other Large Corporate,1,0,0,2016,12,3,1,0
531,0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Defence,Defence,Government: Australia: Federal,1,0,0,2017,9,2,7,1
532,0,Custom Education (MSPACE Included),RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Services,Education,University,1,0,0,2019,6,1,258,1
533,0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Mining & Refining,Mining & Refining,SME (small to medium enterprise),1,0,0,2018,8,1,3,1
534,1,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Public Administration,Public Administration,Government: Australia: Federal,1,0,0,2019,5,1,5,0
535,1,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Public Administration,Public Administration,Government: Australia: Federal,1,0,0,2019,5,1,6,0
536,0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Manufacturing & R&D,Food & Beverage,Multinational / Other Large Corporate,1,0,0,2018,6,2,1,0
537,0,Technology Transfer,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Education,Education,Not for profit,0,1,0,2017,1,2,1,0
538,0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2017,4,2,35,1
539,1,Grants,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2018,7,2,5,1
540,0,Grants,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Z3pPAAS,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2019,1,1,11,1
541,0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,1,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2017,11,2,15,1
542,0,Research Contract,RIC-BD&I,0012e000002ZmnxAAC,0012e000002Zt1PAAS,0,Energy & Utilities,Energy & Utilities,Large Australian Corporate,1,0,0,2019,3,1,1,0
543,0,Consultancy (Non-research),RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Services,Engineering and Scientific,Multinational / Other Large Corporate,1,0,0,2019,5,2,1,0
544,0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Manufacturing & R&D,Food & Beverage,SME (small to medium enterprise),1,0,0,2018,6,2,1,0
545,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Energy & Utilities,Energy & Utilities,Multinational / Other Large Corporate,1,0,0,2016,5,3,2,0
546,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Energy & Utilities,Energy & Utilities,Multinational / Other Large Corporate,1,0,0,2016,8,3,3,0
547,0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Construction & Construction Materials,Construction & Construction Materials,SME (small to medium enterprise),1,0,0,2018,12,1,1,0
548,0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),1,0,0,2017,11,2,2,0
549,0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Manufacturing & R&D,Food & Beverage,Multinational / Other Large Corporate,1,0,0,2018,11,1,1,0
550,0,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Medical Devices,SME (small to medium enterprise),1,0,0,2017,8,2,1,0
551,0,Research Contract,Not supported,0012e000002ZLg7AAG,0012e000002Z3pPAAS,0,Mining Equipment and Technology Services,Mining Equipment and Technology Services,Multinational / Other Large Corporate,1,0,0,2018,11,1,1,0
552,0,Grants,RIC-BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Services,Education,University,1,0,0,2018,8,1,1,0
553,0,Research Contract,RIC-BD&I,NotGiven,NotGiven,0,Energy & Utilities,Energy & Utilities,Government: Australia: Local & State,1,0,0,2018,8,1,1,0
554,0,Technology Transfer,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Veterinary,Veterinary,SME (small to medium enterprise),1,0,0,2016,6,3,1,0
555,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,Not for profit,1,0,0,2017,3,2,5,1
556,0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Manufacturing & R&D,Food & Beverage,SME (small to medium enterprise),1,0,0,2018,5,2,1,0
557,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Services,Financial & Insurance,SME (small to medium enterprise),1,0,0,2017,5,2,2,1
558,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Services,Financial & Insurance,SME (small to medium enterprise),1,0,0,2018,2,1,4,1
559,0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Construction & Construction Materials,Construction & Construction Materials,Multinational / Other Large Corporate,1,0,0,2019,3,1,1,0
560,0,Research Contract,Not supported,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,PFRO (Publicly-Funded Research Organisation),1,0,0,2018,8,1,1,0
561,1,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Construction & Construction Materials,Construction & Construction Materials,Large Australian Corporate,1,0,0,2018,10,2,1,0
562,0,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Services,Community,Not for profit,1,0,0,2016,6,3,1,0
563,0,Technology Transfer,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2016,11,3,1,0
564,0,Research Contract,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0,Transportation & Logistics,Transportation & Logistics,Not for profit,1,0,0,2019,3,1,1,0
565,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Services,"Retail, Travel, Hospitality & Leisure",SME (small to medium enterprise),1,0,0,2016,8,3,2,0
566,0,Research Contract,RIC-BD&I,NotGiven,0012e000002Z3pPAAS,0,Mining & Refining,Mining & Refining,PFRO (Publicly-Funded Research Organisation),1,0,0,2018,11,1,1,0
567,0,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Health,Health Care & Healthy Aging,Not for profit,1,0,0,2016,8,3,2,0
568,0,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0,Health,Diagnostics,SME (small to medium enterprise),1,0,0,2017,6,2,1,0
569,0,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2017,10,2,1,0
570,0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Health,Medical Devices,SME (small to medium enterprise),1,0,0,2016,7,3,1,0
571,0,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,NotGiven,0,Services,Education,University,1,0,0,2017,9,2,2,1
572,0,Technology Transfer,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2017,6,2,14,0
573,0,Technology Transfer,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2017,6,2,16,0
574,1,Grants,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,1,Public Administration,Public Administration,Government: Australia: Federal,1,0,1,2019,9,1,31,1
575,0,Grants,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,1,Public Administration,Public Administration,Government: Australia: Federal,1,1,0,2019,7,0,40,1
576,0,Technology Transfer,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2017,6,2,3,0
577,0,Technology Transfer,RIC-BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2017,6,2,15,0
578,0,Technology Transfer,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,1,2019,5,0,28,1
579,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Manufacturing & R&D,Food & Beverage,Multinational / Other Large Corporate,1,0,0,2016,9,3,1,0
580,0,Grants,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Public Administration,Public Administration,Government: Australia: Local & State,1,1,0,2018,7,0,19,1
581,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Health,Health Care & Healthy Aging,SME (small to medium enterprise),1,0,0,2016,6,3,1,0
582,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,NotGiven,0,Health,Biotechnology (non-Pharma),SME (small to medium enterprise),1,0,0,2016,8,3,2,0
583,0,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2018,11,1,1,0
584,0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Services,Business & Professional,SME (small to medium enterprise),1,0,0,2017,11,2,1,0
585,0,Custom Education (MSPACE Included),RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Agriculture & Horticulture,Agriculture & Horticulture,Not for profit,1,0,0,2016,6,3,1,0
586,1,Research Contract,Not supported,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Services,Community,PFRO (Publicly-Funded Research Organisation),1,0,1,2019,9,1,1,0
587,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,RDC (Rural Research and Development Corporations),1,0,0,2017,5,2,3,0
588,1,Consultancy (Non-research),RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Materials: Chemicals & Industrial Metals,Materials: Chemicals & Industrial Metals,SME (small to medium enterprise),1,0,1,2019,2,1,2,0
589,0,Technology Transfer,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2017,2,2,1,0
590,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,NotGiven,0,Energy & Utilities,Energy & Utilities,SME (small to medium enterprise),1,0,0,2016,3,3,1,0
591,0,Grants,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2016,11,3,2,0
592,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2016,2,3,1,0
593,0,Philanthropic,RIC RE&D and BD&I,NotGiven,NotGiven,0,Health,Biotechnology (non-Pharma),Not for profit,1,0,0,2016,2,3,1,0
594,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2016,8,3,2,0
595,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Veterinary,Veterinary,Multinational / Other Large Corporate,1,0,0,2016,8,3,2,0
596,0,Consultancy (Non-research),RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Veterinary,Veterinary,SME (small to medium enterprise),1,0,0,2019,4,1,1,0
597,0,Panel,Not supported,0012e000002ZmnzAAC,NotGiven,0,Agriculture & Horticulture,Agriculture & Horticulture,Government: Australia: Federal,1,0,0,2019,6,0,5,1
598,0,Grants,Not supported,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Agriculture & Horticulture,Agriculture & Horticulture,Multinational / Other Large Corporate,1,0,0,2018,9,1,1,0
599,0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0rAAC,0,Services,Engineering and Scientific,Not for profit,1,0,0,2017,2,2,1,0
600,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,NotGiven,0,Agriculture & Horticulture,Agriculture & Horticulture,Large Australian Corporate,1,0,0,2016,8,3,2,0
601,0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0rAAC,0,Health,Health Care & Healthy Aging,Not for profit,1,0,0,2017,7,2,2,1
602,0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2016,12,3,1,0
603,1,Panel,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0hAAC,0,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2019,1,1,27,1
604,0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Research Tools/Consumables,SME (small to medium enterprise),1,0,0,2018,9,0,1,0
605,0,Technology Transfer,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2017,11,2,5,1
606,0,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Services,Financial & Insurance,Multinational / Other Large Corporate,1,0,0,2017,3,2,2,1
607,0,Technology Transfer,Not supported,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2018,3,1,6,1
608,0,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Veterinary,Veterinary,Large Australian Corporate,1,0,0,2016,8,3,2,0
609,1,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Veterinary,Veterinary,SME (small to medium enterprise),1,0,1,2019,6,1,1,0
610,0,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Services,"Retail, Travel, Hospitality & Leisure",SME (small to medium enterprise),1,0,0,2019,6,1,1,0
611,0,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Services,Financial & Insurance,SME (small to medium enterprise),1,0,0,2018,6,1,1,0
612,0,Grants,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,1,Health,Health Care & Healthy Aging,Government: Australia: Federal,1,0,0,2016,12,3,5,0
613,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Agriculture & Horticulture,Agriculture & Horticulture,Multinational / Other Large Corporate,1,0,0,2016,11,3,2,0
614,0,Technology Transfer,RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2016,11,3,2,1
615,0,Technology Transfer,RIC-BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Services,Financial & Insurance,SME (small to medium enterprise),1,0,0,2016,12,3,1,0
616,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,NotGiven,0,Agriculture & Horticulture,Agriculture & Horticulture,Multinational / Other Large Corporate,1,0,0,2016,6,3,1,0
617,0,Technology Transfer,RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,Multinational / Other Large Corporate,1,0,0,2018,6,1,3,0
618,0,Research Contract,Not supported,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Veterinary,Veterinary,Multinational / Other Large Corporate,1,0,1,2018,8,1,3,1
619,0,Research Contract,Not supported,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Services,Engineering and Scientific,SME (small to medium enterprise),1,0,0,2018,4,1,1,0
620,0,Technology Transfer,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2017,4,2,1,0
621,0,Research Contract,Not supported,0012e000002ZmnzAAC,NotGiven,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2018,2,1,2,0
622,0,Consultancy (Non-research),RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,SME (small to medium enterprise),1,0,0,2017,3,2,1,0
623,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Health,Diagnostics,SME (small to medium enterprise),1,0,0,2017,4,2,1,0
624,0,Technology Transfer,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2016,12,3,1,0
625,0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,NotGiven,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2016,2,3,3,0
626,0,Grants,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,1,2019,7,1,5,1
627,0,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Manufacturing & R&D,Food & Beverage,Large Australian Corporate,1,0,0,2018,10,1,1,0
628,1,Grants,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,1,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2018,5,2,3,1
629,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,NotGiven,0,Agriculture & Horticulture,Agriculture & Horticulture,Not for profit,1,0,0,2017,10,2,1,0
630,0,Research Contract,RIC RE&D and BD&I,NotGiven,NotGiven,0,Health,Research Tools/Consumables,Multinational / Other Large Corporate,1,0,0,2015,12,4,1,0
631,0,Consultancy (Non-research),RIC RE&D and BD&I,NotGiven,NotGiven,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2016,7,3,4,0
632,0,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2016,6,3,3,0
633,0,Research Contract,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2018,4,1,42,1
634,0,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,NotGiven,0,Health,Biotechnology (non-Pharma),Multinational / Other Large Corporate,1,0,0,2018,6,1,1,0
635,0,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Public Administration,Public Administration,Government: Australia: Federal,1,1,1,2019,8,0,18,1
636,0,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2017,1,2,8,1
637,0,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Manufacturing & R&D,Food & Beverage,Large Australian Corporate,1,0,0,2018,9,0,2,1
638,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2017,5,0,11,1
639,0,Co-Location,RIC-BD&I,NotGiven,NotGiven,0,Services,Education,Not for profit,1,0,0,2019,8,1,1,0
640,0,Research Contract,RIC RE&D and BD&I,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0,Health,Medical Devices,Multinational / Other Large Corporate,1,0,0,2017,2,2,1,0
641,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Services,Community,Government: Australia: Local & State,1,0,0,2016,9,3,1,0
642,0,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Public Administration,Public Administration,Government: Australia: Local & State,1,0,0,2019,6,0,1,0
643,0,Technology Transfer,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Manufacturing & R&D,Food & Beverage,Multinational / Other Large Corporate,1,0,0,2016,8,3,2,0
644,0,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Materials: Chemicals & Industrial Metals,Materials: Chemicals & Industrial Metals,SME (small to medium enterprise),1,0,0,2016,9,3,1,0
645,0,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,RDC (Rural Research and Development Corporations),1,0,0,2018,10,1,12,1
646,0,Research Contract,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,1,0,2018,5,0,7,1
647,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Agriculture & Horticulture,Agriculture & Horticulture,RDC (Rural Research and Development Corporations),1,0,0,2017,3,2,1,0
648,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Veterinary,Veterinary,Multinational / Other Large Corporate,1,0,0,2016,7,3,3,0
649,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Manufacturing & R&D,Food & Beverage,SME (small to medium enterprise),1,0,0,2018,9,0,1,0
650,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,NotGiven,0,Agriculture & Horticulture,Agriculture & Horticulture,Not for profit,1,0,0,2016,12,3,1,0
651,0,Technology Transfer,RIC RE&D and BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,SME (small to medium enterprise),1,0,0,2018,8,1,25,1
652,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnxAAC,NotGiven,0,Veterinary,Veterinary,Multinational / Other Large Corporate,1,0,0,2016,7,3,1,0
653,0,Research Contract,RIC-BD&I,0012e000002ZmnzAAC,0012e000002YnERAA0,0,Manufacturing & R&D,Food & Beverage,PFRO (Publicly-Funded Research Organisation),1,0,0,2019,8,0,1,0
654,0,Research Contract,RIC RE&D and BD&I,0012e000002ZmnzAAC,NotGiven,0,Veterinary,Veterinary,Multinational / Other Large Corporate,1,0,0,2016,7,3,2,0
655,0,Consultancy (Non-research),RIC RE&D and BD&I,0012e000002ZmnzAAC,0012e000002Z3p1AAC,0,Services,"Retail, Travel, Hospitality & Leisure",Large Australian Corporate,1,0,0,2017,5,2,1,0
656,0,Technology Transfer,RIC-BD&I,0012e000002ZGfbAAG,0012e000002Zt10AAC,0,Health,Pharmaceuticals,Multinational / Other Large Corporate,1,0,0,2018,8,1,3,0
